token,lemma,upos,clique,stem,synonyms,hypernyms
fast,fast,ADJ,1,fast,debauched|degenerate|degraded|dissipated|dissolute|fast|fast(a)|firm|flying|immobile|libertine|loyal|profligate|quick|riotous|truehearted,
technological,technological,ADJ,1,technolog,technical|technological,
growth,growth,NOUN,1,growth,development|emergence|growing|growth|increase|increment|maturation|ontogenesis|ontogeny|outgrowth,organic process|biological process|development|evolution|process|physical process|vegetation|flora|botany|beginning|illness|unwellness|malady|sickness|object|physical object
ability,ability,NOUN,1,abil,ability|power,quality|cognition|knowledge|noesis
solve,solve,NOUN,1,solv,,NA
complex,complex,NOUN,1,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
problems,problem,NOUN,1,problem,job|problem|trouble,difficulty|question|head
has,have,VERB,1,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
increased,increase,VERB,1,increas,increase,change magnitude|change|alter|modify
more,more,ADJ,2,more,more than|more(a),
data,data,NOUN,2,data,data|information,collection|aggregation|accumulation|assemblage
continuously,continuously,ADV,2,continu,ceaselessly|continuously|endlessly|incessantly|unceasingly|unendingly,
generated,generate,VERB,2,gener,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce
social,social,ADJ,2,social,social|societal,
media,media,NOUN,2,media,,NA
various,various,ADJ,2,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,
systems,systems,NOUN,2,system,,NA
require,require,VERB,2,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be
complex,complex,NOUN,2,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
accurate,accurate,ADJ,2,accur,accurate|exact|precise,
efficient,efficient,ADJ,2,effici,effective|efficient,
methods,method,NOUN,2,method,method|method acting,know-how|acting|playing|playacting|performing
algorithms,algorithm,NOUN,2,algorithm,algorithm|algorithmic program|algorithmic rule,rule|formula
so,so,ADV,2,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA
as,as,ADV,2,a,as|equally|every bit,
provide,provide,VERB,2,provid,allow|allow for|bring home the bacon|cater|furnish|leave|offer|ply|provide|put up|render|supply,give|stipulate|qualify|condition|specify|engage|wage|yield|afford|support|fix|prepare|set up|ready|gear up|set
valuable,valuable,ADJ,2,valuabl,valuable|worthful,
insight,insight,NOUN,2,insight,brainstorm|brainwave|insight|penetration|perceptiveness|perceptivity|sixth sense,perception|sensibility|understanding|apprehension|discernment|savvy|intuition
tools,tool,NOUN,3,tool,cock|creature|dick|instrument|pecker|prick|puppet|putz|shaft|tool,implement|means|agency|way|slave|penis|phallus|member
big,big,ADJ,3,big,adult|bad|big|big(a)|big(p)|bighearted|boastful|bounteous|bountiful|braggart(a)|bragging(a)|braggy|cock-a-hoop|crowing|enceinte|expectant|freehanded|full-grown|fully grown|giving|gravid|great(p)|grown|grownup|handsome|heavy(a)|heavy(p)|large|large(p)|liberal|magnanimous|openhanded|prominent|self-aggrandising|self-aggrandizing|swelled|vainglorious|with child(p),
data,data,NOUN,3,data,data|information,collection|aggregation|accumulation|assemblage
analytics,analytic,NOUN,3,analyt,,NA
performance,performance,NOUN,3,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
computing,comput,VERB,3,comput,,NA
accessible,accessible,ADJ,3,access,accessible|approachable,
enable,enable,ADJ,3,enabl,,NA
face,face,NOUN,3,face,aspect|boldness|brass|case|cheek|expression|face|facial expression|font|fount|grimace|human face|look|nerve|side|typeface,external body part|countenance|visage|appearance|visual aspect|surface|person|individual|someone|somebody|mortal|soul|front|facial expression|facial gesture|type|status|position|aggressiveness|vertical surface
challenges,challenge,NOUN,3,challeng,challenge,situation|state of affairs|speech act|questioning|inquiring|objection|demand
simultaneously,simultaneously,ADV,3,simultan,at the same time|simultaneously,
