token,lemma,upos,clique,stem,synonyms,hypernyms
language,language,NOUN,1,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
production,production,NOUN,1,product,output|product|production|yield,act|deed|human action|human activity|presentation|creation|exhibition|indefinite quantity|display|industry|manufacture|creative activity
comprehension,comprehension,NOUN,1,comprehens,comprehension|inclusion,understanding|apprehension|discernment|savvy|involvement
provide,provide,VERB,1,provid,allow|allow for|bring home the bacon|cater|furnish|leave|offer|ply|provide|put up|render|supply,give|stipulate|qualify|condition|specify|engage|wage|yield|afford|support|fix|prepare|set up|ready|gear up|set
window,window,NOUN,1,window,window|windowpane,framework|frame|opening|panel|gap|time period|period of time|period|pane|pane of glass|window glass|display|video display
cognitive,cognitive,ADJ,1,cognit,cognitive,
neural,neural,ADJ,1,neural,nervous|neural|neuronal|neuronic,
architecture,architecture,NOUN,1,architectur,architecture|computer architecture,building|edifice|discipline|subject|subject area|subject field|field|field of study|study|bailiwick|fine arts|beaux arts|profession|structure
underlying,underly,ADJ,1,underli,,NA
complex,complex,NOUN,1,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
information,information,NOUN,1,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
processing,processe,NOUN,1,process,,NA
brain,brain,NOUN,1,brain,brain|brainiac|brainpower|Einstein|encephalon|genius|head|learning ability|mastermind|mental capacity|mentality|mind|nous|psyche|wit,neural structure|intelligence|cognition|knowledge|noesis|intellectual|intellect|variety meat|organs
pinker,pinker,NOUN,1,pinker,,NA
level,level,NOUN,2,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction
cognitive,cognitive,ADJ,2,cognit,cognitive,
functions,function,NOUN,2,function,affair|function|map|mapping|mathematical function|occasion|office|part|procedure|purpose|role|routine|single-valued function|social function|social occasion|subprogram|subroutine|use,mathematical relation|utility|usefulness|duty|relation|social gathering|social affair|social event|software|software program|computer software|software system|software package|package
reflect,reflect,VERB,2,reflect,chew over|contemplate|excogitate|meditate|mull|mull over|muse|ponder|reflect|reverberate|ruminate|shine|speculate|think over,indicate|point|designate|show|think|cogitate|cerebrate|emit|give out|give off|attest|certify|manifest|demonstrate|evidence
state,state,NOUN,2,state,body politic|commonwealth|country|Department of State|DoS|land|nation|province|res publica|state|State|State Department|state of matter|United States Department of State,administrative district|administrative division|territorial division|attribute|government|authorities|regime|political unit|political entity|chemical phenomenon|emotional state|spirit|executive department
numerous,numerous,ADJ,2,numer,legion(p)|numerous,
processes,processis,NOUN,2,processi,,NA
pattern,pattern,NOUN,3,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording
content,content,NOUN,3,content,capacity|cognitive content|content|contentedness|contents|depicted object|mental object|message|subject|subject matter|substance,collection|aggregation|accumulation|assemblage|communication|proportion|volume|cognition|knowledge|noesis|acceptance|thing
communication,communication,NOUN,3,commun,communicating|communication,act|deed|human action|human activity|abstraction|abstract entity|connection|connexion|connectedness
traced,trace,VERB,3,trace,decipher|delineate|describe|draw|follow|hound|hunt|line|retrace|trace,analyze|analyse|study|examine|canvass|mark|return|chase|chase after|trail|tail|tag|give chase|dog|go after|track|detect|observe|find|discover|notice|proceed|go forward|continue|copy|re-create|read
back,back,ADV,3,back,back|backward|backwards|rearward|rearwards,NA
individuals,individual,NOUN,3,individu,individual|mortal|person|somebody|someone|soul,organism|being|causal agent|cause|causal agency
cognitive,cognitive,ADJ,3,cognit,cognitive,
abilities,abilitie,NOUN,3,abiliti,,NA
knowledge,knowledge,NOUN,3,knowledg,cognition|knowledge|noesis,psychological feature
affective,affective,ADJ,3,affect,affectional|affective|emotive,
state,state,NOUN,3,state,body politic|commonwealth|country|Department of State|DoS|land|nation|province|res publica|state|State|State Department|state of matter|United States Department of State,administrative district|administrative division|territorial division|attribute|government|authorities|regime|political unit|political entity|chemical phenomenon|emotional state|spirit|executive department
consequently,consequently,ADV,3,consequ,accordingly|consequently|therefore,
overall,overall,ADV,3,overal,,NA
mental,mental,ADJ,3,mental,genial|mental,
disturbances,disturbance,NOUN,4,disturb,affray|commotion|disruption|disturbance|flutter|folie|fray|hoo-ha|hoo-hah|hurly burly|interference|kerfuffle|mental disorder|mental disturbance|noise|perturbation|psychological disorder|ruffle|to-do|upset,activity|agitation|disorder|fight|fighting|combat|scrap|motion|movement|move|motility|upset|trouble
domain,domain,NOUN,4,domain,area|arena|demesne|domain|domain of a function|field|knowledge base|knowledge domain|land|orbit|sphere|world,environment|region|set|class|stratum|social class|socio-economic class|content|cognitive content|mental object
language,language,NOUN,4,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
especially,especially,ADV,4,especi,especially|particularly|peculiarly|specially,
speech,speech,NOUN,4,speech,actor's line|address|delivery|language|lecture|manner of speaking|oral communication|speech|speech communication|spoken communication|spoken language|talking to|voice communication|words,speech act|auditory communication|utterance|vocalization|speaking|speech production|expressive style|style|rebuke|reproof|reproval|reprehension|reprimand|line|faculty|mental faculty|module
occur,occur,NOUN,4,occur,,NA
variety,variety,NOUN,4,varieti,assortment|change|diverseness|diversity|form|kind|miscellanea|miscellany|mixed bag|mixture|motley|multifariousness|potpourri|salmagundi|smorgasbord|sort|variety|variety show,collection|aggregation|accumulation|assemblage|heterogeneity|heterogeneousness|taxonomic group|taxonomic category|taxon|show|category|difference
psychiatric,psychiatic,ADJ,4,psychiat,,NA
neurological,neurological,ADJ,4,neurolog,neurologic|neurological,
conditions,condition,NOUN,4,condit,circumstance|condition|consideration|experimental condition|precondition|shape|status|stipulation|strings|term,state|premise|premiss|assumption|information|good health|healthiness|illness|unwellness|malady|sickness|statement|procedure|process
neural,neural,ADJ,4,neural,nervous|neural|neuronal|neuronic,
substrates,substrate,VERB,4,substrat,,NA
likely,likely,ADV,4,like,belike|in all likelihood|in all probability|likely|probably,
related,relate,ADJ,4,relat,,NA
pathophysiology,pathophysiology,NOUN,4,pathophysiologi,,NA
disorder,disorder,NOUN,4,disord,disorder|disorderliness|upset,physical condition|physiological state|physiological condition|condition|status|state
hence,hence,ADV,4,henc,hence|so|thence|therefore|thus,NA
fundamental,fundamental,ADJ,4,fundament,cardinal|central|fundamental|key|primal|profound|rudimentary|underlying,
aspect,aspect,NOUN,4,aspect,aspect|expression|face|facet|facial expression|look|panorama|prospect|scene|view|vista,feature|characteristic|visual percept|visual image|grammatical relation|countenance|visage
diagnosis,diagnosis,NOUN,4,diagnosi,diagnosing|diagnosis,designation|identification
assessing,assess,VERB,4,assess,appraise|assess|evaluate|measure|tax|valuate|value,evaluate|pass judgment|judge|charge|bill|determine|set|estimate|gauge|approximate|guess
treatment,treatment,NOUN,4,treatment,discourse|discussion|handling|intervention|treatment,care|attention|aid|tending|management|direction|artistic style|idiom|communication|communicating
responsiveness,responsiveness,NOUN,4,respons,reactivity|responsiveness,sensitivity|sensitiveness|sensibility|quality
prognosis,prognosis,NOUN,4,prognosi,forecast|medical prognosis|prognosis|prospect,prediction|foretelling|forecasting|prognostication|medical diagnosis
andreasen,andreasen,ADV,4,andreasen,,NA
grove,grove,VERB,4,grove,,NA
black,black,ADJ,4,black,black|black-market|blackened|bleak|bootleg|calamitous|contraband|dark|dim|disastrous|disgraceful|fatal|fateful|grim|ignominious|inglorious|mordant|opprobrious|pitch-black|pitch-dark|shameful|sinister|smuggled|smutty,
mckenna,mckenna,NOUN,4,mckenna,,NA
indexing,index,VERB,5,index,index,list|supply|provide|render|furnish|determine|shape|mold|influence|regulate
language,language,NOUN,5,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
comprehension,comprehension,NOUN,5,comprehens,comprehension|inclusion,understanding|apprehension|discernment|savvy|involvement
production,production,NOUN,5,product,output|product|production|yield,act|deed|human action|human activity|presentation|creation|exhibition|indefinite quantity|display|industry|manufacture|creative activity
disturbances,disturbance,NOUN,5,disturb,affray|commotion|disruption|disturbance|flutter|folie|fray|hoo-ha|hoo-hah|hurly burly|interference|kerfuffle|mental disorder|mental disturbance|noise|perturbation|psychological disorder|ruffle|to-do|upset,activity|agitation|disorder|fight|fighting|combat|scrap|motion|movement|move|motility|upset|trouble
has,have,VERB,5,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
conducted,conduct,VERB,5,conduct,acquit|bear|behave|carry|carry on|channel|comport|conduct|convey|deal|deport|direct|guide|impart|lead|take|transmit,manage|deal|care|handle|perform|execute|do|hold|carry|bear|act|move|bring|convey|take
using,use,VERB,5,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
variety,variety,NOUN,5,varieti,assortment|change|diverseness|diversity|form|kind|miscellanea|miscellany|mixed bag|mixture|motley|multifariousness|potpourri|salmagundi|smorgasbord|sort|variety|variety show,collection|aggregation|accumulation|assemblage|heterogeneity|heterogeneousness|taxonomic group|taxonomic category|taxon|show|category|difference
neuropsychological,neuropsychological,ADJ,5,neuropsycholog,neuropsychological,
measures,measure,NOUN,5,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container
tests,test,NOUN,5,test,exam|examination|mental test|mental testing|psychometric test|run|test|trial|trial run|tryout,experiment|experimentation|mental measurement|communication|communicating|attempt|effort|endeavor|endeavour|try|covering|natural covering|cover
hodges,hodge,NOUN,5,hodg,,NA
tamlyn,tamlyn,NOUN,5,tamlyn,,NA
mckenna,mckenna,NOUN,5,mckenna,,NA
focus,focus,NOUN,6,focu,centering|direction|focal point|focus|focusing|focussing|nidus|stress,concentration|engrossment|absorption|immersion|distinctness|sharpness|clarity|lucidity|lucidness|pellucidity|clearness|limpidity|point|emphasis|accent
speech,speech,NOUN,6,speech,actor's line|address|delivery|language|lecture|manner of speaking|oral communication|speech|speech communication|spoken communication|spoken language|talking to|voice communication|words,speech act|auditory communication|utterance|vocalization|speaking|speech production|expressive style|style|rebuke|reproof|reproval|reprehension|reprimand|line|faculty|mental faculty|module
traditionally,traditionally,ADV,6,tradition,traditionally,
has,have,VERB,6,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
quantified,quantify,ADJ,6,quantifi,,NA
predictability,predictability,NOUN,6,predict,predictability,certainty|sure thing|foregone conclusion
