token,lemma,upos,clique,stem,synonyms,hypernyms
research,research,NOUN,1,research,enquiry|inquiry|research,investigation|investigating|problem solving
social,social,ADJ,1,social,social|societal,
networks,network,NOUN,1,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
has,have,VERB,1,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
received,receive,VERB,1,receiv,encounter|experience|find|get|have|incur|invite|meet|obtain|pick up|receive|take in|welcome,get|acquire|change|perceive|comprehend|undergo|accept|greet|recognize|recognise|convert|have|experience|celebrate|fete|partake|touch|see|consider|reckon|view|regard
increasing,increase,VERB,1,increas,increase,change magnitude|change|alter|modify
attention,attention,NOUN,1,attent,aid|attending|attention|care|tending,basic cognitive process|work|attraction|attractor|attracter|attractive feature|magnet|courtesy|faculty|mental faculty|module|stance
over,over,ADV,1,over,all over|o'er|over,NA
last,last,ADJ,1,last,concluding|final|last|last-place|last(a)|lowest|net|terminal|utmost,
decade,decade,NOUN,1,decad,10|decade|decennary|decennium|ten|tenner|X,time period|period of time|period|large integer
most,most,ADJ,2,most,most(a),
traditional,traditional,ADJ,2,tradit,traditional,
approaches,approach,VERB,2,approach,approach|border on|come near|come on|draw close|draw near|go about|go up|near|set about,come|come up|approximate|come close|act|move|address|accost|come up to
mining,mining,NOUN,2,mine,excavation|minelaying|mining,production|defense|defence|defensive measure
networked,networke,VERB,2,network,,NA
data,data,NOUN,2,data,data|information,collection|aggregation|accumulation|assemblage
based,base,VERB,2,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
homogeneous,homogeneous,ADJ,2,homogen,homogeneous|homogenous,
network,network,NOUN,2,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
same,same,ADJ,2,same,like|same|same(p),
node,node,NOUN,2,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
type,type,NOUN,2,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block
however,however,ADV,3,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
many,many,ADJ,3,mani,many,
practical,practical,ADJ,3,practic,hard-nosed|hardheaded|practical|practical(a)|pragmatic|virtual(a),
applications,application,NOUN,3,applic,application|application program|applications programme|coating|covering|diligence|lotion|practical application,use|usage|utilization|utilisation|employment|exercise|request|petition|postulation|manual labor|manual labour|program|programme|computer program|computer programme|remedy|curative|cure|therapeutic|effort|elbow grease|exertion|travail|sweat|action
faced,face,VERB,3,face,confront|face|face up|front|look|present,set about|go about|approach|meet|encounter|play|take on|lie|be|turn|disclose|expose|uncover|line|cover
