token,lemma,upos,clique,stem,synonyms,hypernyms
when,when,ADV,1,when,,NA
analyzing,analyzing,NOUN,1,analyz,,NA
typed,type,VERB,1,type,type|typecast|typewrite,write|identify
objects,object,VERB,1,object,object,disapprove|reject|be
relations,relation,NOUN,1,relat,carnal knowledge|coition|coitus|copulation|intercourse|recounting|relation|relation back|relative|sex act|sexual congress|sexual intercourse|sexual relation|telling,abstraction|abstract entity|sexual activity|sexual practice|sex|sex activity|person|individual|someone|somebody|mortal|soul|narration|recital|yarn|legal principle|judicial principle|judicial doctrine|dealings|traffic
complex,complex,NOUN,1,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
information,information,NOUN,1,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
networks,network,NOUN,1,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
identifying,identify,VERB,1,identifi,describe|discover|distinguish|identify|key|key out|name|place,determine|set|denote|refer|see|consider|reckon|view|regard|associate|tie in|relate|link|colligate|link up|connect|recognize|recognise
rare,rare,ADJ,1,rare,rare|rarefied|rarified|uncommon,
interesting,interesting,ADJ,1,interest,interesting,
outstanding,outstanding,ADJ,1,outstand,great|outstanding|owing(p)|prominent|salient|spectacular|striking|undischarged,
patterns,pattern,NOUN,1,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording
subgraphs,subgraph,NOUN,1,subgraph,,NA
least,least,ADV,1,least,least|to the lowest degree,
even,even,ADV,1,even,even|still|yet,NA
more,more,ADJ,1,more,more than|more(a),
significant,significant,ADJ,1,signific,important|meaning(a)|pregnant|significant|substantial,
