token,lemma,upos,clique,stem,synonyms,hypernyms
quantitative,quantitative,ADJ,1,quantit,quantitative,
evaluations,evaluation,NOUN,1,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal
researchers,researcher,NOUN,1,research,investigator|research worker|researcher,scientist
institutions,institution,NOUN,1,institut,asylum|creation|establishment|foundation|founding|initiation|innovation|insane asylum|instauration|institution|introduction|mental home|mental hospital|mental institution|origination|psychiatric hospital,organization|organisation|establishment|custom|tradition|beginning|start|commencement|hospital|infirmary
geographical,geographical,ADJ,1,geograph,geographic|geographical,
regions,region,NOUN,1,region,area|neighborhood|part|realm|region,location|body part|indefinite quantity|knowledge domain|knowledge base|domain
journals,journals,NOUN,1,journal,,NA
areas,area,NOUN,1,area,area|arena|country|domain|expanse|field|orbit|region|sphere|surface area,region|topic|subject|issue|matter|body part|environment|structure|construction|extent
science,science,NOUN,1,scienc,science|scientific discipline|skill,discipline|subject|subject area|subject field|field|field of study|study|bailiwick|ability|power
technology,technology,NOUN,1,technologi,applied science|engineering|engineering science|technology,application|practical application|discipline|subject|subject area|subject field|field|field of study|study|bailiwick|machinery|equipment
have,have,VERB,1,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
become,become,VERB,1,becom,become|get|go|suit|turn,change state|turn|transform|transmute|metamorphose|fancify|beautify|embellish|prettify
commonplace,commonplace,NOUN,1,commonplac,banality|bromide|cliche|commonplace|platitude,remark|comment|input|truism
especially,especially,ADV,1,especi,especially|particularly|peculiarly|specially,
widespread,widespread,ADJ,1,widespread,far-flung|widespread,
availability,availability,NOUN,1,avail,accessibility|availability|availableness|handiness,convenience
information,information,NOUN,1,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
scientific,scientific,ADJ,1,scientif,scientific,
databases,database,NOUN,1,databas,database,information|info
citation,citation,NOUN,2,citat,acknowledgment|citation|Citation|cite|commendation|credit|mention|quotation|quote|reference,award|accolade|honor|honour|laurels|speech act|note|annotation|notation|excerpt|excerption|extract|selection|summons|process
counts,count,NOUN,2,count,count|counting|enumeration|numeration|reckoning|tally,number|investigation|investigating|Lord|noble|nobleman
impact,impact,NOUN,2,impact,encroachment|impact|impingement|shock|wallop,contact|impinging|striking|consequence|effect|outcome|result|event|issue|upshot|influence|fight|fighting|combat|scrap
factors,factor,NOUN,2,factor,agent|broker|cistron|component|constituent|divisor|element|factor|gene|ingredient,cause|part|section|division|integer|whole number|businessperson|bourgeois|number|independent variable|experimental variable|sequence
most,most,ADJ,2,most,most(a),
common,common,ADJ,2,common,coarse|common|mutual|plebeian|rough-cut|uncouth|unwashed|usual|vernacular|vulgar,
parameters,parameter,NOUN,2,paramet,argument|parameter|parametric quantity,constant|constant quantity|invariable|factor|address|computer address|reference|value|quantity
used,use,VERB,2,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
key,key,ADJ,2,kei,cardinal|central|fundamental|key|primal,
deciding,decide,VERB,2,decid,adjudicate|decide|determine|make up one's mind|resolve|settle,end|terminate|induce|stimulate|cause|have|get|make|determine|shape|mold|influence|regulate
promotions,promotion,NOUN,2,promot,advancement|forwarding|furtherance|packaging|promo|promotion|promotional material|publicity,message|content|subject matter|substance|change|encouragement|advancement|progress
grants,grant,NOUN,2,grant,assignment|Cary Grant|concession|Duncan Grant|Duncan James Corrow Grant|grant|Grant|Hiram Ulysses Grant|President Grant|subsidisation|subsidization|Ulysses Grant|Ulysses S. Grant|Ulysses Simpson Grant,aid|economic aid|financial aid|assistance|financial assistance|economic assistance|allotment|apportionment|apportioning|allocation|parceling|parcelling|assignation|transferred property|transferred possession|contract|right
identification,identification,NOUN,2,identif,designation|identification|recognition,determination|finding|evidence|condition|status|memory|remembering|identity|personal identity|individuality
scientific,scientific,ADJ,2,scientif,scientific,
trends,trend,NOUN,2,trend,course|drift|movement|style|tendency|trend|vogue,direction|way|inclination|disposition|tendency|taste|appreciation|discernment|perceptiveness
science,science,NOUN,3,scienc,science|scientific discipline|skill,discipline|subject|subject area|subject field|field|field of study|study|bailiwick|ability|power
has,have,VERB,3,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
become,become,VERB,3,becom,become|get|go|suit|turn,change state|turn|transform|transmute|metamorphose|fancify|beautify|embellish|prettify
certain,certain,ADJ,3,certain,certain|certain(a)|certain(p)|sealed|sure,
extent,extent,NOUN,3,extent,extent,degree|level|stage|point|magnitude
driven,drive,VERB,3,drive,aim|beat back|drive|force|force back|get|labor|labour|motor|push|push back|ram|repel|repulse|ride|take|tug,operate|control|travel|go|move|locomote|transport|carry|displace|thrust|coerce|hale|squeeze|pressure|force|push|make|propel|impel|throw|fight|struggle|mean|intend|work|do work|drive|traverse|track|cover|cross|pass over|get over|get across|cut through|cut across|hit|excavate|dig|hollow|power|hunt|run|hunt down|track down
scientometry,scientometry,NOUN,3,scientometri,,NA
