token,lemma,upos,clique,stem,synonyms,hypernyms
semantic,semantic,ADJ,1,semant,semantic,
segmentation,segmentation,NOUN,1,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
fundamental,fundamental,ADJ,1,fundament,cardinal|central|fundamental|key|primal|profound|rudimentary|underlying,
task,task,NOUN,1,task,chore|job|labor|project|task|undertaking,work|duty
multitude,multitude,NOUN,1,multitud,battalion|concourse|hoi polloi|large number|mass|masses|multitude|pack|people|plurality|the great unwashed|throng,large indefinite quantity|large indefinite amount|gathering|assemblage|group|grouping
applications,application,NOUN,1,applic,application|application program|applications programme|coating|covering|diligence|lotion|practical application,use|usage|utilization|utilisation|employment|exercise|request|petition|postulation|manual labor|manual labour|program|programme|computer program|computer programme|remedy|curative|cure|therapeutic|effort|elbow grease|exertion|travail|sweat|action
computer,computer,NOUN,1,comput,calculator|computer|computing device|computing machine|data processor|electronic computer|estimator|figurer|information processing system|reckoner,machine|expert
vision,vision,NOUN,1,vision,imagination|imaginativeness|sight|vision|visual modality|visual sensation|visual sense,imagination|imaging|imagery|mental imagery|modality|sense modality|sensory system|exteroception|sensation|esthesis|aesthesis|sense experience|sense impression|sense datum|creativity|creativeness|creative thinking|experience
wherein,wherein,ADV,1,wherein,,NA
indoor,indoor,ADJ,1,indoor,indoor|indoor(a),
most,most,ADJ,1,most,most(a),
challenging,challenge,ADJ,1,challeng,,NA
problems,problem,NOUN,1,problem,job|problem|trouble,difficulty|question|head
complex,complex,NOUN,1,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
varied,vari,ADJ,1,vari,,NA
objects,object,VERB,1,object,object,disapprove|reject|be
severe,severe,ADJ,1,sever,austere|dangerous|grave|grievous|hard|knockout|life-threatening|serious|severe|spartan|stark|stern|terrible|wicked,
occlusions,occlusion,NOUN,1,occlus,block|blockage|closure|occluded front|occlusion|stop|stoppage,attack|front|position|spatial relation|obstruction|obstructor|obstructer|impediment|impedimenta
task,task,NOUN,2,task,chore|job|labor|project|task|undertaking,work|duty
greatly,greatly,ADV,2,greatli,greatly,
benefit,benefit,NOUN,2,benefit,benefit|welfare,payment|good|goodness|performance|public presentation
availability,availability,NOUN,2,avail,accessibility|availability|availableness|handiness,convenience
rgb,rgb,NOUN,2,rgb,,NA
d,would,PROPN,2,would,NA,NA
data,data,NOUN,2,data,data|information,collection|aggregation|accumulation|assemblage
has,have,VERB,2,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
recently,recently,ADV,2,recent,late|lately|latterly|of late|recently,
increasing,increase,VERB,2,increas,increase,change magnitude|change|alter|modify
thanks,thanks,NOUN,2,thank,thanks,acknowledgment|acknowledgement|aid|assist|assistance|help
widespread,widespread,ADJ,2,widespread,far-flung|widespread,
use,use,VERB,2,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
depth,depth,NOUN,2,depth,astuteness|deepness|depth|profoundness|profundity,extent|degree|grade|level|abasement|degradation|abjection|wisdom|sapience|attribute
sensors,sensor,NOUN,2,sensor,detector|sensing element|sensor,device
recent,recent,ADJ,3,recent,late(a)|recent,
years,year,NOUN,3,year,class|twelvemonth|year|yr,time period|period of time|period|gathering|assemblage
flourishing,flourish,NOUN,3,flourish,brandish|fanfare|flourish|tucket,gesture|motion|embellishment|grandiosity|magniloquence|ornateness|grandiloquence|rhetoric|wave|waving|wafture|tune|melody|air|strain|melodic line|line|melodic phrase
convolutional,convolutional,ADJ,3,convolut,,NA
neural,neural,ADJ,3,neural,nervous|neural|neuronal|neuronic,
networks,network,NOUN,3,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
cnns,cnn,NOUN,3,cnn,,NA
various,various,ADJ,3,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,
cnn,cnn,NOUN,3,cnn,,NA
based,base,VERB,3,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
approaches,approach,VERB,3,approach,approach|border on|come near|come on|draw close|draw near|go about|go up|near|set about,come|come up|approximate|come close|act|move|address|accost|come up to
have,have,VERB,3,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
proposed,propose,VERB,3,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request
exploit,exploit,VERB,3,exploit,exploit|overwork|tap|work,use|utilize|utilise|apply|employ|work|put to work
depth,depth,NOUN,3,depth,astuteness|deepness|depth|profoundness|profundity,extent|degree|grade|level|abasement|degradation|abjection|wisdom|sapience|attribute
information,information,NOUN,3,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
rgb,rgb,NOUN,3,rgb,,NA
d,would,PROPN,3,would,NA,NA
segmentation,segmentation,NOUN,3,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
depth,depth,NOUN,4,depth,astuteness|deepness|depth|profoundness|profundity,extent|degree|grade|level|abasement|degradation|abjection|wisdom|sapience|attribute
information,information,NOUN,4,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
directly,directly,ADV,4,directli,at once|direct|directly|flat|forthwith|immediately|instantly|like a shot|now|right away|straight|straight off|straightaway,
concatenated,concatenate,VERB,4,concaten,concatenate,chain|add
rgb,rgb,NOUN,4,rgb,,NA
further,further,ADV,4,further,farther|further,NA
processed,processe,VERB,4,process,,NA
single,single,ADJ,4,singl,exclusive|individual|single|single(a)|undivided|unmarried,
cnn,cnn,NOUN,4,cnn,,NA
module,module,NOUN,4,modul,faculty|mental faculty|module,ability|power|compartment|computer circuit|component|constituent|element
treats,treat,NOUN,4,treat,dainty|delicacy|goody|kickshaw|treat,nutriment|nourishment|nutrition|sustenance|aliment|alimentation|victuals|happening|occurrence|occurrent|natural event
symmetric,symmetric,ADJ,4,symmetr,symmetric|symmetrical,
way,way,NOUN,4,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage
however,however,ADV,5,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
rgb,rgb,NOUN,5,rgb,,NA
