token,lemma,upos,clique,stem,synonyms,hypernyms
information,information,NOUN,1,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
explosion,explosion,NOUN,1,explos,blowup|burst|detonation|explosion|plosion,discharge|change of integrity|increase|noise|release|tone ending|effusion|gush|outburst|blowup|ebullition|golf stroke|golf shot|swing
era,era,NOUN,1,era,earned run average|epoch|era|ERA|geological era,time period|period of time|period|geological time|geologic time|standard|criterion|measure|touchstone
web,web,NOUN,1,web,entanglement|network|vane|web|World Wide Web|WWW,object|physical object|trap|blade|system|scheme|computer network|fabric|cloth|material|textile|membrane|tissue layer
directory,directory,NOUN,1,directori,directory,reference book|reference|reference work|book of facts|list|listing
greatly,greatly,ADV,1,greatli,greatly,
reduces,reduce,NOUN,1,reduc,,NA
number,number,NOUN,1,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
returned,return,VERB,1,return,bring back|come back|deliver|devolve|fall|generate|give|give back|hark back|pass|recall|reelect|refund|regress|rejoin|render|repay|retort|retrovert|return|revert|riposte|take back|turn back|yield,travel|go|move|locomote|give|change by reversal|turn|reverse|denote|refer|bring|convey|take|reciprocate|transport|carry|answer|reply|respond|reappear|re-emerge|pay|communicate|pass on|pass|pass along|put across|elect|change hands|change owners|return|produce|make|create|submit
webpages,webpage,NOUN,1,webpag,web page|webpage,text file|document
pushed,push,VERB,1,push,advertise|advertize|agitate|bear on|campaign|crowd|crusade|drive|fight|force|labor|labour|press|promote|push|tug,move|displace|urge|urge on|press|exhort|praise|fight|struggle|approach|near|come on|go up|draw near|draw close|come near|advertise|advertize|promote|push|deal|sell|trade|travel|go|locomote|force
keyword,keyword,NOUN,1,keyword,,NA
search,search,VERB,1,search,explore|look|look for|research|search|seek,examine|see|investigate|look into
task,task,NOUN,2,task,chore|job|labor|project|task|undertaking,work|duty
realized,realize,VERB,2,realiz,actualise|actualize|agnise|agnize|bring in|clear|earn|gain|make|pull in|realise|realize|recognise|recognize|see|substantiate|take in|understand,know|cognize|cognise|make|create|get|acquire|sell|harmonize|harmonise
classifying,classify,VERB,2,classifi,assort|class|classify|relegate|separate|sort|sort out,categorize|categorise|restrict|control|assign|attribute
webpages,webpage,NOUN,2,webpag,web page|webpage,text file|document
based,base,VERB,2,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
semantic,semantic,ADJ,2,semant,semantic,
content,content,NOUN,2,content,capacity|cognitive content|content|contentedness|contents|depicted object|mental object|message|subject|subject matter|substance,collection|aggregation|accumulation|assemblage|communication|proportion|volume|cognition|knowledge|noesis|acceptance|thing
however,however,ADV,3,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
