token,lemma,upos,clique,stem,synonyms,hypernyms
complex,complex,NOUN,1,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
networks,network,NOUN,1,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
cover,cover,NOUN,1,cover,back|binding|blanket|book binding|concealment|cover|cover charge|cover song|cover version|covering|covering fire|covert|masking|natural covering|screen|screening|top,covering|bedclothes|bed clothing|bedding|concealment|concealing|hiding|protective covering|protective cover|protection|natural object|fire|firing|fixed charge|fixed cost|fixed costs|recording
active,active,ADJ,1,activ,active|alive(p)|combat-ready|dynamic|fighting(a)|participating,
area,area,NOUN,1,area,area|arena|country|domain|expanse|field|orbit|region|sphere|surface area,region|topic|subject|issue|matter|body part|environment|structure|construction|extent
scientific,scientific,ADJ,1,scientif,scientific,
research,research,NOUN,1,research,enquiry|inquiry|research,investigation|investigating|problem solving
inspired,inspir,VERB,1,inspir,,NA
largely,largely,ADV,1,larg,for the most part|largely|mostly,NA
empirical,empirical,ADJ,1,empir,empiric|empirical,
study,study,NOUN,1,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
real,real,ADJ,1,real,actual|existent|genuine|literal|material|real|real(a)|substantial|tangible|veridical,
world,world,NOUN,1,world,cosmos|creation|domain|earth|Earth|earthly concern|existence|globe|human beings|human race|humanity|humankind|humans|macrocosm|man|mankind|populace|public|reality|universe|world|worldly concern,natural object|class|stratum|social class|socio-economic class|experience|people|part|piece|concern|homo|man|human being|human|group|grouping
such,such,ADJ,1,such,such(a),
as,as,ADV,1,a,as|equally|every bit,
communication,communication,NOUN,1,commun,communicating|communication,act|deed|human action|human activity|abstraction|abstract entity|connection|connexion|connectedness
economical,economical,ADJ,1,econom,economic|economical|frugal|scotch|sparing|stinting,
social,social,ADJ,1,social,social|societal,
classified,classify,VERB,2,classifi,assort|class|classify|relegate|separate|sort|sort out,categorize|categorise|restrict|control|assign|attribute
major,major,ADJ,2,major,major|major(ip),
types,type,NOUN,2,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block
based,base,VERB,2,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
context,context,NOUN,2,context,circumstance|context|context of use|linguistic context|setting,discourse|environment
model,model,NOUN,2,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
biological,biological,ADJ,2,biolog,biologic|biological|natural,
networks,network,NOUN,2,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
transcription,transcription,NOUN,2,transcript,arrangement|arranging|recording|transcription|written text,written communication|written language|black and white|organic process|biological process|recording|composing|composition|creating from raw materials
regulatory,regulatory,ADJ,2,regulatori,regulative|regulatory,
protein,protein,NOUN,2,protein,protein,macromolecule|supermolecule
interaction,interaction,NOUN,2,interact,fundamental interaction|interaction,action|physical phenomenon
structure,structure,NOUN,2,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
neural,neural,ADJ,2,neural,nervous|neural|neuronal|neuronic,
ecological,ecological,ADJ,2,ecolog,bionomic|bionomical|ecologic|ecological,
natural,natural,ADJ,2,natur,biological|born(p)|innate(p)|instinctive|lifelike|natural|raw(a)|rude(a),
food,food,NOUN,2,food,food|food for thought|intellectual nourishment|nutrient|solid food,substance|solid|content|cognitive content|mental object
chains,chain,NOUN,2,chain,chain|Chain|chain of mountains|chemical chain|concatenation|Ernst Boris Chain|mountain chain|mountain range|range|range of mountains|Sir Ernst Boris Chain|strand|string,series|unit|building block|ligament|business|concern|business concern|business organization|business organisation|restraint|constraint|linear unit|linear measure|geological formation|formation|necklace
social,social,ADJ,2,social,social|societal,
friendship,friendship,NOUN,2,friendship,friendly relationship|friendship,relationship
citation,citation,NOUN,2,citat,acknowledgment|citation|Citation|cite|commendation|credit|mention|quotation|quote|reference,award|accolade|honor|honour|laurels|speech act|note|annotation|notation|excerpt|excerption|extract|selection|summons|process
voter,voter,NOUN,2,voter,elector|voter,citizen
world,world,NOUN,2,world,cosmos|creation|domain|earth|Earth|earthly concern|existence|globe|human beings|human race|humanity|humankind|humans|macrocosm|man|mankind|populace|public|reality|universe|world|worldly concern,natural object|class|stratum|social class|socio-economic class|experience|people|part|piece|concern|homo|man|human being|human|group|grouping
markets,market,NOUN,2,market,food market|grocery|grocery store|market|market place|marketplace|mart|securities industry,activity|class|stratum|social class|socio-economic class|marketplace|market place|mart|market|industry|mercantile establishment|retail store|sales outlet|outlet
political,political,ADJ,2,polit,political,
structures,structure,NOUN,2,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
technological,technological,ADJ,2,technolog,technical|technological,
computer,computer,NOUN,2,comput,calculator|computer|computing device|computing machine|data processor|electronic computer|estimator|figurer|information processing system|reckoner,machine|expert
electrical,electrical,ADJ,2,electr,electric|electrical,
circuits,circuit,NOUN,2,circuit,circle|circuit|circumference|electric circuit|electrical circuit|lap|racing circuit|tour,electrical device|journey|journeying|path|route|itinerary|boundary line|border|borderline|delimitation|mete|group|grouping|racetrack|racecourse|raceway|track|locomotion|travel
road,road,NOUN,2,road,road|route,way|means|agency
semantic,semantic,ADJ,2,semant,semantic,
word,word,NOUN,2,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
net,net,NOUN,2,net,cyberspace|earnings|internet|lucre|mesh|meshing|meshwork|net|net income|net profit|network|profit|profits,computer network|trap|income|goal|game equipment|fabric|cloth|material|textile
recipe,recipe,NOUN,2,recip,formula|recipe,direction|instruction
exception,exception,NOUN,3,except,elision|exception|exclusion,omission|example|illustration|instance|representative|objection
networks,network,NOUN,3,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
represented,represent,VERB,3,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose
as,as,ADV,3,a,as|equally|every bit,
graphs,graph,NOUN,3,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol
include,include,VERB,3,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance
wide,wide,ADV,3,wide,astray|wide|widely,NA
variety,variety,NOUN,3,varieti,assortment|change|diverseness|diversity|form|kind|miscellanea|miscellany|mixed bag|mixture|motley|multifariousness|potpourri|salmagundi|smorgasbord|sort|variety|variety show,collection|aggregation|accumulation|assemblage|heterogeneity|heterogeneousness|taxonomic group|taxonomic category|taxon|show|category|difference
subgraphs,subgraph,NOUN,3,subgraph,,NA
fundamental,fundamental,ADJ,4,fundament,cardinal|central|fundamental|key|primal|profound|rudimentary|underlying,
property,property,NOUN,4,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object
networks,network,NOUN,4,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
so,so,ADV,4,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA
called,call,VERB,4,call,address|anticipate|be known as|bid|call|call in|call off|call up|cry|forebode|foretell|holler|hollo|know as|name|phone|predict|prognosticate|promise|ring|scream|send for|shout|shout out|squall|telephone|visit|yell,label|telecommunicate|utter|emit|let out|let loose|order|tell|enjoin|say|meet|get together|request|ask for|bespeak|call for|quest|read|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|address|turn to|stop|stop over|demand|exact|play|indicate|guess|venture|pretend|hazard|ask|require|expect|challenge|dispute|gainsay|declare|adjudge|hold|entice|lure|tempt|see|consider|reckon|view|regard|awaken|wake|waken|rouse|wake up|arouse
network,network,NOUN,4,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
motifs,motif,NOUN,4,motif,motif|motive|theme,design|pattern|figure|theme|melodic theme|musical theme|idea|thought
introduced,introduce,VERB,4,introduc,acquaint|bring in|bring out|enclose|enter|inaugurate|inclose|infix|innovate|insert|introduce|precede|preface|premise|present|put in|stick in|usher in,inform|initiate|pioneer|put|set|place|pose|position|lay|establish|give|attach|introduce|present|acquaint|project|propose|state|say|tell|begin|lead off|start|commence
represent,represent,VERB,5,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose
recurrent,recurrent,ADJ,5,recurr,perennial|recurrent|repeated,
statistically,statistically,ADV,5,statist,statistically,
significant,significant,ADJ,5,signific,important|meaning(a)|pregnant|significant|substantial,
subgraphs,subgraph,NOUN,5,subgraph,,NA
patterns,pattern,NOUN,5,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording
complex,complex,NOUN,5,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
networks,network,NOUN,5,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
fact,fact,NOUN,6,fact,fact,information|info|reality|realness|realism|concept|conception|construct
motifs,motif,NOUN,6,motif,motif|motive|theme,design|pattern|figure|theme|melodic theme|musical theme|idea|thought
repeat,repeat,VERB,6,repeat,double|duplicate|echo|ingeminate|iterate|recapitulate|recur|reduplicate|reiterate|repeat|replicate|reprise|reprize|restate|retell|take over,tell|reproduce|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|utter|emit|let out|let loose|act|move|play|spiel
specific,specific,ADJ,6,specif,specific,
networks,network,NOUN,6,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
even,even,ADV,6,even,even|still|yet,NA
various,various,ADJ,6,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,
highly,highly,ADV,6,highli,extremely|highly,NA
correlated,correlate,ADJ,6,correl,correlate|correlated|correlative,
concepts,concept,NOUN,6,concept,concept|conception|construct,idea|thought
theory,theory,NOUN,6,theori,hypothesis|possibility|theory,explanation|concept|conception|construct|belief
subgraphs,subgraph,NOUN,7,subgraph,,NA
defined,define,VERB,7,defin,define|delimit|delimitate|delineate|determine|fix|limit|set|specify,be|specify|set|determine|define|fix|limit|characterize|characterise|show|choose|take|select|pick out
particular,particular,ADJ,7,particular,especial(a)|exceptional|finical|finicky|fussy|particular|particular(a)|peculiar(a)|picky|special|special(a),
pattern,pattern,NOUN,7,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording
interactions,interaction,NOUN,7,interact,fundamental interaction|interaction,action|physical phenomenon
graph,graph,NOUN,7,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol
nodes,node,NOUN,7,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
reflect,reflect,VERB,7,reflect,chew over|contemplate|excogitate|meditate|mull|mull over|muse|ponder|reflect|reverberate|ruminate|shine|speculate|think over,indicate|point|designate|show|think|cogitate|cerebrate|emit|give out|give off|attest|certify|manifest|demonstrate|evidence
framework,framework,NOUN,7,framework,fabric|frame|framework|model|theoretical account,hypothesis|possibility|theory|structure|supporting structure
functions,function,NOUN,7,function,affair|function|map|mapping|mathematical function|occasion|office|part|procedure|purpose|role|routine|single-valued function|social function|social occasion|subprogram|subroutine|use,mathematical relation|utility|usefulness|duty|relation|social gathering|social affair|social event|software|software program|computer software|software system|software package|package
achieved,achieve,VERB,7,achiev,accomplish|achieve|attain|reach,succeed|win|come through|bring home the bacon|deliver the goods
efficiently,efficiently,ADV,7,effici,efficiently|expeditiously,
motifs,motif,NOUN,8,motif,motif|motive|theme,design|pattern|figure|theme|melodic theme|musical theme|idea|thought
considered,consider,VERB,8,consid,believe|conceive|consider|count|deal|debate|deliberate|look at|moot|reckon|regard|see|study|take|think|turn over|view|weigh,think|believe|consider|conceive|chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|think about|hash out|discuss|talk over|evaluate|pass judgment|judge|look|analyze|analyse|study|examine|canvass|see|reckon|view|regard
have,have,VERB,8,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
notable,notable,ADJ,8,notabl,celebrated|famed|famous|far-famed|illustrious|notable|noted|noteworthy|remarkable|renowned,
today,today,NOUN,8,todai,today,present|nowadays|day|twenty-four hours|twenty-four hour period|24-hour interval|solar day|mean solar day
reflect,reflect,VERB,8,reflect,chew over|contemplate|excogitate|meditate|mull|mull over|muse|ponder|reflect|reverberate|ruminate|shine|speculate|think over,indicate|point|designate|show|think|cogitate|cerebrate|emit|give out|give off|attest|certify|manifest|demonstrate|evidence
underlying,underly,ADJ,8,underli,,NA
functional,functional,ADJ,8,function,functional|operable|operational|operative|running(a)|usable|useable|working(a),
properties,property,NOUN,8,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object
light,light,NOUN,9,light,brightness|brightness level|Christ Within|igniter|ignitor|illumination|Inner Light|light|Light|light source|Light Within|lighter|lighting|lightness|luminance|luminosity|luminousness|spark|sparkle|twinkle|visible light|visible radiation,actinic radiation|actinic ray|source of illumination|position|view|perspective|physical property|scene|condition|status|visual property|friend|illumination|insight|brainstorm|brainwave|vitality|verve|expression|look|aspect|facial expression|face|public knowledge|general knowledge|ethical motive|ethics|morals|morality|visual signal|device
ability,ability,NOUN,9,abil,ability|power,quality|cognition|knowledge|noesis
uncover,uncover,NOUN,9,uncov,,NA
structural,structural,ADJ,9,structur,geomorphologic|geomorphological|morphologic|morphological|structural,
design,design,NOUN,9,design,aim|blueprint|conception|design|designing|excogitation|figure|innovation|intent|intention|invention|pattern|plan|purpose,creating by mental acts|arrangement|organization|organisation|system|plan|program|programme|decoration|ornament|ornamentation|goal|end|sketch|study|creativity|creativeness|creative thinking
principles,principles,NOUN,9,principl,,NA
complex,complex,NOUN,9,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
networks,network,NOUN,9,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
motifs,motif,NOUN,9,motif,motif|motive|theme,design|pattern|figure|theme|melodic theme|musical theme|idea|thought
have,have,VERB,9,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
slowly,slowly,ADV,9,slowli,easy|lento|slow|slowly|tardily,
