token,lemma,upos,clique,stem,synonyms,hypernyms
gene,gene,NOUN,1,gene,cistron|factor|gene,sequence
regulatory,regulatory,ADJ,1,regulatori,regulative|regulatory,
networks,network,NOUN,1,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
essential,essential,ADJ,1,essenti,all important(p)|all-important(a)|crucial|essential|indispensable|of the essence(p)|substantive,
many,many,ADJ,1,mani,many,
cellular,cellular,ADJ,1,cellular,cellular,
processes,processis,NOUN,1,processi,,NA
including,include,VERB,1,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance
metabolism,metabolism,NOUN,1,metabol,metabolic process|metabolism|metamorphosis,organic process|biological process|organic process|biological process
signal,signal,NOUN,1,signal,sign|signal|signaling,communication|incitement|incitation|provocation|electricity|electrical energy|power
transduction,transduction,NOUN,1,transduct,transduction,organic process|biological process|natural process|natural action|action|activity
development,development,NOUN,1,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
cell,cell,NOUN,1,cell,cadre|cell|cellphone|cellular phone|cellular telephone|cubicle|electric cell|jail cell|mobile phone|prison cell,compartment|living thing|animate thing|electrical device|political unit|political entity|radiotelephone|radiophone|wireless telephone|room
fate,fate,NOUN,1,fate,circumstances|destiny|fate|fortune|lot|luck|portion,happening|occurrence|occurrent|natural event|causal agent|cause|causal agency|condition
transcriptional,transcriptional,ADJ,2,transcript,,NA
level,level,NOUN,2,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction
regulation,regulation,NOUN,2,regul,ordinance|regularisation|regularization|regulating|regulation|rule,rule|prescript|concept|conception|construct|dominance|ascendance|ascendence|ascendancy|ascendency|control|organic process|biological process
genes,gene,NOUN,2,gene,cistron|factor|gene,sequence
orchestrated,orchestrate,ADJ,2,orchestr,,NA
concerted,concert,ADJ,2,concert,,NA
action,action,NOUN,2,action,action|action at law|action mechanism|activeness|activity|legal action|military action|natural action|natural process,act|deed|human action|human activity|state|group action|process|physical process|plot|drive|mechanism|proceeding|legal proceeding|proceedings|work
transcription,transcription,NOUN,2,transcript,arrangement|arranging|recording|transcription|written text,written communication|written language|black and white|organic process|biological process|recording|composing|composition|creating from raw materials
factors,factor,NOUN,2,factor,agent|broker|cistron|component|constituent|divisor|element|factor|gene|ingredient,cause|part|section|division|integer|whole number|businessperson|bourgeois|number|independent variable|experimental variable|sequence
tfs,tf,NOUN,2,tf,,NA
histone,histone,NOUN,2,histon,histone,simple protein
modifiers,modifier,NOUN,2,modifi,changer|modifier|modifier gene|qualifier,content word|open-class word|moderator|person|individual|someone|somebody|mortal|soul|gene|cistron|factor
distal,distal,ADJ,2,distal,distal,
cis,cis,NOUN,2,ci,CIS|Commonwealth of Independent States,world organization|world organisation|international organization|international organisation|global organization
regulatory,regulatory,ADJ,2,regulatori,regulative|regulatory,
elements,element,NOUN,2,element,chemical element|component|constituent|element|factor|ingredient,part|section|division|portion|substance|environment|environs|surroundings|surround|situation|state of affairs|straight line
finely,finely,ADV,2,fine,delicately|exquisitely|fine|finely,
tune,tune,NOUN,2,tune,air|line|melodic line|melodic phrase|melody|strain|tune,music|pitch|alteration|modification|adjustment
modulate,modulate,NOUN,2,modul,,NA
expression,expression,NOUN,2,express,aspect|construction|expression|face|facial expression|formula|formulation|grammatical construction|locution|look|manifestation|reflection|reflexion|saying|verbal expression|verbalism,countenance|visage|demonstration|demo|communication|communicating|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|expressive style|style|mathematical statement|organic process|biological process|constituent|grammatical constituent|squeeze|squeezing
sequence,sequence,NOUN,3,sequenc,chronological sequence|chronological succession|episode|sequence|succession|successiveness,series|temporal arrangement|temporal order|film|photographic film|order|ordering|repeat|repetition
specific,specific,ADJ,3,specif,specific,
tfs,tf,NOUN,3,tf,,NA
play,play,VERB,3,plai,act|act as|bet|bring|dally|diddle|encounter|fiddle|flirt|make for|meet|play|playact|recreate|represent|roleplay|run|spiel|take on|toy|trifle|wager|work|wreak,NA
key,key,ADJ,3,kei,cardinal|central|fundamental|key|primal,
role,role,NOUN,3,role,character|function|office|part|persona|purpose|role|theatrical role|use,duty|portrayal|characterization|enactment|personation|utility|usefulness|activity
regulating,regula,VERB,3,regula,,NA
gene,gene,NOUN,3,gene,cistron|factor|gene,sequence
transcription,transcription,NOUN,3,transcript,arrangement|arranging|recording|transcription|written text,written communication|written language|black and white|organic process|biological process|recording|composing|composition|creating from raw materials
transcriptional,transcriptional,ADJ,3,transcript,,NA
level,level,NOUN,3,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction
specific,specific,ADJ,4,specif,specific,
dna,dna,NOUN,4,dna,deoxyribonucleic acid|desoxyribonucleic acid|DNA,polymer
motifs,motif,NOUN,4,motif,motif|motive|theme,design|pattern|figure|theme|melodic theme|musical theme|idea|thought
regulate,regulate,VERB,4,regul,baffle|determine|govern|influence|modulate|mold|order|regularise|regularize|regulate|shape,adjust|set|correct|decide|make up one's mind|determine|cause|do|make|restrain|keep|keep back|hold back
promoter,promoter,NOUN,4,promot,booster|impresario|plugger|promoter|showman,advertiser|advertizer|adman|booker|booking agent
activity,activity,NOUN,4,activ,action|activeness|activity|bodily function|bodily process|body process|natural action|natural process,act|deed|human action|human activity|state|organic process|biological process|capability|capacity|process|physical process|trait
enhance,enhance,NOUN,4,enhanc,,NA
activate,activate,NOUN,4,activ,,NA
repress,repress,NOUN,4,repress,,NA
inhibit,inhibit,NOUN,4,inhibit,,NA
expression,expression,NOUN,4,express,aspect|construction|expression|face|facial expression|formula|formulation|grammatical construction|locution|look|manifestation|reflection|reflexion|saying|verbal expression|verbalism,countenance|visage|demonstration|demo|communication|communicating|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|expressive style|style|mathematical statement|organic process|biological process|constituent|grammatical constituent|squeeze|squeezing
genes,gene,NOUN,4,gene,cistron|factor|gene,sequence
deciphering,decipher,VERB,5,deciph,decipher|decode|decrypt|trace,rewrite|read
transcriptional,transcriptional,ADJ,5,transcript,,NA
regulatory,regulatory,ADJ,5,regulatori,regulative|regulatory,
networks,network,NOUN,5,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
crucial,crucial,ADJ,5,crucial,all important(p)|all-important(a)|crucial|essential|important|of the essence(p),
understanding,understand,NOUN,5,understand,,NA
cellular,cellular,ADJ,5,cellular,cellular,
