token,lemma,upos,clique,stem,synonyms,hypernyms
artificial,artificial,ADJ,1,artifici,artificial|contrived|hokey|stilted|unreal,
intelligence,intelligence,NOUN,1,intellig,intelligence|intelligence activity|intelligence agency|intelligence information|intelligence operation|intelligence service|news|tidings|word,ability|power|administrative unit|administrative body|information|info|information gathering
has,have,VERB,1,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
become,become,VERB,1,becom,become|get|go|suit|turn,change state|turn|transform|transmute|metamorphose|fancify|beautify|embellish|prettify
hot,hot,ADJ,1,hot,blistering|hot|live|raging|red-hot|spicy,
recent,recent,ADJ,1,recent,late(a)|recent,
years,year,NOUN,1,year,class|twelvemonth|year|yr,time period|period of time|period|gathering|assemblage
expected,expect,VERB,1,expect,anticipate|ask|await|bear|carry|expect|gestate|have a bun in the oven|look|require|wait,evaluate|pass judgment|judge|demand|see|consider|reckon|view|regard|expect|look|await|wait|give birth|deliver|bear|birth|have
usher,usher,ADJ,1,usher,,NA
fourth,fourth,ADV,1,fourth,fourth|fourthly,
digital,digital,ADJ,1,digit,digital,
revolution,revolution,NOUN,1,revolut,gyration|revolution|rotation,change|alteration|modification|group action|turning|turn
mankind,mankind,NOUN,1,mankind,human beings|human race|humanity|humankind|humans|man|mankind|world,homo|man|human being|human|group|grouping
signaling,signal,VERB,2,signal,bespeak|betoken|indicate|point|sign|signal|signalise|signalize,communicate|intercommunicate|tell
tremendous,tremendous,ADJ,2,tremend,awful|enormous|fantastic|frightful|grand|howling(a)|marvellous|marvelous|rattling(a)|terrible|terrific|tremendous|wonderful|wondrous,
power,power,NOUN,2,power,ability|baron|big businessman|business leader|electrical energy|electricity|exponent|force|great power|index|king|magnate|major power|might|mightiness|mogul|office|power|powerfulness|superpower|top executive|tycoon|world power,quality|physical phenomenon|cognition|knowledge|noesis|state|causal agent|cause|causal agency|mathematical notation|strength|nation|country|land|commonwealth|res publica|body politic|energy|free energy|businessman|man of affairs
societal,societal,ADJ,2,societ,social|societal,
change,change,NOUN,2,chang,alteration|change|modification|variety,happening|occurrence|occurrent|natural event|relation|action|consequence|effect|outcome|result|event|issue|upshot|cash|hard cash|hard currency|thing|clothing|article of clothing|vesture|wear|wearable|habiliment|coin|difference
has,have,VERB,2,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
aroused,arouse,VERB,2,arous,arouse|awake|awaken|brace|bring up|call down|call forth|come alive|conjure|conjure up|elicit|energise|energize|enkindle|evoke|excite|fire|invoke|kindle|perk up|provoke|put forward|raise|rouse|sex|stimulate|stir|turn on|wake|wake up|waken|wind up,make|create|change state|turn|call up|summon|affect|change|alter|modify|move|stimulate|shake|shake up|excite|stir
interests,interest,NOUN,2,interest,interest|interest group|interestingness|involvement|pastime|pursuit|sake|stake,curiosity|wonder|benefit|welfare|power|powerfulness|fixed charge|fixed cost|fixed costs|share|portion|part|percentage|social group|diversion|recreation
concerns,concerns,NOUN,2,concern,,NA
various,various,ADJ,2,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,
sectors,sector,NOUN,2,sector,sector|sphere,plane figure|two-dimensional figure|social group|aspect|facet|computer memory unit|tract|piece of land|piece of ground|parcel of land|parcel|measuring instrument|measuring system|measuring device
society,society,NOUN,2,societi,beau monde|bon ton|club|companionship|company|fellowship|gild|guild|high society|lodge|order|smart set|social club|society,social group|association|friendship|friendly relationship|elite|elite group
including,include,VERB,2,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance
scientists,scientist,NOUN,2,scientist,scientist,person|individual|someone|somebody|mortal|soul
