token,lemma,upos,clique,stem,synonyms,hypernyms
most,most,ADJ,1,most,most(a),
biological,biological,ADJ,1,biolog,biologic|biological|natural,
regulation,regulation,NOUN,1,regul,ordinance|regularisation|regularization|regulating|regulation|rule,rule|prescript|concept|conception|construct|dominance|ascendance|ascendence|ascendancy|ascendency|control|organic process|biological process
systems,systems,NOUN,1,system,,NA
described,describe,VERB,1,describ,account|delineate|depict|describe|discover|distinguish|draw|identify|key|key out|line|name|report|trace,set forth|expound|exposit|inform|mark
terms,term,NOUN,1,term,condition|full term|strings|term|terminal figure|terminus,word|time period|period of time|period|statement|quantity|constituent|grammatical constituent|point|point in time|statue
networks,network,NOUN,1,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
networks,network,NOUN,2,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
semantically,semantically,ADV,2,semant,semantically,
biologically,biologically,ADV,2,biolog,biologically,
relevant,relevant,ADJ,2,relev,relevant,
information,information,NOUN,2,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
resides,reside,NOUN,2,resid,,NA
interaction,interaction,NOUN,2,interact,fundamental interaction|interaction,action|physical phenomenon
constituting,constitut,VERB,2,constitut,,NA
elements,element,NOUN,2,element,chemical element|component|constituent|element|factor|ingredient,part|section|division|portion|substance|environment|environs|surroundings|surround|situation|state of affairs|straight line
seminal,seminal,ADJ,2,semin,germinal|originative|seminal,
examples,example,NOUN,2,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson
include,include,VERB,2,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance
protein,protein,NOUN,2,protein,protein,macromolecule|supermolecule
contact,contact,NOUN,2,contact,contact|contact lens|impinging|inter-group communication|liaison|link|middleman|physical contact|striking|tangency|touch,interaction|touch|touching|connection|link|connectedness|happening|occurrence|occurrent|natural event|representative|channel|communication channel|line|junction|conjunction|communication|communicating|lens|lense|lens system
di,di,NOUN,2,di,,NA
paola,paola,NOUN,2,paola,,NA
krishnan,krishnan,NOUN,2,krishnan,,NA
jeong,jeong,NOUN,2,jeong,,NA
wuchty,wuchty,NOUN,2,wuchti,,NA
solving,solve,NOUN,3,solv,,NA
pattern,pattern,NOUN,3,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording
recognition,recognition,NOUN,3,recognit,acknowledgement|acknowledgment|credit|identification|realisation|realization|recognition,acceptance|memory|remembering|approval|commendation|understanding|apprehension|discernment|savvy|organic phenomenon|diplomacy|diplomatic negotiations|credence|appointment|assignment|designation|naming
problems,problem,NOUN,3,problem,job|problem|trouble,difficulty|question|head
structured,structure,VERB,3,structur,structure,organize|organise|coordinate
domains,domain,NOUN,3,domain,area|arena|demesne|domain|domain of a function|field|knowledge base|knowledge domain|land|orbit|sphere|world,environment|region|set|class|stratum|social class|socio-economic class|content|cognitive content|mental object
such,such,ADJ,3,such,such(a),
as,as,ADV,3,a,as|equally|every bit,
graphs,graph,NOUN,3,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol
sequences,sequence,NOUN,3,sequenc,chronological sequence|chronological succession|episode|sequence|succession|successiveness,series|temporal arrangement|temporal order|film|photographic film|order|ordering|repeat|repetition
poses,posis,NOUN,3,posi,,NA
specific,specific,ADJ,3,specif,specific,
challenges,challenge,NOUN,3,challeng,challenge,situation|state of affairs|speech act|questioning|inquiring|objection|demand
indeed,indeed,ADV,4,inde,indeed|so,NA
many,many,ADJ,4,mani,many,
structured,structure,VERB,4,structur,structure,organize|organise|coordinate
domains,domain,NOUN,4,domain,area|arena|demesne|domain|domain of a function|field|knowledge base|knowledge domain|land|orbit|sphere|world,environment|region|set|class|stratum|social class|socio-economic class|content|cognitive content|mental object
nature,nature,NOUN,4,natur,nature,quality|causal agent|cause|causal agency|universe|existence|creation|world|cosmos|macrocosm|trait|type
patterns,pattern,NOUN,4,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording
lack,lack,NOUN,4,lack,deficiency|lack|want,need|demand
geometrical,geometrical,ADJ,4,geometr,geometric|geometrical,
interpretation,interpretation,NOUN,4,interpret,interpretation|interpreting|reading|rendering|rendition|version,representation|mental representation|internal representation|performance|explanation|account
livi,livi,NOUN,4,livi,,NA
sadeghian,sadeghian,ADJ,4,sadeghian,,NA
brief,brief,ADJ,5,brief,abbreviated|brief,
input,input,NOUN,5,input,comment|input|input signal|remark|stimulant|stimulation|stimulus,signal|signaling|sign|statement|information|component|constituent|element
space,space,NOUN,5,space,blank|blank space|distance|infinite|outer space|place|quad|space,attribute|amorphous shape|location|area|country|space|infinite|character|graph|grapheme|graphic symbol|time interval|interval|expanse|surface area|type
said,say,VERB,5,sai,allege|articulate|aver|enjoin|enounce|enunciate|order|pronounce|read|say|sound out|state|suppose|tell,express|verbalize|verbalise|utter|give tongue to|assert|asseverate|maintain|speculate|have|feature|request|convey|recite|read|register|show|record
pairwise,pairwise,NOUN,5,pairwis,,NA
dissimilarities,dissimilarity,NOUN,5,dissimilar,dissimilarity|unsimilarity,difference
patterns,pattern,NOUN,5,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording
lying,lie,VERB,5,lie,consist|dwell|lie|lie down|lie in|rest,be|exist|misinform|mislead|change posture
such,such,ADJ,5,such,such(a),
do,do,VERB,5,do,act|answer|arrange|behave|cause|coif|coiffe|coiffure|come|do|dress|execute|exercise|fare|get along|make|make out|manage|perform|practice|practise|serve|set|suffice,NA
satisfy,satisfy,VERB,5,satisfi,conform to|fill|fit|fulfil|fulfill|gratify|live up to|meet|satisfy,fit|conform to|meet|satisfy|fill|fulfill|fulfil|provide|supply|ply|cater
properties,property,NOUN,5,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object
pękalska,pękalska,NOUN,5,pękalska,,NA
duin,duin,NOUN,5,duin,,NA
namely,namely,ADV,5,name,namely|that is to say|to wit|videlicet|viz.,NA
negativity,negativity,NOUN,5,neg,electronegativity|negativeness|negativism|negativity,polarity|sign|quality|amount|tendency|inclination
identity,identity,NOUN,5,ident,identicalness|identity|identity element|identity operator|indistinguishability|individuality|personal identity,personality|recognition|identification|operator|sameness
symmetry,symmetry,NOUN,5,symmetri,balance|correspondence|isotropy|proportion|symmetricalness|symmetry,spatial property|spatiality|balance|equilibrium|equipoise|counterbalance|property
triangle,triangle,NOUN,5,triangl,triangle|Triangle|Triangulum|trigon|trilateral,polygon|polygonal shape|shape|form|drafting instrument|percussion instrument|percussive instrument
inequality,inequality,NOUN,5,inequ,inequality,difference
literature,literature,NOUN,6,literatur,lit|literature,writing|written material|piece of writing|literary study|profession
several,several,ADJ,6,sever,respective(a)|several(a)|several(p)|various(a),
main,main,ADJ,6,main,chief(a)|independent|main(a)|master(a)|primary(a)|principal(a),
strategies,strategy,NOUN,6,strategi,scheme|strategy,plan of action|military science
found,find,VERB,6,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow
order,order,NOUN,6,order,club|decree|edict|fiat|gild|guild|Holy Order|lodge|monastic order|order|Order|order of magnitude|ordering|orderliness|ordination|parliamentary law|parliamentary procedure|purchase order|rescript|rules of order|social club|society,command|bid|bidding|dictation|magnitude|state|arrangement|condition|status|act|enactment|commercial document|commercial instrument|association|rule|prescript|position|sect|religious sect|religious order|taxonomic group|taxonomic category|taxon|request|asking|artistic style|idiom|organization|organisation
deal,deal,NOUN,6,deal,bargain|batch|business deal|deal|flock|good deal|great deal|hand|hatful|heap|lot|mass|mess|mickle|mint|mountain|muckle|passel|peck|pile|plenty|pot|quite a little|raft|sight|slew|softwood|spate|stack|tidy sum|trade|wad,transaction|dealing|dealings|agreement|understanding|large indefinite quantity|large indefinite amount|board|plank|wood|collection|aggregation|accumulation|assemblage|result|resultant|final result|outcome|termination|distribution|allotment|apportionment|apportioning|allocation|parceling|parcelling|assignation
such,such,ADJ,6,such,such(a),
problems,problem,NOUN,6,problem,job|problem|trouble,difficulty|question|head
including,include,VERB,6,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance
feature,feature,NOUN,6,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
generation,generation,NOUN,6,gener,coevals|contemporaries|generation|genesis|multiplication|propagation,people|biological group|time period|period of time|period|phase|stage|beginning|production|reproduction|procreation|breeding|facts of life
engineering,engineer,NOUN,6,engin,applied scientist|engine driver|engineer|locomotive engineer|railroad engineer|technologist,person|individual|someone|somebody|mortal|soul|operator|manipulator
