token,lemma,upos,clique,stem,synonyms,hypernyms
development,development,NOUN,1,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
information,information,NOUN,1,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
technology,technology,NOUN,1,technologi,applied science|engineering|engineering science|technology,application|practical application|discipline|subject|subject area|subject field|field|field of study|study|bailiwick|machinery|equipment
people,people,NOUN,1,peopl,citizenry|hoi polloi|mass|masses|multitude|people|the great unwashed,group|grouping|family|family line|folk|kinfolk|kinsfolk|sept|phratry
present,present,ADJ,1,present,present|present(a),
enjoy,enjoy,VERB,1,enjoi,bask|delight|enjoy|love|relish|revel|savor|savour,use|utilize|utilise|apply|employ|like|experience|see|go through
convenience,convenience,NOUN,1,conveni,appliance|comfort station|contraption|contrivance|convenience|gadget|gismo|gizmo|public convenience|public lavatory|public toilet|restroom|toilet facility|wash room|widget,comfort|comfortableness|suitability|suitableness|toilet|lavatory|lav|can|john|privy|bathroom|facility|device
network,network,NOUN,1,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
number,number,NOUN,2,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
scale,scale,NOUN,2,scale,exfoliation|graduated table|musical scale|ordered series|plate|scale|scale leaf|scale of measurement|scurf|shell|weighing machine,standard|criterion|measure|touchstone|magnitude relation|quantitative relation|proportion|leaf|leafage|foliage|bit|chip|flake|fleck|scrap|musical notation|measuring instrument|measuring system|measuring device|indicator|shield|covering|natural covering|cover
security,security,NOUN,2,secur,certificate|protection|security|security department|security measure|security measures|security system|surety,safety|assets|fearlessness|bravery|legal document|legal instrument|official document|instrument|transferred property|transferred possession|department|section|guarantee|warrant|warrantee|warranty|electrical device|precaution|safeguard|guard
threats,threats,NOUN,2,threat,,NA
