token,lemma,upos,clique,stem,synonyms,hypernyms
recent,recent,ADJ,1,recent,late(a)|recent,
years,year,NOUN,1,year,class|twelvemonth|year|yr,time period|period of time|period|gathering|assemblage
germany,germany,NOUN,1,germani,Deutschland|Federal Republic of Germany|FRG|Germany,
industry,industry,NOUN,1,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose
china,china,NOUN,1,china,Cathay|china|China|chinaware|Communist China|mainland China|Nationalist China|People's Republic of China|PRC|Red China|Republic of China|Taiwan,porcelain|crockery|dishware
manufacturing,manufacture,NOUN,1,manufactur,fabrication|industry|manufacture|manufacturing,commercial enterprise|business enterprise|business|creating from raw materials
america,america,NOUN,1,america,America|the States|U.S.|U.S.A.|United States|United States of America|US|USA,
internet,internet,NOUN,1,internet,cyberspace|internet|net,computer network
as,as,ADV,1,a,as|equally|every bit,
representative,representative,ADJ,1,repres,representative,
upgrading,upgrading,NOUN,1,upgrad,,NA
plans,plan,NOUN,1,plan,architectural plan|design|plan|program|programme,idea|thought|arrangement|organization|organisation|system|drawing
has,have,VERB,1,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
increasingly,increasingly,ADV,1,increasingli,increasingly|more and more|progressively,
popular,popular,ADJ,1,popular,democratic|pop|popular,
academia,academia,NOUN,1,academia,academe|academia,world|domain
intelligent,intelligent,NOUN,1,intellig,,NA
become,become,VERB,1,becom,become|get|go|suit|turn,change state|turn|transform|transmute|metamorphose|fancify|beautify|embellish|prettify
advanced,advance,ADJ,1,advanc,advance(a)|advanced(a)|beforehand(p)|in advance(p),
modes,mode,NOUN,1,mode,fashion|manner|modal value|modality|mode|mood|musical mode|style|way,property|condition|status|logical relation|grammatical relation|diatonic scale|average|norm
developed,develop,VERB,1,develop,acquire|arise|break|build up|develop|educate|evolve|explicate|formulate|germinate|get|grow|make grow|modernise|modernize|originate|prepare|produce|recrudesce|rise|spring up|train|uprise,create|create by mental act|create mentally|change|become|better|improve|amend|ameliorate|meliorate|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose|teach|learn|instruct|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|grow|alter|modify|generate|bring forth|superimpose|superpose|lay over|play|complicate|refine|rarify|elaborate|expand
countries,country,NOUN,1,countri,area|body politic|commonwealth|country|land|nation|res publica|rural area|state,political unit|political entity|administrative district|administrative division|territorial division|people|geographical area|geographic area|geographical region|geographic region|region
world,world,NOUN,1,world,cosmos|creation|domain|earth|Earth|earthly concern|existence|globe|human beings|human race|humanity|humankind|humans|macrocosm|man|mankind|populace|public|reality|universe|world|worldly concern,natural object|class|stratum|social class|socio-economic class|experience|people|part|piece|concern|homo|man|human being|human|group|grouping
yanhong,yanhong,NOUN,1,yanhong,,NA
baicun,baicun,NOUN,1,baicun,,NA
purpose,purpose,VERB,2,purpos,aim|propose|purport|purpose|resolve,intend|mean|think|decide|make up one's mind|determine
intelligent,intelligent,NOUN,2,intellig,,NA
manufacturing,manufacture,NOUN,2,manufactur,fabrication|industry|manufacture|manufacturing,commercial enterprise|business enterprise|business|creating from raw materials
transform,transform,NOUN,2,transform,,NA
data,data,NOUN,2,data,data|information,collection|aggregation|accumulation|assemblage
acquired,acquire,VERB,2,acquir,acquire|adopt|assume|develop|evolve|gain|get|grow|larn|learn|produce|take|take on|win,change|situate|locate|get|acquire
product,product,NOUN,2,product,Cartesian product|intersection|mathematical product|merchandise|product|production|ware,commodity|trade good|good|creation|quantity|chemical|chemical substance|consequence|effect|outcome|result|event|issue|upshot|set
life,life,NOUN,2,life,aliveness|animation|biography|life|life history|life sentence|life story|life-time|lifespan|lifetime|liveliness|living|spirit|sprightliness,being|beingness|existence|face of the earth|experience|time period|period of time|period|person|individual|someone|somebody|mortal|soul|animation|spiritedness|invigoration|brio|vivification|living thing|animate thing|organic phenomenon|history|account|chronicle|story|motivation|motive|need|prison term|sentence|time
