token,lemma,upos,clique,stem,synonyms,hypernyms
huge,huge,ADJ,1,huge,Brobdingnagian|huge|immense|vast,
number,number,NOUN,1,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
text,text,NOUN,1,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
documents,document,NOUN,1,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
available,available,ADJ,1,avail,available|uncommitted|usable|useable,
nowadays,nowadays,ADV,1,nowadai,now|nowadays|today,NA
internet,internet,NOUN,1,internet,cyberspace|internet|net,computer network
example,example,NOUN,1,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson
e,e,NOUN,1,e,atomic number 99|due east|e|E|east|eastward|einsteinium|Es|tocopherol|vitamin E,fat-soluble vitamin|antioxidant|metallic element|metal|cardinal compass point|transcendental number|letter|letter of the alphabet|alphabetic character
newspaper,newspaper,NOUN,1,newspap,newspaper|newspaper publisher|newsprint|paper,press|public press|publisher|publishing house|publishing firm|publishing company|product|production|paper
digital,digital,ADJ,1,digit,digital,
encyclopedia,encyclopedia,NOUN,1,encyclopedia,cyclopaedia|cyclopedia|encyclopaedia|encyclopedia,reference book|reference|reference work|book of facts
blogs,blog,NOUN,1,blog,blog|web log,diary|journal
automated,automate,ADJ,2,autom,,NA
systems,systems,NOUN,2,system,,NA
retrieve,retrieve,VERB,2,retriev,call back|call up|find|recall|recollect|recover|regain|remember|retrieve|think,get|acquire|bring|convey|fetch
summarize,summarize,NOUN,2,summar,,NA
index,index,NOUN,2,index,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger
documents,document,NOUN,2,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
very,very,ADV,2,veri,rattling|real|really|very,NA
important,important,ADJ,2,import,authoritative|crucial|important|of import|significant,
automatic,automatic,ADJ,3,automat,automatic|automatonlike|machinelike|reflex(a)|reflexive|robotic|robotlike,
keyword,keyword,NOUN,3,keyword,,NA
extraction,extraction,NOUN,3,extract,descent|extraction|origin,natural process|natural action|action|activity|ancestry|lineage|derivation|filiation|removal|remotion
process,process,NOUN,3,process,appendage|cognitive operation|cognitive process|mental process|operation|outgrowth|physical process|procedure|process|summons|unconscious process,activity|cognition|knowledge|noesis|writ|judicial writ|body part|physical entity
selecting,select,VERB,3,select,choose|pick out|select|take,decide|make up one's mind|determine
words,word,NOUN,3,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
best,best,ADJ,3,best,best|best(p)|better(p),
represent,represent,VERB,3,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose
text,text,NOUN,3,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
content,content,NOUN,3,content,capacity|cognitive content|content|contentedness|contents|depicted object|mental object|message|subject|subject matter|substance,collection|aggregation|accumulation|assemblage|communication|proportion|volume|cognition|knowledge|noesis|acceptance|thing
ng,ng,NOUN,3,ng,nanogram|ng,metric weight unit|weight unit
very,very,ADV,4,veri,rattling|real|really|very,NA
useful,useful,ADJ,4,us,useful|utile|utilitarian,
organizing,organize,VERB,4,organ,coordinate|devise|direct|engineer|form|get up|machinate|mastermind|orchestrate|organise|organize|prepare|unionise|unionize,make|create|manage|deal|care|handle|plan|arrange|set up|initiate|pioneer|join|fall in|get together
documents,document,NOUN,4,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file
need,need,VERB,4,need,ask|call for|demand|involve|necessitate|need|postulate|require|take|want,NA
human,human,ADJ,4,human,human,
annotators,annotator,NOUN,4,annot,annotator,observer|commentator
since,since,ADV,4,sinc,,NA
