text,clique_id,index,v,e
biomed_1468-6708-3-4-hepple_clean,1,pairwise,0.13032581453634084,0.007190167541316311
biomed_1468-6708-3-4-hepple_clean,2,pairwise,0.10177617957938324,0.0034435969667964126
biomed_1468-6708-3-4-hepple_clean,3,pairwise,0.08875449493298464,0.005418369078341378
biomed_1468-6708-3-4-hepple_clean,4,pairwise,0.024161193497577938,0.004031690160906391
biomed_1468-6708-3-4-hepple_clean,5,pairwise,0.10121598462559561,0.002123278844751244
biomed_1468-6708-3-4-hepple_clean,6,pairwise,0.14862323031659416,0.004657600146407005
biomed_1468-6708-3-4-hepple_clean,7,pairwise,0.11160007041013906,0.013918374367290775
biomed_1468-6708-3-4-hepple_clean,8,pairwise,0.12354180204957033,0.001318283279644694
biomed_1468-6708-3-4-hepple_clean,9,pairwise,0.15916273697798447,0.004799145885545892
biomed_1468-6708-3-4-hepple_clean,10,pairwise,0.17430886889817396,0.0014357756740028208
biomed_1468-6708-3-4-hepple_clean,11,pairwise,0.0894556074220051,0.0029531389919201555
biomed_1468-6708-3-4-hepple_clean,12,pairwise,0.1583324269371481,0.0019569253702380637
biomed_1468-6708-3-4-hepple_clean,13,pairwise,0.12361703928306361,0.007292043276537672
biomed_1468-6708-3-4-hepple_clean,14,pairwise,0.11014079787379304,0.006788043096499998
biomed_1468-6708-3-4-hepple_clean,15,pairwise,0.16054087622319516,0.004633252273589572
biomed_1468-6708-3-4-hepple_clean,16,pairwise,0.14843784691589523,0.005794050321099368
biomed_1468-6708-3-4-hepple_clean,17,pairwise,0.06896751881103745,0.004065941203354874
biomed_1468-6708-3-4-hepple_clean,18,pairwise,0.11609004562154027,0.0030321412702127275
biomed_1468-6708-3-4-hepple_clean,19,pairwise,0.10170810252974034,0.003091060985797828
biomed_1468-6708-3-4-hepple_clean,20,pairwise,0.12984400298632928,0.0026380396349436597
