text,clique,index,v,e,clique_id
S0020025508004520,NA,global,0,0,S0020025508004520_123
S0020025508004520,NA,global,0.05555555555555555,0.011764705882352941,S0020025508004520_135
S0020025508004520,NA,global,0.14285714285714285,0.017857142857142856,S0020025508004520_160
S0020025508004520,NA,global,0,0.008333333333333333,S0020025514004137_38
S0020025508004520,NA,global,0.16666666666666666,0.004761904761904762,S0020025514004137_62
S0020025508004520,NA,global,0,0.0163265306122449,S0020025514004137_69
S0020025508004520,NA,global,0.16666666666666666,0.0037735849056603774,S0020025514004137_73
S0020025508004520,NA,global,0.2857142857142857,0,S0020025514004137_98
S0020025508004520,NA,global,0,0,S0020025514004137_120
S0020025508004520,NA,global,0.023255813953488372,0.002886002886002886,S0020025514009608_28
S0020025508004520,NA,global,0.07692307692307693,0.0030581039755351682,S0020025514009608_328
S0020025508004520,NA,global,0.20833333333333334,0.0013759889920880633,S0020025516310283_27
S0020025508004520,NA,global,0.25,9.25925925925926e-4,S0020025516310283_91
S0020025508004520,NA,global,0.23076923076923078,8.333333333333334e-4,S0020025516310283_147
S0020025508004520,NA,global,0,0,S0020025516310283_168
S0020025508004520,NA,global,0.5625,0.001800720288115246,S0020025518301300_7
S0020025508004520,NA,global,0.5454545454545454,0.00196078431372549,S0020025518301300_50
S0020025508004520,NA,global,0.06666666666666667,0.001948051948051948,S0020025518301300_52
S0020025508004520,NA,global,0.36363636363636365,0.0012315270935960591,S0020025518301300_58
S0020025508004520,NA,global,0.5,0.0015503875968992248,S0020025518301300_75
S0020025508004520,NA,global,0.2727272727272727,0.001388888888888889,S0020025518301300_88
S0020025508004520,NA,global,0.25,0.002355712603062426,S0020025518301300_98
S0020025508004520,NA,global,0.3333333333333333,0.0013440860215053765,S0020025518301300_145
S0020025508004520,NA,global,0.125,0,S0020025518301300_200
S0020025508004520,NA,global,0.6,0.0017543859649122807,S002002551930043X_22
S0020025508004520,NA,global,0.7,0.002157497303128371,S002002551930043X_45
S0020025508004520,NA,global,0.4444444444444444,0.0012422360248447205,S002002551930043X_51
S0020025508004520,NA,global,0.1111111111111111,3.7425149700598805e-4,S002002551930043X_83
S0020025508004520,NA,global,0.23076923076923078,0.0020689655172413794,S002002551930043X_268
S0020025508004520,NA,global,0.6,0.0016666666666666668,S002002551930043X_294
S0020025508004520,NA,global,0,0.0014534883720930232,S0020025520312263_186
S0020025508004520,NA,global,0.5,0,S0020025520312263_215
S0020025508004520,NA,global,0.5357142857142857,6.009615384615385e-4,S0045790617315720_68
S0020025508004520,NA,global,0.2222222222222222,0.0012244897959183673,S0045790617315720_149
S0020025508004520,NA,global,0.36363636363636365,8.003201280512205e-4,S0045790617315720_156
S0020025508004520,NA,global,0.16666666666666666,0.0016216216216216215,S0045790617315720_177
S0020025508004520,NA,global,0.42857142857142855,6.561679790026247e-4,S0045790617315720_190
S0020025508004520,NA,global,0.625,8.635578583765112e-4,S0045790617315720_200
S0020025508004520,NA,global,0.3076923076923077,0.001313370107696349,S0098135412001846_153
S0020025508004520,NA,global,0.4166666666666667,6.568144499178982e-4,S0098135412001846_157
S0020025508004520,NA,global,0.3333333333333333,0.0011210762331838565,S0098135412001846_204
S0020025508004520,NA,global,0.25,7.137758743754461e-4,S0098135412001846_232
S0020025508004520,NA,global,0.2222222222222222,2.9886431560071725e-4,S0098135412001846_236
S0020025508004520,NA,global,0.5625,8.347245409015025e-4,S0098135414000398_50
S0020025508004520,NA,global,0.2631578947368421,0.0012987012987012987,S0098135414000398_116
S0020025508004520,NA,global,0.4444444444444444,0.0011741682974559687,S0098135414000398_290
S0020025508004520,NA,global,0.7142857142857143,9.398496240601503e-4,S0098135414000398_307
S0020025508004520,NA,global,0.5294117647058824,4.6728971962616824e-4,S0098135414000398_311
S0020025508004520,NA,global,0.625,5.995203836930455e-4,S0098135414000398_315
S0020025508004520,NA,global,0.4166666666666667,0.0010131712259371835,S0098135414000398_349
S0020025508004520,NA,global,0.25,8.635578583765112e-4,S0098135414000398_382
S0020025508004520,NA,global,0.4,0.0011435105774728416,S0098135414000398_393
S0020025508004520,NA,global,0.6153846153846154,6.711409395973154e-4,S0098135414000398_415
S0020025508004520,NA,global,0.35714285714285715,3.450655624568668e-4,S0140366410002410_24
S0020025508004520,NA,global,0.2857142857142857,3.02571860816944e-4,S0140366410002410_62
S0020025508004520,NA,global,0,4.975124378109452e-4,S0140366410002410_81
S0020025508004520,NA,global,0.5,8.644536652835408e-4,S0140366415002406_23
S0020025508004520,NA,global,0.6,7.496251874062968e-4,S0140366415002406_115
S0020025508004520,NA,global,0.5,0.0011799410029498525,S0140366415002406_131
S0020025508004520,NA,global,0.9333333333333333,0,S0140366415002406_157
S0020025508004520,NA,global,0.8,0.0014204545454545455,S0140366415002406_174
S0020025508004520,NA,global,0.6666666666666666,0,S0140366415002406_182
S0020025508004520,NA,global,0.25,1.5518311607697082e-4,S0140366415002406_203
S0020025508004520,NA,global,0.5833333333333334,8.108108108108108e-4,S0166361514001456_120
S0020025508004520,NA,global,0.5,5.699088145896656e-4,S0166361514001456_139
S0020025508004520,NA,global,0.9230769230769231,0,S0166361514001456_150
S0020025508004520,NA,global,0.8571428571428571,6.459948320413437e-4,S0166361514001456_166
S0020025508004520,NA,global,0.6923076923076923,5.656108597285068e-4,S0166361519305445_75
S0020025508004520,NA,global,0.5,0,S0166361519305445_99
S0020025508004520,NA,global,0.4782608695652174,6.337135614702154e-4,S0166361519305445_175
S0020025508004520,NA,global,0.8461538461538461,0,S0166361519305445_188
S0020025508004520,NA,global,0.6,4.0306328093510683e-4,S0166361519305445_229
S0020025508004520,NA,global,0.6666666666666666,0,S0166361519305445_240
S0020025508004520,NA,global,0.8947368421052632,5.973715651135006e-4,S0166361519305445_281
S0020025508004520,NA,global,0.2857142857142857,6.888633754305396e-4,S0166361519305445_292
S0020025508004520,NA,global,0.5384615384615384,5.72737686139748e-4,S0166361519305445_354
S0020025508004520,NA,global,0.7777777777777778,5.230125523012552e-4,S0166361520305364_74
S0020025508004520,NA,global,0.6111111111111112,4.7778308647873863e-4,S0166361520305364_133
S0020025508004520,NA,global,0.16666666666666666,2.1645021645021645e-4,S0166361520305364_232
S0020025508004520,NA,global,0.4666666666666667,4.0279269602577875e-4,S0166361520305364_242
S0020025508004520,NA,global,0.5,6.329113924050633e-4,S0166361520305364_269
S0020025508004520,NA,global,0.15384615384615385,0,S0198971521000363_52
S0020025508004520,NA,global,0.38461538461538464,3.8779731127197516e-4,S0198971521000363_158
S0020025508004520,NA,global,0.625,0.0010204081632653062,S0198971521000363_186
S0020025508004520,NA,global,0.5384615384615384,6.76132521974307e-4,S0198971521000363_224
S0020025508004520,NA,global,0.36363636363636365,1.4257199885942402e-4,S0198971521000363_229
S0020025508004520,NA,global,0.5,6.491398896462187e-4,S0306457318305211_11
S0020025508004520,NA,global,0.5263157894736842,1.0642826734780758e-4,S0306457318305211_22
S0020025508004520,NA,global,0.25,4.5955882352941176e-4,S0306457318305211_31
S0020025508004520,NA,global,0.8,0,S0306457318305211_55
S0020025508004520,NA,global,0.625,3.0084235860409147e-4,S0306457318305211_62
S0020025508004520,NA,global,0.6666666666666666,8.952551477170994e-4,S0306457318305211_83
S0020025508004520,NA,global,0.3333333333333333,7.253384912959381e-4,S0306457318305211_115
S0020025508004520,NA,global,0.75,3.2268473701193933e-4,S0306457318305211_190
S0020025508004520,NA,global,0.8235294117647058,6.295247088448222e-4,S0306457318305211_295
S0020025508004520,NA,global,0.2,2.2789425706472196e-4,S0306457318305211_341
S0020025508004520,NA,global,0.6,1.490757304710793e-4,S0306457319303267_132
S0020025508004520,NA,global,0.5,3.5180299032541777e-4,S0306457319303267_136
S0020025508004520,NA,global,0.5652173913043478,2.633889376646181e-4,S0306457319303267_175
S0020025508004520,NA,global,0.45454545454545453,1.4245014245014244e-4,S0306457319303267_222
S0020025508004520,NA,global,0.6,8.453085376162299e-4,S0306457319303267_264
S0020025508004520,NA,global,1,0,S0306457319303267_284
S0020025508004520,NA,global,0.8571428571428571,0,S0306457319303474_55
S0020025508004520,NA,global,0.8235294117647058,0,S0306457319303474_68
S0020025508004520,NA,global,0.4666666666666667,4.2087542087542086e-4,S0306457319303474_185
S0020025508004520,NA,global,0.6666666666666666,4.1736227045075126e-4,S0306457319303474_257
S0020025508004520,NA,global,0.5384615384615384,1.365001365001365e-4,S0306457319303474_296
S0020025508004520,NA,global,0.7666666666666667,3.518648838845883e-4,S0306457319303474_341
S0020025508004520,NA,global,0.4166666666666667,3.965107057890563e-4,S0306457319303474_365
S0020025508004520,NA,global,0.6666666666666666,3.6075036075036075e-4,S0360835219300804_33
S0020025508004520,NA,global,0.2,1.8968133535660092e-4,S0360835219300804_199
S0020025508004520,NA,global,0.4,5.073566717402334e-4,S0360835219300804_249
S0020025508004520,NA,global,0.4666666666666667,3.2771535580524347e-4,S0360835219300804_253
S0020025508004520,NA,global,0.6363636363636364,0,S0360835219300804_266
S0020025508004520,NA,global,0.30434782608695654,1.7998560115190784e-4,S0376635714001120_9
S0020025508004520,NA,global,0.26666666666666666,3.165358318561661e-4,S0736585320300927_38
S0020025508004520,NA,global,0.6363636363636364,3.453038674033149e-4,S0736585320300927_81
S0020025508004520,NA,global,0.5714285714285714,0,S0736585320300927_115
S0020025508004520,NA,global,0.42857142857142855,3.5137034434293746e-4,S0736585320300927_231
S0020025508004520,NA,global,0.42857142857142855,1.7482517482517483e-4,S0736585320300927_241
S0020025508004520,NA,global,0.42857142857142855,0,S0920996411002337_1
S0020025508004520,NA,global,0.85,2.27842333105491e-4,S0920996411002337_14
S0020025508004520,NA,global,0.46153846153846156,2.8686173264486515e-4,S0920996411002337_41
S0020025508004520,NA,global,0.6470588235294118,4.438526409232135e-4,S0920996411002337_46
S0020025508004520,NA,global,0.4,3.27653997378768e-4,S0920996411002337_76
S0020025508004520,NA,global,0.6363636363636364,1.6307893020221786e-4,S0920996411002337_97
S0020025508004520,NA,global,0.4166666666666667,8.84016973125884e-5,S0924271621002379_76
S0020025508004520,NA,global,0.6666666666666666,3.232062055591467e-4,S0924271621002379_107
S0020025508004520,NA,global,0.5185185185185185,2.492646692257839e-4,S0924271621002379_153
S0020025508004520,NA,global,0.375,3.168567807351077e-4,S0924271621002379_163
S0020025508004520,NA,global,0.7619047619047619,1.2626262626262626e-4,S0924271621002379_168
S0020025508004520,NA,global,0.6923076923076923,2.967359050445104e-4,S0925231217315217_24
S0020025508004520,NA,global,0.9,5.85480093676815e-4,S0925231217315217_33
S0020025508004520,NA,global,0.6363636363636364,1.5375153751537516e-4,S0925231217315217_123
S0020025508004520,NA,global,0.5625,8.737439930100481e-5,S0925231217315217_129
S0020025508004520,NA,global,0.75,0,S0925231217315217_136
S0020025508004520,NA,global,0.7142857142857143,0,S0925231217315217_163
S0020025508004520,NA,global,0.6363636363636364,4.496402877697842e-4,S0925231217315217_199
S0020025508004520,NA,global,0.875,5.955926146515784e-4,S0925231217315217_212
S0020025508004520,NA,global,0.8,2.942907592701589e-4,S0925231217315217_243
S0020025508004520,NA,global,0.6111111111111112,1.6543965588551577e-4,S0925231221011930_39
S0020025508004520,NA,global,0.5,1.4269406392694063e-4,S0925231221011930_63
S0020025508004520,NA,global,0.5454545454545454,2.3242300987797793e-4,S0925231221011930_145
S0020025508004520,NA,global,0.5454545454545454,2.2333891680625348e-4,S0926580519300378_28
S0020025508004520,NA,global,0.6666666666666666,0,S0926580519300378_92
S0020025508004520,NA,global,0.6666666666666666,1.8960940462646946e-4,S0926580519300378_233
S0020025508004520,NA,global,0.625,0,S0926580519300378_258
