token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
extractive,extractive,ADJ,7,extract,NA,NA,S0020025508004520,S0020025508004520_7
summarizers,summarizer,NOUN,7,summar,NA,NA,S0020025508004520,S0020025508004520_7
other,other,ADJ,7,other,early(a)|former(a)|other|other(a),NA,S0020025508004520,S0020025508004520_7
hand,hand,NOUN,7,hand,bridge player|deal|hand|handwriting|helping hand|hired hand|hired man|manus|mitt|paw|script,extremity|laborer|manual laborer|labourer|jack|writing|ability|power|side|collection|aggregation|accumulation|assemblage|pointer|handbreadth|handsbreadth|sailor|crewman|card player|applause|hand clapping|clapping|forepaw|aid|assist|assistance|help,S0020025508004520,S0020025508004520_7
do,do,VERB,7,do,act|answer|arrange|behave|cause|coif|coiffe|coiffure|come|do|dress|execute|exercise|fare|get along|make|make out|manage|perform|practice|practise|serve|set|suffice,NA,S0020025508004520,S0020025508004520_7
require,require,VERB,7,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be,S0020025508004520,S0020025508004520_7
linguistic,linguistic,ADJ,7,linguist,lingual|linguistic,NA,S0020025508004520,S0020025508004520_7
knowledge,knowledge,NOUN,7,knowledg,cognition|knowledge|noesis,psychological feature,S0020025508004520,S0020025508004520_7
select,select,VERB,7,select,choose|pick out|select|take,decide|make up one's mind|determine,S0020025508004520,S0020025508004520_7
most,most,ADJ,7,most,most(a),NA,S0020025508004520,S0020025508004520_7
relevant,relevant,ADJ,7,relev,relevant,NA,S0020025508004520,S0020025508004520_7
pieces,piece,NOUN,7,piec,art object|bit|composition|firearm|man|musical composition|objet d'art|opus|part|patch|piece|piece of music|slice|small-arm|spell|while,part|portion|item|thing|music|case|instance|example|creation|gun|helping|serving|distance|work of art|time|share|percentage|game equipment,S0020025508004520,S0020025508004520_7
