token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
improved,improve,VERB,168,improv,ameliorate|amend|better|improve|meliorate,change|alter|modify|change state|turn,S0020025508004520,S0020025508004520_168
version,version,NOUN,168,version,adaptation|edition|interlingual rendition|interpretation|reading|rendering|translation|variant|variation|version,interpretation|type|writing|written material|piece of writing|written record|written account|representation|mental representation|internal representation|turn|turning,S0020025508004520,S0020025508004520_168
supor,supor,NOUN,168,supor,NA,NA,S0020025508004520,S0020025508004520_168
generate,generate,VERB,168,gener,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce,S0020025508004520,S0020025508004520_168
more,more,ADJ,168,more,more than|more(a),NA,S0020025508004520,S0020025508004520_168
informative,informative,ADJ,168,inform,enlightening|illuminating|informative|informatory|instructive,NA,S0020025508004520,S0020025508004520_168
extracts,extract,NOUN,168,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_168
handling,handle,VERB,168,handl,address|care|cover|deal|do by|handle|manage|palm|plow|treat|wield,control|command|interact|broach|initiate|touch|manipulate|keep in line,S0020025508004520,S0020025508004520_168
sentence,sentence,NOUN,168,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term,S0020025508004520,S0020025508004520_168
features,feature,NOUN,168,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product,S0020025508004520,S0020025508004520_168
flexible,flexible,ADJ,168,flexibl,compromising|conciliatory|elastic|flexible|flexile|pliable|pliant|whippy,NA,S0020025508004520,S0020025508004520_168
way,way,NOUN,168,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage,S0020025508004520,S0020025508004520_168
analysis,analysis,NOUN,277,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy,S0020025508004520,S0020025508004520_277
correlation,correlation,NOUN,277,correl,coefficient of correlation|correlation|correlation coefficient|correlational statistics|correlativity,reciprocality|reciprocity|parametric statistic|statistics,S0020025508004520,S0020025508004520_277
proposed,propose,VERB,277,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025508004520,S0020025508004520_277
methods,method,NOUN,277,method,method|method acting,know-how|acting|playing|playacting|performing,S0020025508004520,S0020025508004520_277
also,also,ADV,277,also,also|as well|besides|likewise|too,NA,S0020025508004520,S0020025508004520_277
performed,perform,VERB,277,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil,S0020025508004520,S0020025508004520_277
allowing,allow,VERB,277,allow,admit|allow|allow for|appropriate|countenance|earmark|give up|grant|leave|let|permit|provide|reserve|set aside|take into account|tolerate,NA,S0020025508004520,S0020025508004520_277
identify,identify,VERB,277,identifi,describe|discover|distinguish|identify|key|key out|name|place,determine|set|denote|refer|see|consider|reckon|view|regard|associate|tie in|relate|link|colligate|link up|connect|recognize|recognise,S0020025508004520,S0020025508004520_277
similar,similar,ADJ,277,similar,alike(p)|exchangeable|interchangeable|like|similar|standardised|standardized,NA,S0020025508004520,S0020025508004520_277
complementary,complementary,ADJ,277,complementari,complemental|complementary|completing,NA,S0020025508004520,S0020025508004520_277
