token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
extractive,extractive,ADJ,10,extract,NA,NA,S0020025508004520,S0020025508004520_10
summarization,summarization,NOUN,10,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_10
produce,produce,VERB,10,produc,acquire|bring about|bring forth|bring on|bring out|create|develop|farm|get|give rise|grow|make|produce|raise,make|create|expose|exhibit|display|cultivate|change,S0020025508004520,S0020025508004520_10
texts,texts,NOUN,10,text,NA,NA,S0020025508004520,S0020025508004520_10
have,have,VERB,10,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025508004520,S0020025508004520_10
cohesion,cohesion,NOUN,10,cohes,coherence|coherency|cohesion|cohesiveness,connection|link|connectedness|growth|growing|maturation|development|ontogeny|ontogenesis|force,S0020025508004520,S0020025508004520_10
coherence,coherence,NOUN,10,coher,coherence|coherency|cohesion|cohesiveness,connection|link|connectedness|comprehensibility|understandability,S0020025508004520,S0020025508004520_10
problems,problem,NOUN,10,problem,job|problem|trouble,difficulty|question|head,S0020025508004520,S0020025508004520_10
many,many,ADJ,10,mani,many,NA,S0020025508004520,S0020025508004520_10
systems,systems,NOUN,10,system,NA,NA,S0020025508004520,S0020025508004520_10
proven,prove,VERB,10,prove,bear witness|demonstrate|essay|establish|evidence|examine|leaven|prove|raise|rise|shew|show|test|testify|try|try out|turn out|turn up,be|confirm|corroborate|sustain|substantiate|support|affirm|inform|prove|demonstrate|establish|show|shew|evaluate|pass judgment|judge|grow|raise|lift|elevate|get up|bring up|print|impress|authenticate,S0020025508004520,S0020025508004520_10
yield,yield,NOUN,10,yield,fruit|issue|output|payoff|proceeds|production|return|take|takings|yield,production|income|product|indefinite quantity,S0020025508004520,S0020025508004520_10
summaries,summary,NOUN,10,summari,sum-up|summary,statement,S0020025508004520,S0020025508004520_10
informative,informative,ADJ,10,inform,enlightening|illuminating|informative|informatory|instructive,NA,S0020025508004520,S0020025508004520_10
level,level,NOUN,10,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S0020025508004520,S0020025508004520_10
satisfactory,satisfactory,ADJ,10,satisfactori,acceptable|decent|satisfactory,NA,S0020025508004520,S0020025508004520_10
best,best,ADJ,57,best,best|best(p)|better(p),NA,S0020025508004520,S0020025508004520_57
strategies,strategy,NOUN,57,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_57
mihalcea,mihalcea,NOUN,57,mihalcea,NA,NA,S0020025508004520,S0020025508004520_57
brazilian,brazilian,ADJ,57,brazilian,Brazilian,NA,S0020025508004520,S0020025508004520_57
portuguese,portuguese,NOUN,57,portugues,Portuguese,Romance|Romance language|Latinian language|European,S0020025508004520,S0020025508004520_57
texts,texts,NOUN,57,text,NA,NA,S0020025508004520,S0020025508004520_57
also,also,ADV,57,also,also|as well|besides|likewise|too,NA,S0020025508004520,S0020025508004520_57
considered,consider,VERB,57,consid,believe|conceive|consider|count|deal|debate|deliberate|look at|moot|reckon|regard|see|study|take|think|turn over|view|weigh,think|believe|consider|conceive|chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|think about|hash out|discuss|talk over|evaluate|pass judgment|judge|look|analyze|analyse|study|examine|canvass|see|reckon|view|regard,S0020025508004520,S0020025508004520_57
evaluation,evaluation,NOUN,57,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal,S0020025508004520,S0020025508004520_57
method,method,NOUN,57,method,method|method acting,know-how|acting|playing|playacting|performing,S0020025508004520,S0020025508004520_57
proposed,propose,VERB,57,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025508004520,S0020025508004520_57
paper,paper,NOUN,57,paper,composition|newspaper|newspaper publisher|paper|report|theme,material|stuff|essay|press|public press|medium|article|publisher|publishing house|publishing firm|publishing company|product|production,S0020025508004520,S0020025508004520_57
significant,significant,ADJ,189,signific,important|meaning(a)|pregnant|significant|substantial,NA,S0020025508004520,S0020025508004520_189
differences,difference,NOUN,189,differ,conflict|departure|deviation|difference|difference of opinion|dispute|divergence|remainder,quality|variation|fluctuation|disagreement|change|number,S0020025508004520,S0020025508004520_189
obtained,obtain,VERB,189,obtain,find|get|hold|incur|obtain|prevail|receive,get|acquire|change|exist|be,S0020025508004520,S0020025508004520_189
baseline,baseline,NOUN,189,baselin,baseline|service line,standard|criterion|measure|touchstone|line,S0020025508004520,S0020025508004520_189
cn,cn,NOUN,189,cn,NA,NA,S0020025508004520,S0020025508004520_189
summ,summ,NOUN,189,summ,NA,NA,S0020025508004520,S0020025508004520_189
strategies,strategy,NOUN,189,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_189
short,short,ADJ,202,short,brusk|brusque|curt|forgetful|inadequate|jejune|light|little|myopic|poor|scant(p)|short|short(p)|shortsighted|unforesightful|unretentive,NA,S0020025508004520,S0020025508004520_202
last,last,ADJ,202,last,concluding|final|last|last-place|last(a)|lowest|net|terminal|utmost,NA,S0020025508004520,S0020025508004520_202
named,name,VERB,202,name,advert|appoint|be known as|bring up|call|cite|constitute|describe|diagnose|discover|distinguish|identify|key|key out|know as|list|make|mention|name|nominate|refer,label|denote|refer|appoint|charge|establish|found|plant|constitute|institute|specify|set|determine|define|fix|limit|think of|have in mind|mean|enumerate|recite|itemize|itemise|analyze|analyse|study|examine|canvass,S0020025508004520,S0020025508004520_202
here,here,ADV,202,here,here|hither,NA,S0020025508004520,S0020025508004520_202
textrank,textrank,NOUN,202,textrank,NA,NA,S0020025508004520,S0020025508004520_202
t,t,NOUN,202,t,deoxythymidine monophosphate|liothyronine|metric ton|MT|t|T|tetraiodothyronine|thymine|thyroxin|thyroxine|tonne|triiodothyronine,pyrimidine|nucleotide|base|metric weight unit|weight unit|letter|letter of the alphabet|alphabetic character|thyroid hormone,S0020025508004520,S0020025508004520_202
respectively,respectivly,ADV,202,respectivli,NA,NA,S0020025508004520,S0020025508004520_202
