token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
similar,similar,ADJ,59,similar,alike(p)|exchangeable|interchangeable|like|similar|standardised|standardized,NA,S0020025508004520,S0020025508004520_59
technique,technique,NOUN,59,techniqu,proficiency|technique,method|skillfulness,S0020025508004520,S0020025508004520_59
employed,employ,VERB,59,emploi,apply|employ|engage|hire|use|utilise|utilize,NA,S0020025508004520,S0020025508004520_59
erkan,erkan,ADJ,59,erkan,NA,NA,S0020025508004520,S0020025508004520_59
radev,radev,NOUN,59,radev,NA,NA,S0020025508004520,S0020025508004520_59
document,document,NOUN,59,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file,S0020025508004520,S0020025508004520_59
summarization,summarization,NOUN,59,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_59
also,also,ADV,72,also,also|as well|besides|likewise|too,NA,S0020025508004520,S0020025508004520_72
argue,argue,VERB,72,argu,argue|contend|debate|fence|indicate|reason,present|represent|lay out|converse|discourse,S0020025508004520,S0020025508004520_72
sentences,sentences,NOUN,72,sentenc,NA,NA,S0020025508004520,S0020025508004520_72
connected,connect,VERB,72,connect,associate|colligate|connect|get in touch|join|link|link up|plug in|plug into|relate|tie|tie in|touch base|unite,think|cogitate|cerebrate|join|hit|strike|impinge on|run into|collide with|be|relate|interact|insert|infix|enter|introduce,S0020025508004520,S0020025508004520_72
network,network,NOUN,72,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_72
probably,probably,ADV,72,probabl,believably|belike|credibly|in all likelihood|in all probability|likely|plausibly|probably,NA,S0020025508004520,S0020025508004520_72
convey,convey,NOUN,72,convei,NA,NA,S0020025508004520,S0020025508004520_72
complementary,complementary,ADJ,72,complementari,complemental|complementary|completing,NA,S0020025508004520,S0020025508004520_72
information,information,NOUN,72,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure,S0020025508004520,S0020025508004520_72
about,about,ADV,72,about,about|almost|approximately|around|close to|just about|more or less|most|near|nearly|nigh|or so|roughly|some|virtually|well-nigh,NA,S0020025508004520,S0020025508004520_72
related,relate,ADJ,72,relat,NA,NA,S0020025508004520,S0020025508004520_72
topics,topic,NOUN,72,topic,issue|matter|subject|theme|topic,message|content|subject matter|substance|cognitive content|mental object,S0020025508004520,S0020025508004520_72
possibly,possibly,ADV,72,possibli,maybe|mayhap|peradventure|perchance|perhaps|possibly,NA,S0020025508004520,S0020025508004520_72
same,same,ADJ,72,same,like|same|same(p),NA,S0020025508004520,S0020025508004520_72
as,as,ADV,79,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_79
goal,goal,NOUN,79,goal,destination|end|finish|goal,content|cognitive content|mental object|end|terminal|game equipment|score,S0020025508004520,S0020025508004520_79
construct,construct,NOUN,79,construct,concept|conception|construct,idea|thought,S0020025508004520,S0020025508004520_79
informative,informative,ADJ,79,inform,enlightening|illuminating|informative|informatory|instructive,NA,S0020025508004520,S0020025508004520_79
extracts,extract,NOUN,79,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_79
concept,concept,NOUN,79,concept,concept|conception|construct,idea|thought,S0020025508004520,S0020025508004520_79
complementary,complementary,ADJ,79,complementari,complemental|complementary|completing,NA,S0020025508004520,S0020025508004520_79
sentences,sentences,NOUN,79,sentenc,NA,NA,S0020025508004520,S0020025508004520_79
crucial,crucial,ADJ,79,crucial,all important(p)|all-important(a)|crucial|essential|important|of the essence(p),NA,S0020025508004520,S0020025508004520_79
development,development,NOUN,79,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision,S0020025508004520,S0020025508004520_79
summarization,summarization,NOUN,79,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_79
techniques,techniques,NOUN,79,techniqu,NA,NA,S0020025508004520,S0020025508004520_79
since,since,ADV,94,sinc,NA,NA,S0020025508004520,S0020025508004520_94
network,network,NOUN,94,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_94
encodes,encode,NOUN,94,encod,NA,NA,S0020025508004520,S0020025508004520_94
kind,kind,ADV,94,kind,NA,NA,S0020025508004520,S0020025508004520_94
lexical,lexical,ADJ,94,lexic,lexical,NA,S0020025508004520,S0020025508004520_94
cohesion,cohesion,NOUN,94,cohes,coherence|coherency|cohesion|cohesiveness,connection|link|connectedness|growth|growing|maturation|development|ontogeny|ontogenesis|force,S0020025508004520,S0020025508004520_94
sentences,sentences,NOUN,94,sentenc,NA,NA,S0020025508004520,S0020025508004520_94
sentence,sentence,NOUN,94,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term,S0020025508004520,S0020025508004520_94
shares,share,NOUN,94,share,contribution|parcel|part|percentage|ploughshare|plowshare|portion|share,assets|stock certificate|stock|allotment|apportionment|apportioning|allocation|parceling|parcelling|assignation|attempt|effort|endeavor|endeavour|try|wedge,S0020025508004520,S0020025508004520_94
large,large,ADJ,94,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),NA,S0020025508004520,S0020025508004520_94
number,number,NOUN,94,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S0020025508004520,S0020025508004520_94
