token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
automatic,automatic,ADJ,1,automat,automatic|automatonlike|machinelike|reflex(a)|reflexive|robotic|robotlike,NA,S0020025508004520,S0020025508004520_1
text,text,NOUN,1,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_1
summarization,summarization,NOUN,1,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_1
established,establish,VERB,1,establish,base|build|constitute|demonstrate|establish|found|give|ground|instal|install|institute|launch|lay down|make|plant|prove|set up|shew|show,open|open up|initiate|pioneer|confirm|corroborate|sustain|substantiate|support|affirm|make|create,S0020025508004520,S0020025508004520_1
subfield,subfield,NOUN,1,subfield,NA,NA,S0020025508004520,S0020025508004520_1
natural,natural,ADJ,1,natur,biological|born(p)|innate(p)|instinctive|lifelike|natural|raw(a)|rude(a),NA,S0020025508004520,S0020025508004520_1
language,language,NOUN,1,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word,S0020025508004520,S0020025508004520_1
processing,processe,NOUN,1,process,NA,NA,S0020025508004520,S0020025508004520_1
relevant,relevant,ADJ,1,relev,relevant,NA,S0020025508004520,S0020025508004520_1
number,number,NOUN,1,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S0020025508004520,S0020025508004520_1
scenarios,scenario,NOUN,1,scenario,scenario,script|book|playscript|setting|scene|premise|premiss|assumption,S0020025508004520,S0020025508004520_1
evaluation,evaluation,NOUN,39,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal,S0020025508004520,S0020025508004520_39
setup,setup,NOUN,39,setup,apparatus|frame-up|setup,equipment|manner|mode|style|way|fashion|falsification|falsehood,S0020025508004520,S0020025508004520_39
comparative,comparative,ADJ,39,compar,comparative|relative,NA,S0020025508004520,S0020025508004520_39
results,result,NOUN,39,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S0020025508004520,S0020025508004520_39
regarding,regard,VERB,39,regard,affect|consider|involve|reckon|regard|see|view,think|believe|consider|conceive|look|refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with,S0020025508004520,S0020025508004520_39
informativeness,informativeness,NOUN,39,inform,NA,NA,S0020025508004520,S0020025508004520_39
scores,score,NOUN,39,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_39
presented,present,VERB,39,present,acquaint|award|confront|deliver|demo|demonstrate|exhibit|face|gift|give|introduce|lay out|portray|pose|present|represent|salute|show|stage|submit,show|state|say|tell|re-create|give|constitute|represent|make up|comprise|be|allocate|apportion|talk|speak|utter|mouth|verbalize|verbalise|inform|interpret|introduce|present|acquaint|greet|recognize|recognise,S0020025508004520,S0020025508004520_39
discussed,discuss,VERB,39,discuss,discourse|discuss|hash out|talk about|talk over,cover|treat|handle|plow|deal|address|talk of|talk about,S0020025508004520,S0020025508004520_39
section,section,NOUN,39,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025508004520,S0020025508004520_39
order,order,NOUN,147,order,club|decree|edict|fiat|gild|guild|Holy Order|lodge|monastic order|order|Order|order of magnitude|ordering|orderliness|ordination|parliamentary law|parliamentary procedure|purchase order|rescript|rules of order|social club|society,command|bid|bidding|dictation|magnitude|state|arrangement|condition|status|act|enactment|commercial document|commercial instrument|association|rule|prescript|position|sect|religious sect|religious order|taxonomic group|taxonomic category|taxon|request|asking|artistic style|idiom|organization|organisation,S0020025508004520,S0020025508004520_147
illustrate,illustrate,ADJ,147,illustr,NA,NA,S0020025508004520,S0020025508004520_147
type,type,NOUN,147,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block,S0020025508004520,S0020025508004520_147
