token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
other,other,ADJ,26,other,early(a)|former(a)|other|other(a),NA,S0020025508004520,S0020025508004520_26
properties,property,NOUN,26,properti,attribute|belongings|dimension|holding|place|prop|property,possession|attribute|geographical area|geographic area|geographical region|geographic region|concept|conception|construct|object|physical object,S0020025508004520,S0020025508004520_26
identified,identify,VERB,26,identifi,describe|discover|distinguish|identify|key|key out|name|place,determine|set|denote|refer|see|consider|reckon|view|regard|associate|tie in|relate|link|colligate|link up|connect|recognize|recognise,S0020025508004520,S0020025508004520_26
network,network,NOUN,26,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_26
computation,computation,NOUN,26,comput,calculation|computation|computing|figuring|reckoning,procedure|process|problem solving,S0020025508004520,S0020025508004520_26
graph,graph,NOUN,26,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol,S0020025508004520,S0020025508004520_26
measurements,measurement,NOUN,26,measur,measure|measurement|measuring|mensuration,activity,S0020025508004520,S0020025508004520_26
such,such,ADJ,26,such,such(a),NA,S0020025508004520,S0020025508004520_26
as,as,ADV,26,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_26
average,average,NOUN,26,averag,average|norm,statistic|ratio|scale value,S0020025508004520,S0020025508004520_26
node,node,NOUN,26,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_26
degree,degree,NOUN,26,degre,academic degree|arcdegree|degree|grade|level|point|stage,property|state|award|accolade|honor|honour|laurels|angular unit|exponent|power|index|temperature unit|magnitude,S0020025508004520,S0020025508004520_26
clustering,cluster,NOUN,26,cluster,bunch|clump|cluster|clustering,agglomeration,S0020025508004520,S0020025508004520_26
coefficient,coefficient,ADJ,26,coeffici,NA,NA,S0020025508004520,S0020025508004520_26
length,length,NOUN,26,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment,S0020025508004520,S0020025508004520_26
shortest,shortest,ADJ,26,shortest,NA,NA,S0020025508004520,S0020025508004520_26
paths,paths,NOUN,26,path,NA,NA,S0020025508004520,S0020025508004520_26
