token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
summary,summary,NOUN,4,summari,sum-up|summary,statement,S0020025508004520,S0020025508004520_4
produced,produce,VERB,4,produc,acquire|bring about|bring forth|bring on|bring out|create|develop|farm|get|give rise|grow|make|produce|raise,make|create|expose|exhibit|display|cultivate|change,S0020025508004520,S0020025508004520_4
changes,change,NOUN,4,chang,alteration|change|modification|variety,happening|occurrence|occurrent|natural event|relation|action|consequence|effect|outcome|result|event|issue|upshot|cash|hard cash|hard currency|thing|clothing|article of clothing|vesture|wear|wearable|habiliment|coin|difference,S0020025508004520,S0020025508004520_4
surface,surface,NOUN,4,surfac,aerofoil|airfoil|control surface|Earth's surface|open|surface,artifact|artefact|boundary|bound|bounds|layer|aspect|facet|public knowledge|general knowledge|device,S0020025508004520,S0020025508004520_4
form,form,NOUN,4,form,anatomy|bod|build|cast|chassis|class|configuration|conformation|contour|course|descriptor|figure|flesh|form|frame|grade|human body|kind|manakin|manikin|mannequin|mannikin|material body|pattern|phase|physical body|physique|shape|signifier|soma|sort|strain|var.|variant|variety|word form,word|category|structure|spatial property|spatiality|body|organic structure|attribute|appearance|visual aspect|document|written document|papers|taxonomic group|taxonomic category|taxon|writing style|literary genre|genre|manner|mode|style|way|fashion|state of matter|state|gathering|assemblage|ability|dummy|mold|mould|cast,S0020025508004520,S0020025508004520_4
source,source,NOUN,4,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication,S0020025508004520,S0020025508004520_4
text,text,NOUN,4,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_4
resulting,result,VERB,4,result,ensue|lead|leave|result,prove|turn out|turn up|produce|bring about|give rise|happen|hap|go on|pass off|occur|pass|fall out|come about|take place,S0020025508004520,S0020025508004520_4
generalizations,generalization,NOUN,4,gener,abstraction|generalisation|generality|generalization|induction|inductive reasoning|stimulus generalisation|stimulus generalization,colligation|idea|thought|theorization|theorisation|transfer|transfer of training|carry-over,S0020025508004520,S0020025508004520_4
paraphrases,paraphrase,NOUN,4,paraphras,paraphrase|paraphrasis,rewording|recasting|rephrasing,S0020025508004520,S0020025508004520_4
referred,refer,VERB,4,refer,advert|bear on|bring up|cite|come to|concern|consult|denote|have to do with|look up|mention|name|pertain|refer|relate|touch|touch on,think of|have in mind|mean|classify|class|sort|assort|sort out|separate|send|direct|research|intend|signify|stand for|name|call|know as|be known as,S0020025508004520,S0020025508004520_4
as,as,ADV,4,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_4
abstract,abstract,NOUN,4,abstract,abstract|abstraction|outline|precis|synopsis,concept|conception|construct|summary|sum-up,S0020025508004520,S0020025508004520_4
method,method,NOUN,32,method,method|method acting,know-how|acting|playing|playacting|performing,S0020025508004520,S0020025508004520_32
uses,use,NOUN,32,us,consumption|economic consumption|employment|enjoyment|exercise|function|habit|manipulation|purpose|role|usage|usance|use|use of goods and services|utilisation|utilization,activity|utility|usefulness|demand|custom|usage|usance|influence|legal right,S0020025508004520,S0020025508004520_32
simple,simple,ADJ,32,simpl,bare(a)|childlike|dewy-eyed|dim-witted|elementary|mere(a)|round-eyed|simple|simple-minded|simple(a)|uncomplicated|unproblematic|unsubdivided|wide-eyed,NA,S0020025508004520,S0020025508004520_32
network,network,NOUN,32,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_32
sentences,sentences,NOUN,32,sentenc,NA,NA,S0020025508004520,S0020025508004520_32
requires,require,NOUN,32,requir,NA,NA,S0020025508004520,S0020025508004520_32
only,only,ADV,32,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0020025508004520,S0020025508004520_32
surface,surface,NOUN,32,surfac,aerofoil|airfoil|control surface|Earth's surface|open|surface,artifact|artefact|boundary|bound|bounds|layer|aspect|facet|public knowledge|general knowledge|device,S0020025508004520,S0020025508004520_32
text,text,NOUN,32,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_32
processing,processe,NOUN,32,process,NA,NA,S0020025508004520,S0020025508004520_32
thus,thus,ADV,32,thu,hence|so|thence|therefore|thus|thusly,NA,S0020025508004520,S0020025508004520_32
allowing,allow,VERB,32,allow,admit|allow|allow for|appropriate|countenance|earmark|give up|grant|leave|let|permit|provide|reserve|set aside|take into account|tolerate,NA,S0020025508004520,S0020025508004520_32
assess,assess,NOUN,32,assess,NA,NA,S0020025508004520,S0020025508004520_32
extracts,extract,NOUN,32,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_32
obtained,obtain,VERB,32,obtain,find|get|hold|incur|obtain|prevail|receive,get|acquire|change|exist|be,S0020025508004520,S0020025508004520_32
sophisticated,sophisticate,ADJ,32,sophist,NA,NA,S0020025508004520,S0020025508004520_32
linguistic,linguistic,ADJ,32,linguist,lingual|linguistic,NA,S0020025508004520,S0020025508004520_32
knowledge,knowledge,NOUN,32,knowledg,cognition|knowledge|noesis,psychological feature,S0020025508004520,S0020025508004520_32
locality,locality,NOUN,103,local,locality|neck of the woods|neighborhood|neighbourhood|vicinity,section,S0020025508004520,S0020025508004520_103
index,index,NOUN,103,index,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger,S0020025508004520,S0020025508004520_103
measurement,measurement,NOUN,103,measur,measure|measurement|measuring|mensuration,activity,S0020025508004520,S0020025508004520_103
takes,take,VERB,103,take,accept|acquire|admit|adopt|aim|ask|assume|bring|call for|carry|charter|choose|claim|conduct|consider|consume|contain|contract|convey|deal|demand|direct|drive|engage|exact|fill|film|get|get hold of|guide|have|hire|hold|ingest|involve|lead|learn|lease|look at|make|necessitate|need|occupy|pack|pick out|postulate|read|remove|rent|require|select|shoot|strike|study|submit|subscribe|subscribe to|take|take aim|take away|take in|take on|take up|train|use up|withdraw,NA,S0020025508004520,S0020025508004520_103
account,account,NOUN,103,account,account|account statement|accounting|bill|business relationship|chronicle|explanation|history|invoice|news report|report|score|story|write up,record|news|relationship|statement|reason|ground|importance|financial statement|informing|making known|profit|gain,S0020025508004520,S0020025508004520_103
pattern,pattern,NOUN,103,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording,S0020025508004520,S0020025508004520_103
connectivity,connectivity,NOUN,103,connect,connectivity,property,S0020025508004520,S0020025508004520_103
neighborhood,neighborhood,NOUN,103,neighborhood,locality|neck of the woods|neighborhood|neighbourhood|region|vicinity,section|community|indefinite quantity|area|country,S0020025508004520,S0020025508004520_103
