token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
routing,route,VERB,44,rout,route,dispatch|despatch|send off|send|direct|divert,S0020025508004520,S0020025508004520_44
algorithms,algorithm,NOUN,44,algorithm,algorithm|algorithmic program|algorithmic rule,rule|formula,S0020025508004520,S0020025508004520_44
proposed,propose,VERB,44,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025508004520,S0020025508004520_44
select,select,VERB,44,select,choose|pick out|select|take,decide|make up one's mind|determine,S0020025508004520,S0020025508004520_44
most,most,ADJ,44,most,most(a),NA,S0020025508004520,S0020025508004520_44
prominent,prominent,ADJ,44,promin,big|large|outstanding|prominent|salient|spectacular|striking,NA,S0020025508004520,S0020025508004520_44
paragraphs,paragraph,NOUN,44,paragraph,paragraph,writing|written material|piece of writing,S0020025508004520,S0020025508004520_44
thus,thus,ADV,85,thu,hence|so|thence|therefore|thus|thusly,NA,S0020025508004520,S0020025508004520_85
result,result,NOUN,85,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S0020025508004520,S0020025508004520_85
step,step,NOUN,85,step,dance step|footfall|footmark|footprint|footstep|gradation|measure|pace|stair|step|stone's throw|stride|tone|whole step|whole tone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|indefinite quantity|locomotion|travel|support|rank|small indefinite quantity|small indefinite amount|sound|interval|musical interval|mark|print|block,S0020025508004520,S0020025508004520_85
association,association,NOUN,85,associ,affiliation|association|connection|connexion|tie|tie-up,organization|organisation|social activity|union|unification|memory|remembering|relationship|relation|chemical process|chemical change|chemical action|group|grouping,S0020025508004520,S0020025508004520_85
numerical,numerical,ADJ,85,numer,mathematical|numeral|numeric|numerical,NA,S0020025508004520,S0020025508004520_85
value,value,NOUN,85,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0020025508004520,S0020025508004520_85
rank,rank,NOUN,85,rank,membership|rank|rank and file|social rank|social station|social status,line|status|position|force|personnel|body,S0020025508004520,S0020025508004520_85
network,network,NOUN,85,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_85
node,node,NOUN,85,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_85
measurements,measurement,NOUN,96,measur,measure|measurement|measuring|mensuration,activity,S0020025508004520,S0020025508004520_96
associated,associate,VERB,96,associ,affiliate|associate|assort|colligate|connect|consociate|consort|link|link up|relate|tie in,think|cogitate|cerebrate|interact|unite|unify,S0020025508004520,S0020025508004520_96
distance,distance,NOUN,96,distanc,aloofness|distance|length|space,spacing|spatial arrangement|region|part|size|indifference|time interval|interval|point|point in time,S0020025508004520,S0020025508004520_96
usually,usually,ADV,96,usual,commonly|normally|ordinarily|unremarkably|usually,NA,S0020025508004520,S0020025508004520_96
take,take,VERB,96,take,accept|acquire|admit|adopt|aim|ask|assume|bring|call for|carry|charter|choose|claim|conduct|consider|consume|contain|contract|convey|deal|demand|direct|drive|engage|exact|fill|film|get|get hold of|guide|have|hire|hold|ingest|involve|lead|learn|lease|look at|make|necessitate|need|occupy|pack|pick out|postulate|read|remove|rent|require|select|shoot|strike|study|submit|subscribe|subscribe to|take|take aim|take away|take in|take on|take up|train|use up|withdraw,NA,S0020025508004520,S0020025508004520_96
account,account,NOUN,96,account,account|account statement|accounting|bill|business relationship|chronicle|explanation|history|invoice|news report|report|score|story|write up,record|news|relationship|statement|reason|ground|importance|financial statement|informing|making known|profit|gain,S0020025508004520,S0020025508004520_96
global,global,ADJ,96,global,ball-shaped|global|globose|globular|orbicular|planetary|spheric|spherical|world-wide|world(a)|worldwide,NA,S0020025508004520,S0020025508004520_96
structure,structure,NOUN,96,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme,S0020025508004520,S0020025508004520_96
network,network,NOUN,96,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_96
require,require,VERB,120,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be,S0020025508004520,S0020025508004520_120
