token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
therefore,therefore,ADV,17,therefor,consequently|hence|so|thence|therefore|thus,NA,S0020025508004520,S0020025508004520_17
network,network,NOUN,17,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_17
used,use,VERB,17,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_17
assign,assign,NOUN,17,assign,NA,NA,S0020025508004520,S0020025508004520_17
numerical,numerical,ADJ,17,numer,mathematical|numeral|numeric|numerical,NA,S0020025508004520,S0020025508004520_17
values,value,NOUN,17,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0020025508004520,S0020025508004520_17
relevance,relevance,NOUN,17,relev,relevance|relevancy,connection|connexion|connectedness,S0020025508004520,S0020025508004520_17
scores,score,NOUN,17,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_17
ranks,rank,NOUN,17,rank,membership|rank|rank and file|social rank|social station|social status,line|status|position|force|personnel|body,S0020025508004520,S0020025508004520_17
nodes,node,NOUN,17,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_17
select,select,VERB,17,select,choose|pick out|select|take,decide|make up one's mind|determine,S0020025508004520,S0020025508004520_17
subset,subset,NOUN,17,subset,subset,set,S0020025508004520,S0020025508004520_17
pieces,piece,NOUN,17,piec,art object|bit|composition|firearm|man|musical composition|objet d'art|opus|part|patch|piece|piece of music|slice|small-arm|spell|while,part|portion|item|thing|music|case|instance|example|creation|gun|helping|serving|distance|work of art|time|share|percentage|game equipment,S0020025508004520,S0020025508004520_17
text,text,NOUN,17,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_17
compose,compose,VERB,17,compos,compile|compose|draw up|frame|indite|pen|write,constitute|represent|make up|comprise|be|make|create|create verbally|calm|calm down|quiet|tranquilize|tranquillize|tranquillise|quieten|lull|still|plan,S0020025508004520,S0020025508004520_17
extract,extract,NOUN,17,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_17
recent,recent,ADJ,21,recent,late(a)|recent,NA,S0020025508004520,S0020025508004520_21
