token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
nevertheless,nevertheless,ADV,221,nevertheless,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA,S0020025508004520,S0020025508004520_221
experiment,experiment,NOUN,221,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_221
shows,show,NOUN,221,show,appearance|display|show,entertainment|amusement|demonstration|demo|social event|pretense|pretence|pretending|simulation|feigning,S0020025508004520,S0020025508004520_221
cn,cn,NOUN,221,cn,NA,NA,S0020025508004520,S0020025508004520_221
summ,summ,NOUN,221,summ,NA,NA,S0020025508004520,S0020025508004520_221
already,already,ADV,221,alreadi,already,NA,S0020025508004520,S0020025508004520_221
competitive,competitive,ADJ,221,competit,competitive|competitory|free-enterprise(a)|militant|private-enterprise(a),NA,S0020025508004520,S0020025508004520_221
when,when,ADV,221,when,NA,NA,S0020025508004520,S0020025508004520_221
compared,compare,VERB,221,compar,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect,S0020025508004520,S0020025508004520_221
best,best,ADJ,221,best,best|best(p)|better(p),NA,S0020025508004520,S0020025508004520_221
systems,systems,NOUN,221,system,NA,NA,S0020025508004520,S0020025508004520_221
based,base,VERB,221,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025508004520,S0020025508004520_221
linguistically,linguistically,ADV,221,linguist,lingually|linguistically,NA,S0020025508004520,S0020025508004520_221
shallow,shallow,ADJ,221,shallow,shallow,NA,S0020025508004520,S0020025508004520_221
resources,resource,NOUN,221,resourc,imagination|resource|resourcefulness,assets|asset|plus|inventiveness|ingeniousness|ingenuity|cleverness,S0020025508004520,S0020025508004520_221
textrank,textrank,NOUN,221,textrank,NA,NA,S0020025508004520,S0020025508004520_221
pagerank,pagerank,NOUN,221,pagerank,NA,NA,S0020025508004520,S0020025508004520_221
