token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
type,type,NOUN,25,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block,S0020025508004520,S0020025508004520_25
complex,complex,NOUN,25,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction,S0020025508004520,S0020025508004520_25
network,network,NOUN,25,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_25
known,know,VERB,25,know,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think,S0020025508004520,S0020025508004520_25
as,as,ADV,25,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_25
small,small,ADJ,25,small,belittled|diminished|humble|little|low|lowly|minor|minuscule|modest|pocket-size|pocket-sized|small|small-scale|small(a),NA,S0020025508004520,S0020025508004520_25
world,world,NOUN,25,world,cosmos|creation|domain|earth|Earth|earthly concern|existence|globe|human beings|human race|humanity|humankind|humans|macrocosm|man|mankind|populace|public|reality|universe|world|worldly concern,natural object|class|stratum|social class|socio-economic class|experience|people|part|piece|concern|homo|man|human being|human|group|grouping,S0020025508004520,S0020025508004520_25
also,also,ADV,25,also,also|as well|besides|likewise|too,NA,S0020025508004520,S0020025508004520_25
shows,show,NOUN,25,show,appearance|display|show,entertainment|amusement|demonstration|demo|social event|pretense|pretence|pretending|simulation|feigning,S0020025508004520,S0020025508004520_25
clustering,cluster,NOUN,25,cluster,bunch|clump|cluster|clustering,agglomeration,S0020025508004520,S0020025508004520_25
