token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
instance,instance,NOUN,16,instanc,case|example|illustration|instance|representative,happening|occurrence|occurrent|natural event|information,S0020025508004520,S0020025508004520_16
sentences,sentences,NOUN,16,sentenc,NA,NA,S0020025508004520,S0020025508004520_16
linked,link,VERB,16,link,associate|colligate|connect|join|link|link up|relate|tie|tie in|unite|yoke,think|cogitate|cerebrate|attach,S0020025508004520,S0020025508004520_16
when,when,ADV,16,when,NA,NA,S0020025508004520,S0020025508004520_16
sharing,share,VERB,16,share,apportion|deal|divvy up|partake|partake in|portion out|share,overlap|use|utilize|utilise|apply|employ|get|acquire|distribute|give out|hand out|pass out|communicate|intercommunicate,S0020025508004520,S0020025508004520_16
complementary,complementary,ADJ,16,complementari,complemental|complementary|completing,NA,S0020025508004520,S0020025508004520_16
content,content,NOUN,16,content,capacity|cognitive content|content|contentedness|contents|depicted object|mental object|message|subject|subject matter|substance,collection|aggregation|accumulation|assemblage|communication|proportion|volume|cognition|knowledge|noesis|acceptance|thing,S0020025508004520,S0020025508004520_16
about,about,ADV,16,about,about|almost|approximately|around|close to|just about|more or less|most|near|nearly|nigh|or so|roughly|some|virtually|well-nigh,NA,S0020025508004520,S0020025508004520_16
same,same,ADJ,16,same,like|same|same(p),NA,S0020025508004520,S0020025508004520_16
argue,argue,VERB,16,argu,argue|contend|debate|fence|indicate|reason,present|represent|lay out|converse|discourse,S0020025508004520,S0020025508004520_16
relevant,relevant,ADJ,16,relev,relevant,NA,S0020025508004520,S0020025508004520_16
node,node,NOUN,16,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_16
summarization,summarization,NOUN,16,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_16
shares,share,NOUN,16,share,contribution|parcel|part|percentage|ploughshare|plowshare|portion|share,assets|stock certificate|stock|allotment|apportionment|apportioning|allocation|parceling|parcelling|assignation|attempt|effort|endeavor|endeavour|try|wedge,S0020025508004520,S0020025508004520_16
various,various,ADJ,16,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,NA,S0020025508004520,S0020025508004520_16
edges,edge,NOUN,16,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line,S0020025508004520,S0020025508004520_16
other,other,ADJ,16,other,early(a)|former(a)|other|other(a),NA,S0020025508004520,S0020025508004520_16
nodes,node,NOUN,16,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_16
given,give,VERB,33,give,afford|apply|break|cave in|chip in|collapse|commit|consecrate|contribute|dedicate|devote|ease up|establish|fall in|feed|founder|generate|gift|give|give way|grant|hand|have|hold|impart|kick in|leave|make|move over|open|pass|pass on|pay|present|reach|render|return|sacrifice|throw|turn over|yield,supply|provide|render|furnish|transfer|state|say|tell|communicate|intercommunicate|direct|make|create|think|cogitate|cerebrate|produce|pass|hand|reach|pass on|turn over|give|utter|emit|let out|let loose|release|relinquish|resign|free|give up|use|utilize|utilise|apply|employ|administer|dispense|distribute|mete out|deal|parcel out|lot|shell out|deal out|dish out|allot|dole out|move|ply|cater|change|estimate|gauge|approximate|guess|judge|execute|compensate|recompense|repair|indemnify|show|perform|stretch|toast|drink|pledge|salute|wassail|accord|grant|express|evince|submit|lead|permit|allow|let|countenance|inflict|bring down|visit|impose|happen|hap|go on|pass off|occur|fall out|come about|take place|accept|consent|go for|offer|proffer,S0020025508004520,S0020025508004520_33
network,network,NOUN,33,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_33
representation,representation,NOUN,33,represent,agency|delegacy|histrionics|internal representation|mental representation|representation|theatrical|theatrical performance,content|cognitive content|mental object|creation|cooperation|state|body|statement|performance|public presentation|right|activity,S0020025508004520,S0020025508004520_33
source,source,NOUN,33,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication,S0020025508004520,S0020025508004520_33
text,text,NOUN,33,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_33
where,where,ADV,33,where,NA,NA,S0020025508004520,S0020025508004520_33
node,node,NOUN,33,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_33
corresponds,corresponds,NOUN,33,correspond,NA,NA,S0020025508004520,S0020025508004520_33
sentence,sentence,NOUN,33,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term,S0020025508004520,S0020025508004520_33
edge,edge,NOUN,33,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line,S0020025508004520,S0020025508004520_33
links,link,NOUN,33,link,connectedness|connection|connexion|contact|data link|inter-group communication|liaison|link|linkup|nexus|radio link|tie|tie-in,linkage|fastener|fastening|holdfast|fixing|union|unification|shape|form|linear unit|linear measure|instruction|command|statement|program line|channel|communication channel|line|communication system|circuit|electrical circuit|electric circuit,S0020025508004520,S0020025508004520_33
sentences,sentences,NOUN,33,sentenc,NA,NA,S0020025508004520,S0020025508004520_33
share,share,NOUN,33,share,contribution|parcel|part|percentage|ploughshare|plowshare|portion|share,assets|stock certificate|stock|allotment|apportionment|apportioning|allocation|parceling|parcelling|assignation|attempt|effort|endeavor|endeavour|try|wedge,S0020025508004520,S0020025508004520_33
