token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
increasing,increase,VERB,28,increas,increase,change magnitude|change|alter|modify,S0020025508004520,S0020025508004520_28
number,number,NOUN,28,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S0020025508004520,S0020025508004520_28
systems,systems,NOUN,28,system,NA,NA,S0020025508004520,S0020025508004520_28
treated,treat,VERB,28,treat,address|care for|cover|deal|do by|handle|plow|process|regale|treat,interact|affect|impact|bear upon|bear on|touch on|touch|broach|initiate|give|gift|present|provide|supply|ply|cater|negociate|react|respond,S0020025508004520,S0020025508004520_28
as,as,ADV,28,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_28
networks,network,NOUN,28,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_28
concepts,concept,NOUN,28,concept,concept|conception|construct,idea|thought,S0020025508004520,S0020025508004520_28
complex,complex,NOUN,28,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction,S0020025508004520,S0020025508004520_28
have,have,VERB,28,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025508004520,S0020025508004520_28
widely,widely,ADV,28,wide,wide|widely,NA,S0020025508004520,S0020025508004520_28
used,use,VERB,28,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_28
many,many,ADJ,28,mani,many,NA,S0020025508004520,S0020025508004520_28
disciplines,discipline,NOUN,28,disciplin,bailiwick|correction|discipline|field|field of study|study|subject|subject area|subject field,knowledge domain|knowledge base|domain|system|system of rules|trait|training|preparation|grooming|punishment|penalty|penalization|penalisation,S0020025508004520,S0020025508004520_28
