token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
section,section,NOUN,37,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025508004520,S0020025508004520_37
contains,contain,VERB,37,contain,arrest|bear|carry|check|comprise|contain|control|curb|hold|hold back|hold in|incorporate|moderate|stop|take|turn back,include|restrain|keep|keep back|hold back|be|defend,S0020025508004520,S0020025508004520_37
review,review,NOUN,37,review,brushup|critical review|critique|follow-up|followup|inspection|limited review|reappraisal|reassessment|recap|recapitulation|reexamination|revaluation|review|review article|revue,appraisal|assessment|criticism|literary criticism|examination|scrutiny|accounting|accounting system|method of accounting|variety show|variety|periodical|capitulation|proceeding|legal proceeding|proceedings|exercise|practice|drill|practice session|recitation,S0020025508004520,S0020025508004520_37
related,relate,ADJ,37,relat,NA,NA,S0020025508004520,S0020025508004520_37
work,work,NOUN,37,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output,S0020025508004520,S0020025508004520_37
network,network,NOUN,37,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_37
based,base,VERB,37,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025508004520,S0020025508004520_37
extractive,extractive,ADJ,37,extract,NA,NA,S0020025508004520,S0020025508004520_37
summarization,summarization,NOUN,37,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_37
first,first,ADV,192,first,first|first of all|first off|firstly|foremost,NA,S0020025508004520,S0020025508004520_192
experiment,experiment,NOUN,192,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_192
compare,compare,VERB,192,compar,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect,S0020025508004520,S0020025508004520_192
performance,performance,NOUN,192,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025508004520,S0020025508004520_192
cn,cn,NOUN,192,cn,NA,NA,S0020025508004520,S0020025508004520_192
summ,summ,NOUN,192,summ,NA,NA,S0020025508004520,S0020025508004520_192
systems,systems,NOUN,192,system,NA,NA,S0020025508004520,S0020025508004520_192
brazilian,brazilian,ADJ,192,brazilian,Brazilian,NA,S0020025508004520,S0020025508004520_192
portuguese,portuguese,NOUN,192,portugues,Portuguese,Romance|Romance language|Latinian language|European,S0020025508004520,S0020025508004520_192
since,since,ADV,192,sinc,NA,NA,S0020025508004520,S0020025508004520_192
latter,latter,ADJ,192,latter,latter(a),NA,S0020025508004520,S0020025508004520_192
evaluated,evaluate,VERB,192,evalu,appraise|assess|evaluate|judge|measure|pass judgment|valuate|value,evaluate|pass judgment|judge|think|cogitate|cerebrate,S0020025508004520,S0020025508004520_192
different,different,ADJ,192,differ,different,NA,S0020025508004520,S0020025508004520_192
environment,environment,NOUN,192,environ,environment|environs|surround|surroundings,situation|state of affairs|geographical area|geographic area|geographical region|geographic region,S0020025508004520,S0020025508004520_192
quantitative,quantitative,ADJ,16,quantit,quantitative,NA,S0020025514004137,S0020025514004137_16
method,method,NOUN,16,method,method|method acting,know-how|acting|playing|playacting|performing,S0020025514004137,S0020025514004137_16
chen,chen,NOUN,16,chen,Chen|subgenus Chen,bird genus,S0020025514004137,S0020025514004137_16
lin,lin,NOUN,16,lin,Lin|Maya Lin,NA,S0020025514004137,S0020025514004137_16
firstly,firstly,ADV,16,firstli,first|first of all|first off|firstly|foremost,NA,S0020025514004137,S0020025514004137_16
proposed,propose,VERB,16,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025514004137,S0020025514004137_16
novel,novel,NOUN,16,novel,novel,fiction|book|volume,S0020025514004137,S0020025514004137_16
analytic,analytic,ADJ,16,analyt,analytic|analytical|uninflected,NA,S0020025514004137,S0020025514004137_16
methods,method,NOUN,16,method,method|method acting,know-how|acting|playing|playacting|performing,S0020025514004137,S0020025514004137_16
evaluating,evaluate,VERB,16,evalu,appraise|assess|evaluate|judge|measure|pass judgment|valuate|value,evaluate|pass judgment|judge|think|cogitate|cerebrate,S0020025514004137,S0020025514004137_16
realtime,realtime,VERB,16,realtim,NA,NA,S0020025514004137,S0020025514004137_16
performance,performance,NOUN,16,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025514004137,S0020025514004137_16
systems,systems,NOUN,16,system,NA,NA,S0020025514004137,S0020025514004137_16
enhance,enhance,NOUN,36,enhanc,NA,NA,S0020025514004137,S0020025514004137_36
realtime,realtime,VERB,36,realtim,NA,NA,S0020025514004137,S0020025514004137_36
evaluation,evaluation,NOUN,36,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal,S0020025514004137,S0020025514004137_36
capability,capability,NOUN,36,capabl,capability|capableness|capacity|potentiality,ability|susceptibility|susceptibleness|aptitude,S0020025514004137,S0020025514004137_36
system,system,NOUN,36,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness,S0020025514004137,S0020025514004137_36
chen,chen,NOUN,36,chen,Chen|subgenus Chen,bird genus,S0020025514004137,S0020025514004137_36
lin,lin,NOUN,36,lin,Lin|Maya Lin,NA,S0020025514004137,S0020025514004137_36
