token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
chose,choose,NOUN,186,choos,NA,NA,S0020025508004520,S0020025508004520_186
paired,paire,VERB,186,pair,NA,NA,S0020025508004520,S0020025508004520_186
t,t,NOUN,186,t,deoxythymidine monophosphate|liothyronine|metric ton|MT|t|T|tetraiodothyronine|thymine|thyroxin|thyroxine|tonne|triiodothyronine,pyrimidine|nucleotide|base|metric weight unit|weight unit|letter|letter of the alphabet|alphabetic character|thyroid hormone,S0020025508004520,S0020025508004520_186
test,test,NOUN,186,test,exam|examination|mental test|mental testing|psychometric test|run|test|trial|trial run|tryout,experiment|experimentation|mental measurement|communication|communicating|attempt|effort|endeavor|endeavour|try|covering|natural covering|cover,S0020025508004520,S0020025508004520_186
average,average,NOUN,186,averag,average|norm,statistic|ratio|scale value,S0020025508004520,S0020025508004520_186
f,f,NOUN,186,f,atomic number 9|degree Fahrenheit|f|F|farad|fluorine,degree|chemical element|element|gas|halogen|capacitance unit|letter|letter of the alphabet|alphabetic character,S0020025508004520,S0020025508004520_186
measures,measure,NOUN,186,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container,S0020025508004520,S0020025508004520_186
hypothesis,hypothesis,NOUN,186,hypothesi,conjecture|guess|hypothesis|possibility|speculation|supposition|surmisal|surmise|theory,proposal|concept|conception|construct|opinion|view,S0020025508004520,S0020025508004520_186
equal,equal,ADJ,186,equal,adequate|equal,NA,S0020025508004520,S0020025508004520_186
averages,average,NOUN,186,averag,average|norm,statistic|ratio|scale value,S0020025508004520,S0020025508004520_186
complementary,complementary,ADJ,245,complementari,complemental|complementary|completing,NA,S0020025508004520,S0020025508004520_245
experiments,experiment,NOUN,245,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_245
show,show,VERB,245,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S0020025508004520,S0020025508004520_245
cn,cn,NOUN,245,cn,NA,NA,S0020025508004520,S0020025508004520_245
summ,summ,NOUN,245,summ,NA,NA,S0020025508004520,S0020025508004520_245
strategies,strategy,NOUN,245,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_245
tend,tend,VERB,245,tend,be given|incline|lean|run|tend,be|attend|take care|look|see|mind,S0020025508004520,S0020025508004520_245
equivalent,equivalent,ADJ,245,equival,equivalent|tantamount(p),NA,S0020025508004520,S0020025508004520_245
other,other,ADJ,245,other,early(a)|former(a)|other|other(a),NA,S0020025508004520,S0020025508004520_245
when,when,ADV,245,when,NA,NA,S0020025508004520,S0020025508004520_245
shorter,shorter,NOUN,245,shorter,NA,NA,S0020025508004520,S0020025508004520_245
summaries,summary,NOUN,245,summari,sum-up|summary,statement,S0020025508004520,S0020025508004520_245
generated,generate,VERB,245,gener,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce,S0020025508004520,S0020025508004520_245
according,accord,VERB,245,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give,S0020025508004520,S0020025508004520_245
statistical,statistical,ADJ,245,statist,statistical,NA,S0020025508004520,S0020025508004520_245
tests,test,NOUN,245,test,exam|examination|mental test|mental testing|psychometric test|run|test|trial|trial run|tryout,experiment|experimentation|mental measurement|communication|communicating|attempt|effort|endeavor|endeavour|try|covering|natural covering|cover,S0020025508004520,S0020025508004520_245
performed,perform,VERB,245,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil,S0020025508004520,S0020025508004520_245
means,mean,VERB,128,mean,entail|have in mind|imply|intend|mean|signify|stand for|think|think of,NA,S0020025514009608,S0020025514009608_128
weight,weight,NOUN,128,weight,exercising weight|free weight|system of weights|weight|weight unit|weightiness|weighting,physical property|sports equipment|importance|artifact|artefact|oppression|oppressiveness|system of measurement|metric|unit of measurement|unit|coefficient,S0020025514009608,S0020025514009608_128
given,give,VERB,128,give,afford|apply|break|cave in|chip in|collapse|commit|consecrate|contribute|dedicate|devote|ease up|establish|fall in|feed|founder|generate|gift|give|give way|grant|hand|have|hold|impart|kick in|leave|make|move over|open|pass|pass on|pay|present|reach|render|return|sacrifice|throw|turn over|yield,supply|provide|render|furnish|transfer|state|say|tell|communicate|intercommunicate|direct|make|create|think|cogitate|cerebrate|produce|pass|hand|reach|pass on|turn over|give|utter|emit|let out|let loose|release|relinquish|resign|free|give up|use|utilize|utilise|apply|employ|administer|dispense|distribute|mete out|deal|parcel out|lot|shell out|deal out|dish out|allot|dole out|move|ply|cater|change|estimate|gauge|approximate|guess|judge|execute|compensate|recompense|repair|indemnify|show|perform|stretch|toast|drink|pledge|salute|wassail|accord|grant|express|evince|submit|lead|permit|allow|let|countenance|inflict|bring down|visit|impose|happen|hap|go on|pass off|occur|fall out|come about|take place|accept|consent|go for|offer|proffer,S0020025514009608,S0020025514009608_128
cycle,cycle,NOUN,128,cycl,bicycle|bike|cps|cycle|cycle per second|cycles/second|hertz|Hz|oscillation|rhythm|round|wheel,time interval|interval|series|repeat|repetition|rate|periodic event|recurrent event|wheeled vehicle,S0020025514009608,S0020025514009608_128
length,length,NOUN,128,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment,S0020025514009608,S0020025514009608_128
dynamics,dynamics,NOUN,128,dynam,dynamics|kinetics,mechanics,S0020025514009608,S0020025514009608_128
much,much,ADV,128,much,a good deal|a great deal|a lot|lots|much|often|practically|very much,NA,S0020025514009608,S0020025514009608_128
larger,larger,ADJ,128,larger,bigger|larger,NA,S0020025514009608,S0020025514009608_128
transient,transient,NOUN,128,transient,transient,traveler|traveller|oscillation|vibration,S0020025514009608,S0020025514009608_128
however,however,ADV,216,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA,S0020025514009608,S0020025514009608_216
when,when,ADV,216,when,NA,NA,S0020025514009608,S0020025514009608_216
