token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
systems,systems,NOUN,6,system,NA,NA,S0020025508004520,S0020025508004520_6
generating,generate,NOUN,6,gener,NA,NA,S0020025508004520,S0020025508004520_6
abstracts,abstract,NOUN,6,abstract,abstract|abstraction|outline|precis|synopsis,concept|conception|construct|summary|sum-up,S0020025508004520,S0020025508004520_6
require,require,VERB,6,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be,S0020025508004520,S0020025508004520_6
sophisticated,sophisticate,ADJ,6,sophist,NA,NA,S0020025508004520,S0020025508004520_6
resources,resource,NOUN,6,resourc,imagination|resource|resourcefulness,assets|asset|plus|inventiveness|ingeniousness|ingenuity|cleverness,S0020025508004520,S0020025508004520_6
such,such,ADJ,6,such,such(a),NA,S0020025508004520,S0020025508004520_6
as,as,ADV,6,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_6
discourse,discourse,NOUN,6,discours,discourse|discussion|preaching|sermon|treatment,language unit|linguistic unit|address|speech|communication|communicating,S0020025508004520,S0020025508004520_6
semantic,semantic,ADJ,6,semant,semantic,NA,S0020025508004520,S0020025508004520_6
analyzers,analyzer,NOUN,6,analyz,analyser|analyzer,instrument,S0020025508004520,S0020025508004520_6
infer,infer,NOUN,6,infer,NA,NA,S0020025508004520,S0020025508004520_6
meaning,mean,VERB,6,mean,entail|have in mind|imply|intend|mean|signify|stand for|think|think of,NA,S0020025508004520,S0020025508004520_6
source,source,NOUN,6,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication,S0020025508004520,S0020025508004520_6
text,text,NOUN,6,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_6
language,language,NOUN,6,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word,S0020025508004520,S0020025508004520_6
generators,generator,NOUN,6,gener,author|generator|source,apparatus|setup|engine|maker|shaper|electronic device,S0020025508004520,S0020025508004520_6
compose,compose,VERB,6,compos,compile|compose|draw up|frame|indite|pen|write,constitute|represent|make up|comprise|be|make|create|create verbally|calm|calm down|quiet|tranquilize|tranquillize|tranquillise|quieten|lull|still|plan,S0020025508004520,S0020025508004520_6
summary,summary,NOUN,6,summari,sum-up|summary,statement,S0020025508004520,S0020025508004520_6
network,network,NOUN,52,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_52
sentences,sentences,NOUN,52,sentenc,NA,NA,S0020025508004520,S0020025508004520_52
there,there,ADV,52,there,there|thither,NA,S0020025508004520,S0020025508004520_52
edge,edge,NOUN,52,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line,S0020025508004520,S0020025508004520_52
nodes,node,NOUN,52,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_52
whenever,whenever,ADV,52,whenev,NA,NA,S0020025508004520,S0020025508004520_52
share,share,NOUN,52,share,contribution|parcel|part|percentage|ploughshare|plowshare|portion|share,assets|stock certificate|stock|allotment|apportionment|apportioning|allocation|parceling|parcelling|assignation|attempt|effort|endeavor|endeavour|try|wedge,S0020025508004520,S0020025508004520_52
common,common,ADJ,52,common,coarse|common|mutual|plebeian|rough-cut|uncouth|unwashed|usual|vernacular|vulgar,NA,S0020025508004520,S0020025508004520_52
terms,term,NOUN,52,term,condition|full term|strings|term|terminal figure|terminus,word|time period|period of time|period|statement|quantity|constituent|grammatical constituent|point|point in time|statue,S0020025508004520,S0020025508004520_52
number,number,NOUN,52,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S0020025508004520,S0020025508004520_52
shared,share,VERB,52,share,apportion|deal|divvy up|partake|partake in|portion out|share,overlap|use|utilize|utilise|apply|employ|get|acquire|distribute|give out|hand out|pass out|communicate|intercommunicate,S0020025508004520,S0020025508004520_52
corresponds,corresponds,NOUN,52,correspond,NA,NA,S0020025508004520,S0020025508004520_52
weight,weight,NOUN,52,weight,exercising weight|free weight|system of weights|weight|weight unit|weightiness|weighting,physical property|sports equipment|importance|artifact|artefact|oppression|oppressiveness|system of measurement|metric|unit of measurement|unit|coefficient,S0020025508004520,S0020025508004520_52
