token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
number,number,NOUN,87,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S0020025508004520,S0020025508004520_87
sentences,sentences,NOUN,87,sentenc,NA,NA,S0020025508004520,S0020025508004520_87
extract,extract,NOUN,87,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_87
depends,depend,VERB,87,depend,bank|bet|calculate|count|depend|look|reckon|rely|swear,be|trust,S0020025508004520,S0020025508004520_87
compression,compression,NOUN,87,compress,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing,S0020025508004520,S0020025508004520_87
rate,rate,NOUN,87,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion,S0020025508004520,S0020025508004520_87
way,way,NOUN,87,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage,S0020025508004520,S0020025508004520_87
ranked,rank,VERB,87,rank,grade|order|outrank|place|range|rank|rate,be|evaluate|pass judgment|judge|excel|stand out|surpass,S0020025508004520,S0020025508004520_87
yields,yield,NOUN,87,yield,fruit|issue|output|payoff|proceeds|production|return|take|takings|yield,production|income|product|indefinite quantity,S0020025508004520,S0020025508004520_87
summarization,summarization,NOUN,87,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_87
strategy,strategy,NOUN,87,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_87
