token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
here,here,ADV,31,here,here|hither,NA,S0020025508004520,S0020025508004520_31
address,address,NOUN,31,address,address|computer address|destination|name and address|reference|savoir-faire|speech,code|computer code|geographic point|geographical point|speech act|manner of speaking|speech|delivery|street sign|direction|instruction|stance|tact|tactfulness,S0020025508004520,S0020025508004520_31
design,design,NOUN,31,design,aim|blueprint|conception|design|designing|excogitation|figure|innovation|intent|intention|invention|pattern|plan|purpose,creating by mental acts|arrangement|organization|organisation|system|plan|program|programme|decoration|ornament|ornamentation|goal|end|sketch|study|creativity|creativeness|creative thinking,S0020025508004520,S0020025508004520_31
extractive,extractive,ADJ,31,extract,NA,NA,S0020025508004520,S0020025508004520_31
summarizers,summarizer,NOUN,31,summar,NA,NA,S0020025508004520,S0020025508004520_31
based,base,VERB,31,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025508004520,S0020025508004520_31
complex,complex,NOUN,31,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction,S0020025508004520,S0020025508004520_31
networks,network,NOUN,31,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_31
concepts,concept,NOUN,31,concept,concept|conception|construct,idea|thought,S0020025508004520,S0020025508004520_31
essential,essential,ADJ,157,essenti,all important(p)|all-important(a)|crucial|essential|indispensable|of the essence(p)|substantive,NA,S0020025508004520,S0020025508004520_157
sentences,sentences,NOUN,157,sentenc,NA,NA,S0020025508004520,S0020025508004520_157
selected,select,VERB,157,select,choose|pick out|select|take,decide|make up one's mind|determine,S0020025508004520,S0020025508004520_157
compose,compose,VERB,157,compos,compile|compose|draw up|frame|indite|pen|write,constitute|represent|make up|comprise|be|make|create|create verbally|calm|calm down|quiet|tranquilize|tranquillize|tranquillise|quieten|lull|still|plan,S0020025508004520,S0020025508004520_157
extract,extract,NOUN,157,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_157
superfluous,superfluous,ADJ,157,superflu,excess|extra|otiose|pointless|purposeless|redundant|senseless|spare|supererogatory|superfluous|supernumerary|surplus|wasted,NA,S0020025508004520,S0020025508004520_157
sentence,sentence,NOUN,199,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term,S0020025508004520,S0020025508004520_199
ignored,ignore,VERB,199,ignor,brush aside|brush off|cut|discount|dismiss|disregard|ignore|neglect|push aside|snub,treat|handle|do by|reject,S0020025508004520,S0020025508004520_199
selection,selection,NOUN,199,select,choice|excerpt|excerption|extract|natural selection|option|pick|selection|survival|survival of the fittest,action|assortment|mixture|mixed bag|miscellany|miscellanea|variety|salmagundi|smorgasbord|potpourri|motley|decision making|deciding|natural process|natural action|activity|passage,S0020025508004520,S0020025508004520_199
process,process,NOUN,199,process,appendage|cognitive operation|cognitive process|mental process|operation|outgrowth|physical process|procedure|process|summons|unconscious process,activity|cognition|knowledge|noesis|writ|judicial writ|body part|physical entity,S0020025508004520,S0020025508004520_199
continues,continue,VERB,199,continu,bear on|carry on|continue|cover|extend|go along|go forward|go on|keep|keep on|persist in|preserve|proceed|remain|retain|stay|stay on|uphold,act|move|talk|speak|keep|maintain|hold|travel|go|locomote|prolong|sustain|keep up|be,S0020025508004520,S0020025508004520_199
picking,pick,VERB,199,pick,beak|blame|break up|clean|cull|find fault|foot|nibble|peck|pick|piece|pluck|plunk,choose|take|select|pick out|gather|garner|collect|pull together|knock|criticize|criticise|pick apart|provoke|evoke|call forth|kick up|remove|take away|withdraw|rob|pay|pull|draw|pierce|strike|eat,S0020025508004520,S0020025508004520_199
up,up,ADV,199,up,up|upward|upwardly|upwards,NA,S0020025508004520,S0020025508004520_199
sentences,sentences,NOUN,199,sentenc,NA,NA,S0020025508004520,S0020025508004520_199
fits,fits,NOUN,199,fit,NA,NA,S0020025508004520,S0020025508004520_199
extract,extract,NOUN,199,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_199
found,find,VERB,199,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow,S0020025508004520,S0020025508004520_199
simple,simple,ADJ,271,simpl,bare(a)|childlike|dewy-eyed|dim-witted|elementary|mere(a)|round-eyed|simple|simple-minded|simple(a)|uncomplicated|unproblematic|unsubdivided|wide-eyed,NA,S0020025508004520,S0020025508004520_271
network,network,NOUN,271,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_271
representation,representation,NOUN,271,represent,agency|delegacy|histrionics|internal representation|mental representation|representation|theatrical|theatrical performance,content|cognitive content|mental object|creation|cooperation|state|body|statement|performance|public presentation|right|activity,S0020025508004520,S0020025508004520_271
texts,texts,NOUN,271,text,NA,NA,S0020025508004520,S0020025508004520_271
defined,define,VERB,271,defin,define|delimit|delimitate|delineate|determine|fix|limit|set|specify,be|specify|set|determine|define|fix|limit|characterize|characterise|show|choose|take|select|pick out,S0020025508004520,S0020025508004520_271
requires,require,NOUN,271,requir,NA,NA,S0020025508004520,S0020025508004520_271
only,only,ADV,271,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0020025508004520,S0020025508004520_271
shallow,shallow,ADJ,271,shallow,shallow,NA,S0020025508004520,S0020025508004520_271
text,text,NOUN,271,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_271
processing,processe,NOUN,271,process,NA,NA,S0020025508004520,S0020025508004520_271
finally,finally,ADV,47,final,at last|at long last|eventually|finally|in conclusion|in the end|last|lastly|ultimately,NA,S0020025514004137,S0020025514004137_47
section,section,NOUN,47,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025514004137,S0020025514004137_47
concludes,conclude,NOUN,47,conclud,NA,NA,S0020025514004137,S0020025514004137_47
paper,paper,NOUN,47,paper,composition|newspaper|newspaper publisher|paper|report|theme,material|stuff|essay|press|public press|medium|article|publisher|publishing house|publishing firm|publishing company|product|production,S0020025514004137,S0020025514004137_47
paper,paper,NOUN,138,paper,composition|newspaper|newspaper publisher|paper|report|theme,material|stuff|essay|press|public press|medium|article|publisher|publishing house|publishing firm|publishing company|product|production,S0020025514004137,S0020025514004137_138
presents,present,NOUN,138,present,nowadays|present|present tense,time|gift|tense,S0020025514004137,S0020025514004137_138
detailed,detailead,ADJ,138,detailead,NA,NA,S0020025514004137,S0020025514004137_138
numerical,numerical,ADJ,138,numer,mathematical|numeral|numeric|numerical,NA,S0020025514004137,S0020025514004137_138
example,example,NOUN,138,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson,S0020025514004137,S0020025514004137_138
explain,explain,VERB,138,explain,excuse|explain|explicate,inform|state|say|tell|justify|vindicate,S0020025514004137,S0020025514004137_138
proposed,propose,VERB,138,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025514004137,S0020025514004137_138
approach,approach,NOUN,138,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing,S0020025514004137,S0020025514004137_138
e,e,NOUN,141,e,atomic number 99|due east|e|E|east|eastward|einsteinium|Es|tocopherol|vitamin E,fat-soluble vitamin|antioxidant|metallic element|metal|cardinal compass point|transcendental number|letter|letter of the alphabet|alphabetic character,S0020025514004137,S0020025514004137_141
specifically,specifically,ADV,70,specif,specifically,NA,S0020025514009608,S0020025514009608_70
particularities,particularity,NOUN,70,particular,particularity|specialness,quality,S0020025514009608,S0020025514009608_70
training,training,NOUN,70,train,breeding|education|grooming|preparation|training,activity|upbringing,S0020025514009608,S0020025514009608_70
classification,classification,NOUN,70,classif,assortment|categorisation|categorization|classification|compartmentalisation|compartmentalization|sorting,grouping|arrangement|basic cognitive process|restriction|confinement,S0020025514009608,S0020025514009608_70
phases,phase,NOUN,70,phase,form|phase|phase angle|stage,time period|period of time|period|state of matter|state|point|point in time|appearance|visual aspect,S0020025514009608,S0020025514009608_70
general,general,ADJ,70,gener,cosmopolitan|ecumenical|general|oecumenical|universal|world-wide|worldwide,NA,S0020025514009608,S0020025514009608_70
definition,definition,NOUN,70,definit,definition,explanation|account|distinctness|sharpness,S0020025514009608,S0020025514009608_70
scheme,scheme,NOUN,70,scheme,dodge|dodging|outline|schema|scheme|strategy|system,plan of action|falsehood|falsity|untruth|group|grouping|representation|mental representation|internal representation|plan|program|programme,S0020025514009608,S0020025514009608_70
discussed,discuss,VERB,70,discuss,discourse|discuss|hash out|talk about|talk over,cover|treat|handle|plow|deal|address|talk of|talk about,S0020025514009608,S0020025514009608_70
section,section,NOUN,179,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025514009608,S0020025514009608_179
computer,computer,NOUN,179,comput,calculator|computer|computing device|computing machine|data processor|electronic computer|estimator|figurer|information processing system|reckoner,machine|expert,S0020025514009608,S0020025514009608_179
experiments,experiment,NOUN,179,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025514009608,S0020025514009608_179
performed,perform,VERB,179,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil,S0020025514009608,S0020025514009608_179
order,order,NOUN,179,order,club|decree|edict|fiat|gild|guild|Holy Order|lodge|monastic order|order|Order|order of magnitude|ordering|orderliness|ordination|parliamentary law|parliamentary procedure|purchase order|rescript|rules of order|social club|society,command|bid|bidding|dictation|magnitude|state|arrangement|condition|status|act|enactment|commercial document|commercial instrument|association|rule|prescript|position|sect|religious sect|religious order|taxonomic group|taxonomic category|taxon|request|asking|artistic style|idiom|organization|organisation,S0020025514009608,S0020025514009608_179
assess,assess,NOUN,179,assess,NA,NA,S0020025514009608,S0020025514009608_179
effectiveness,effectiveness,NOUN,179,effect,effectiveness|effectivity|effectuality|effectualness|potency|strength,power|powerfulness|power|powerfulness,S0020025514009608,S0020025514009608_179
proposed,propose,VERB,179,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025514009608,S0020025514009608_179
hybrid,hybrid,NOUN,179,hybrid,cross|crossbreed|hybrid|loan-blend|loanblend,word|complex|composite|organism|being,S0020025514009608,S0020025514009608_179
classification,classification,NOUN,179,classif,assortment|categorisation|categorization|classification|compartmentalisation|compartmentalization|sorting,grouping|arrangement|basic cognitive process|restriction|confinement,S0020025514009608,S0020025514009608_179
model,model,NOUN,179,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation,S0020025514009608,S0020025514009608_179
based,base,VERB,179,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025514009608,S0020025514009608_179
tourist,tourist,NOUN,179,tourist,holidaymaker|tourer|tourist,traveler|traveller,S0020025514009608,S0020025514009608_179
walks,walk,VERB,179,walk,take the air|walk,travel|go|move|locomote|accompany|score|hit|tally|rack up|traverse|track|cover|cross|pass over|get over|get across|cut through|cut across|play|behave|comport|consociate|associate|pace|compel|oblige|obligate,S0020025514009608,S0020025514009608_179
other,other,ADJ,226,other,early(a)|former(a)|other|other(a),NA,S0020025514009608,S0020025514009608_226
hand,hand,NOUN,226,hand,bridge player|deal|hand|handwriting|helping hand|hired hand|hired man|manus|mitt|paw|script,extremity|laborer|manual laborer|labourer|jack|writing|ability|power|side|collection|aggregation|accumulation|assemblage|pointer|handbreadth|handsbreadth|sailor|crewman|card player|applause|hand clapping|clapping|forepaw|aid|assist|assistance|help,S0020025514009608,S0020025514009608_226
data,data,NOUN,226,data,data|information,collection|aggregation|accumulation|assemblage,S0020025514009608,S0020025514009608_226
sets,set,VERB,226,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025514009608,S0020025514009608_226
cycle,cycle,NOUN,226,cycl,bicycle|bike|cps|cycle|cycle per second|cycles/second|hertz|Hz|oscillation|rhythm|round|wheel,time interval|interval|series|repeat|repetition|rate|periodic event|recurrent event|wheeled vehicle,S0020025514009608,S0020025514009608_226
length,length,NOUN,226,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment,S0020025514009608,S0020025514009608_226
behavior,behavior,NOUN,226,behavior,behavior|behaviour|conduct|demeanor|demeanour|deportment|doings,activity|action|activeness|trait,S0020025514009608,S0020025514009608_226
rather,rather,ADV,226,rather,instead|kind of|kinda|preferably|quite|rather|sooner|sort of,NA,S0020025514009608,S0020025514009608_226
interesting,interesting,ADJ,226,interest,interesting,NA,S0020025514009608,S0020025514009608_226
roughly,roughly,ADV,226,roughli,about|approximately|around|close to|just about|more or less|or so|rough|roughly|some,NA,S0020025514009608,S0020025514009608_226
divided,divide,VERB,226,divid,carve up|dissever|disunite|divide|fraction|part|separate|split|split up,change integrity|calculate|cipher|cypher|compute|work out|reckon|figure|change|move|displace,S0020025514009608,S0020025514009608_226
different,different,ADJ,226,differ,different,NA,S0020025514009608,S0020025514009608_226
regions,region,NOUN,226,region,area|neighborhood|part|realm|region,location|body part|indefinite quantity|knowledge domain|knowledge base|domain,S0020025514009608,S0020025514009608_226
small,small,ADJ,226,small,belittled|diminished|humble|little|low|lowly|minor|minuscule|modest|pocket-size|pocket-sized|small|small-scale|small(a),NA,S0020025514009608,S0020025514009608_226
μ,μ,NOUN,226,μ,NA,NA,S0020025514009608,S0020025514009608_226
directly,directly,ADV,226,directli,at once|direct|directly|flat|forthwith|immediately|instantly|like a shot|now|right away|straight|straight off|straightaway,NA,S0020025514009608,S0020025514009608_226
proportional,proportional,ADJ,226,proport,proportional|relative,NA,S0020025514009608,S0020025514009608_226
intermediate,intermediate,ADJ,226,intermedi,average|intermediate|medium,NA,S0020025514009608,S0020025514009608_226
values,value,NOUN,226,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0020025514009608,S0020025514009608_226
inversely,inversely,ADV,226,invers,inversely|reciprocally,NA,S0020025514009608,S0020025514009608_226
sufficiently,sufficientely,ADV,226,sufficient,NA,NA,S0020025514009608,S0020025514009608_226
large,large,ADJ,226,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),NA,S0020025514009608,S0020025514009608_226
also,also,ADV,226,also,also|as well|besides|likewise|too,NA,S0020025514009608,S0020025514009608_226
settles,settle,NOUN,226,settl,settee|settle,bench,S0020025514009608,S0020025514009608_226
down,down,ADV,226,down,down|downward|downwardly|downwards,NA,S0020025514009608,S0020025514009608_226
steady,steady,ADJ,226,steadi,firm|regular|steadfast|steady|stiff|unbendable|unfaltering|unfluctuating|unshakable|unwavering,NA,S0020025514009608,S0020025514009608_226
region,region,NOUN,226,region,area|neighborhood|part|realm|region,location|body part|indefinite quantity|knowledge domain|knowledge base|domain,S0020025514009608,S0020025514009608_226
phenomenon,phenomenon,NOUN,232,phenomenon,phenomenon,process|physical process|development,S0020025514009608,S0020025514009608_232
explains,explain,VERB,232,explain,excuse|explain|explicate,inform|state|say|tell|justify|vindicate,S0020025514009608,S0020025514009608_232
steady,steady,ADJ,232,steadi,firm|regular|steadfast|steady|stiff|unbendable|unfaltering|unfluctuating|unshakable|unwavering,NA,S0020025514009608,S0020025514009608_232
regions,region,NOUN,232,region,area|neighborhood|part|realm|region,location|body part|indefinite quantity|knowledge domain|knowledge base|domain,S0020025514009608,S0020025514009608_232
figure,figure,VERB,232,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend,S0020025514009608,S0020025514009608_232
close,close,ADJ,287,close,airless|cheeseparing|close|close-fitting|closelipped|closemouthed|confining|faithful|near|nigh|penny-pinching|secretive|skinny|snug|stuffy|tight|tightlipped|unaired,NA,S0020025514009608,S0020025514009608_287
section,section,NOUN,287,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025514009608,S0020025514009608_287
final,final,ADJ,287,final,concluding|final|last|net|terminal,NA,S0020025514009608,S0020025514009608_287
note,note,NOUN,287,note,annotation|bank bill|bank note|banker's bill|banknote|bill|billet|distinction|eminence|Federal Reserve note|government note|greenback|line|musical note|notation|note|note of hand|preeminence|promissory note|short letter|tone,written record|written account|personal letter|musical notation|tone|tone of voice|air|aura|atmosphere|paper money|folding money|paper currency|comment|commentary|high status|debt instrument|obligation|certificate of indebtedness,S0020025514009608,S0020025514009608_287
as,as,ADV,327,a,as|equally|every bit,NA,S0020025514009608,S0020025514009608_327
consequence,consequence,NOUN,327,consequ,aftermath|consequence|effect|event|import|issue|moment|outcome|result|upshot,phenomenon|result|resultant|final result|outcome|termination|significance,S0020025514009608,S0020025514009608_327
inclusion,inclusion,NOUN,327,inclus,cellular inclusion|comprehension|inclusion|inclusion body,situation|state of affairs|involvement|body|increase|step-up,S0020025514009608,S0020025514009608_327
test,test,NOUN,327,test,exam|examination|mental test|mental testing|psychometric test|run|test|trial|trial run|tryout,experiment|experimentation|mental measurement|communication|communicating|attempt|effort|endeavor|endeavour|try|covering|natural covering|cover,S0020025514009608,S0020025514009608_327
digit,digit,NOUN,327,digit,dactyl|digit|figure|finger|finger's breadth|fingerbreadth,integer|whole number|linear unit|linear measure|extremity|appendage|member,S0020025514009608,S0020025514009608_327
class,class,NOUN,327,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S0020025514009608,S0020025514009608_327
disturb,disturb,NOUN,327,disturb,NA,NA,S0020025514009608,S0020025514009608_327
change,change,NOUN,327,chang,alteration|change|modification|variety,happening|occurrence|occurrent|natural event|relation|action|consequence|effect|outcome|result|event|issue|upshot|cash|hard cash|hard currency|thing|clothing|article of clothing|vesture|wear|wearable|habiliment|coin|difference,S0020025514009608,S0020025514009608_327
organization,organization,NOUN,327,organ,administration|arrangement|brass|constitution|establishment|formation|governance|governing body|organisation|organization|system,social group|structure|body|administration|disposal|orderliness|methodicalness|activity|beginning|start|commencement,S0020025514009608,S0020025514009608_327
