token,lemma,upos,clique,stem,synonyms,hypernyms
smart,smart,ADJ,1,smart,bright|chic|fresh|impertinent|impudent|overbold|sassy|saucy|smart|voguish|wise,
product,product,NOUN,1,product,Cartesian product|intersection|mathematical product|merchandise|product|production|ware,commodity|trade good|good|creation|quantity|chemical|chemical substance|consequence|effect|outcome|result|event|issue|upshot|set
service,service,NOUN,1,servic,armed service|avail|divine service|help|inspection and repair|military service|overhaul|religious service|Robert William Service|serve|service|Service|service of process|servicing|serving|table service,work|aid|assist|assistance|help|religious ceremony|religious ritual|company|employment|force|personnel|helpfulness|tableware|coupling|mating|pairing|conjugation|union|sexual union|activity|tennis stroke|tennis shot|delivery|bringing|care|maintenance|upkeep|accommodation
system,system,NOUN,1,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
pss,pss,NOUN,1,pss,,NA
has,have,VERB,1,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
emerged,emerge,VERB,1,emerg,come forth|come out|egress|emerge|go forth|issue,appear|surface|come up|rise up|rise|originate|arise|develop|uprise|spring up|grow
as,as,ADV,1,a,as|equally|every bit,
mainstream,mainstream,ADJ,1,mainstream,,NA
strategy,strategy,NOUN,1,strategi,scheme|strategy,plan of action|military science
employed,employ,VERB,1,emploi,apply|employ|engage|hire|use|utilise|utilize,
manufacturers,manufacturer,NOUN,1,manufactur,maker|manufacturer|manufacturing business|producer,business|concern|business concern|business organization|business organisation|maker|shaper
achieve,achieve,VERB,1,achiev,accomplish|achieve|attain|reach,succeed|win|come through|bring home the bacon|deliver the goods
higher,higher,ADJ,1,higher,higher(a),
market,market,NOUN,1,market,food market|grocery|grocery store|market|market place|marketplace|mart|securities industry,activity|class|stratum|social class|socio-economic class|marketplace|market place|mart|market|industry|mercantile establishment|retail store|sales outlet|outlet
competiveness,competiveness,NOUN,1,compet,,NA
customer,customer,NOUN,1,custom,client|customer,consumer
satisfaction,satisfaction,NOUN,1,satisfact,atonement|expiation|gratification|satisfaction,contentment|emotional state|spirit|damages|amends|indemnity|indemnification|restitution|redress|payment|change
environmental,environmental,ADJ,1,environment,environmental,
sustainability,sustainability,NOUN,1,sustain,sustainability,property
era,era,NOUN,1,era,earned run average|epoch|era|ERA|geological era,time period|period of time|period|geological time|geologic time|standard|criterion|measure|touchstone
zheng,zheng,NOUN,1,zheng,,NA
saunila,saunila,NOUN,1,saunila,,NA
smart,smart,ADJ,2,smart,bright|chic|fresh|impertinent|impudent|overbold|sassy|saucy|smart|voguish|wise,
pss,pss,NOUN,2,pss,,NA
comprises,comprise,NOUN,2,compris,,NA
connected,connect,VERB,2,connect,associate|colligate|connect|get in touch|join|link|link up|plug in|plug into|relate|tie|tie in|touch base|unite,think|cogitate|cerebrate|join|hit|strike|impinge on|run into|collide with|be|relate|interact|insert|infix|enter|introduce
product,product,NOUN,2,product,Cartesian product|intersection|mathematical product|merchandise|product|production|ware,commodity|trade good|good|creation|quantity|chemical|chemical substance|consequence|effect|outcome|result|event|issue|upshot|set
scp,scp,NOUN,2,scp,,NA
various,various,ADJ,2,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,
valued,value,VERB,2,valu,appraise|appreciate|assess|esteem|evaluate|measure|prise|prize|rate|respect|treasure|valuate|value,determine|set|see|consider|reckon|view|regard|evaluate|pass judgment|judge|measure|valuate|assess|appraise|value
service,service,NOUN,2,servic,armed service|avail|divine service|help|inspection and repair|military service|overhaul|religious service|Robert William Service|serve|service|Service|service of process|servicing|serving|table service,work|aid|assist|assistance|help|religious ceremony|religious ritual|company|employment|force|personnel|helpfulness|tableware|coupling|mating|pairing|conjugation|union|sexual union|activity|tennis stroke|tennis shot|delivery|bringing|care|maintenance|upkeep|accommodation
