token,lemma,upos,clique,stem,synonyms,hypernyms
recent,recent,ADJ,1,recent,late(a)|recent,
research,research,NOUN,1,research,enquiry|inquiry|research,investigation|investigating|problem solving
has,have,VERB,1,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
shown,show,VERB,1,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run
ability,ability,NOUN,1,abil,ability|power,quality|cognition|knowledge|noesis
convolutional,convolutional,ADJ,1,convolut,,NA
neural,neural,ADJ,1,neural,nervous|neural|neuronal|neuronic,
networks,network,NOUN,1,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
cnn,cnn,NOUN,1,cnn,,NA
deal,deal,NOUN,1,deal,bargain|batch|business deal|deal|flock|good deal|great deal|hand|hatful|heap|lot|mass|mess|mickle|mint|mountain|muckle|passel|peck|pile|plenty|pot|quite a little|raft|sight|slew|softwood|spate|stack|tidy sum|trade|wad,transaction|dealing|dealings|agreement|understanding|large indefinite quantity|large indefinite amount|board|plank|wood|collection|aggregation|accumulation|assemblage|result|resultant|final result|outcome|termination|distribution|allotment|apportionment|apportioning|allocation|parceling|parcelling|assignation
complex,complex,NOUN,1,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
machine,machine,NOUN,1,machin,auto|automobile|car|machine|motorcar|political machine|simple machine,device|person|individual|someone|somebody|mortal|soul|organization|organisation|mechanical device|motor vehicle|automotive vehicle
vision,vision,NOUN,1,vision,imagination|imaginativeness|sight|vision|visual modality|visual sensation|visual sense,imagination|imaging|imagery|mental imagery|modality|sense modality|sensory system|exteroception|sensation|esthesis|aesthesis|sense experience|sense impression|sense datum|creativity|creativeness|creative thinking|experience
problems,problem,NOUN,1,problem,job|problem|trouble,difficulty|question|head
unprecedented,unprecedented,ADJ,1,unpreced,unprecedented,
results,result,NOUN,1,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
achieved,achieve,VERB,1,achiev,accomplish|achieve|attain|reach,succeed|win|come through|bring home the bacon|deliver the goods
tasks,tasnks,NOUN,1,tasnk,,NA
such,such,ADJ,1,such,such(a),
as,as,ADV,1,a,as|equally|every bit,
classification,classification,NOUN,1,classif,assortment|categorisation|categorization|classification|compartmentalisation|compartmentalization|sorting,grouping|arrangement|basic cognitive process|restriction|confinement
sutskever,sutskever,ADV,1,sutskev,,NA
hinton,hinton,NOUN,1,hinton,,NA
liu,liu,NOUN,1,liu,,NA
jia,jia,NOUN,1,jia,,NA
sermanet,sermanet,NOUN,1,sermanet,,NA
reed,re,VERB,1,re,,NA
erhan,erhan,ADJ,1,erhan,,NA
rabinovich,rabinovich,NOUN,1,rabinovich,,NA
segmentation,segmentation,NOUN,1,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
object,object,ADV,1,object,,NA
detection,detection,NOUN,1,detect,catching|detecting|detection|detective work|espial|sensing|signal detection|sleuthing|spotting|spying,perception|discovery|find|uncovering|reception|police work|police investigation
eigen,eigen,ADV,1,eigen,,NA
zhang,zhang,NOUN,1,zhang,,NA
fergus,fergus,NOUN,1,fergu,,NA
lecun,lecun,NOUN,1,lecun,,NA
toshev,toshev,NOUN,1,toshev,,NA
often,often,ADV,1,often,a great deal|frequently|much|oft|often|oftentimes|ofttimes,NA
outperforming,outperform,VERB,1,outperform,exceed|outdo|outgo|outmatch|outperform|outstrip|surmount|surpass,beat|beat out|crush|shell|trounce|vanquish
human,human,ADJ,1,human,human,
accuracy,accuracy,NOUN,1,accuraci,accuracy|truth,quality
cnns,cnn,NOUN,2,cnn,,NA
have,have,VERB,2,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
ability,ability,NOUN,2,abil,ability|power,quality|cognition|knowledge|noesis
learning,learn,VERB,2,learn,acquire|ascertain|check|con|determine|discover|find out|get a line|get wind|get word|hear|instruct|larn|learn|memorise|memorize|pick up|read|see|study|take|teach|watch,study|hit the books|inform
hierarchical,hierarchical,ADJ,2,hierarch,hierarchal|hierarchic|hierarchical,
representation,representation,NOUN,2,represent,agency|delegacy|histrionics|internal representation|mental representation|representation|theatrical|theatrical performance,content|cognitive content|mental object|creation|cooperation|state|body|statement|performance|public presentation|right|activity
input,input,NOUN,2,input,comment|input|input signal|remark|stimulant|stimulation|stimulus,signal|signaling|sign|statement|information|component|constituent|element
data,data,NOUN,2,data,data|information,collection|aggregation|accumulation|assemblage
requiring,require,VERB,2,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be
effort,effort,NOUN,2,effort,attempt|campaign|cause|crusade|drive|effort|elbow grease|endeavor|endeavour|exertion|exploit|feat|movement|sweat|travail|try,activity|labor|labour|toil|accomplishment|achievement|venture
design,design,NOUN,2,design,aim|blueprint|conception|design|designing|excogitation|figure|innovation|intent|intention|invention|pattern|plan|purpose,creating by mental acts|arrangement|organization|organisation|system|plan|program|programme|decoration|ornament|ornamentation|goal|end|sketch|study|creativity|creativeness|creative thinking
handcrafted,handcraft,VERB,2,handcraft,handcraft,craft
features,feature,NOUN,2,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
lecun,lecun,NOUN,2,lecun,,NA
different,different,ADJ,3,differ,different,
layers,layer,NOUN,3,layer,bed|layer|level|stratum,artifact|artefact|region|part|place|hen|biddy|structure|anatomical structure|complex body part|bodily structure|body structure
network,network,NOUN,3,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
capable,capable,ADJ,3,capabl,able|adequate to(p)|capable|equal to(p)|open|subject|up to(p),
levels,levels,NOUN,3,level,,NA
abstraction,abstraction,NOUN,3,abstract,abstract|abstract entity|abstractedness|abstraction|generalisation|generalization,concept|conception|construct|removal|remotion|theorization|theorisation|painting|picture|preoccupation|preoccupancy|absorption|engrossment|entity
capture,capture,VERB,3,captur,appropriate|becharm|beguile|bewitch|captivate|capture|catch|charm|conquer|enamor|enamour|enchant|entrance|fascinate|get|seize|trance,represent|interpret|attract|appeal|seize|prehend|clutch|change|alter|modify|assume|usurp|take over|arrogate|get|acquire
amount,amount,NOUN,3,amount,amount|amount of money|measure|quantity|sum|sum of money|total,assets|magnitude|abstraction|abstract entity|quantity
structure,structure,NOUN,3,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
patterns,pattern,NOUN,3,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording
present,present,ADJ,3,present,present|present(a),
image,image,NOUN,3,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
zeiler,zeiler,NOUN,3,zeiler,,NA
fergus,fergus,NOUN,3,fergu,,NA
complexity,complexity,NOUN,4,complex,complexity|complexness,quality
tasks,tasnks,NOUN,4,tasnk,,NA
very,very,ADV,4,veri,rattling|real|really|very,NA
large,large,ADJ,4,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),
number,number,NOUN,4,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
network,network,NOUN,4,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
parameters,parameter,NOUN,4,paramet,argument|parameter|parametric quantity,constant|constant quantity|invariable|factor|address|computer address|reference|value|quantity
need,need,VERB,4,need,ask|call for|demand|involve|necessitate|need|postulate|require|take|want,NA
learned,learn,VERB,4,learn,acquire|ascertain|check|con|determine|discover|find out|get a line|get wind|get word|hear|instruct|larn|learn|memorise|memorize|pick up|read|see|study|take|teach|watch,study|hit the books|inform
training,training,NOUN,4,train,breeding|education|grooming|preparation|training,activity|upbringing
cnns,cnn,NOUN,4,cnn,,NA
