token,lemma,upos,clique,stem,synonyms,hypernyms
study,study,NOUN,1,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
complex,complex,NOUN,1,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
networks,network,NOUN,1,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
has,have,VERB,1,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
increasingly,increasingly,ADV,1,increasingli,increasingly|more and more|progressively,
used,use,VERB,1,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
linguistic,linguistic,ADJ,1,linguist,lingual|linguistic,
research,research,NOUN,1,research,enquiry|inquiry|research,investigation|investigating|problem solving
describe,describe,VERB,1,describ,account|delineate|depict|describe|discover|distinguish|draw|identify|key|key out|line|name|report|trace,set forth|expound|exposit|inform|mark
syntactic,syntactic,ADJ,1,syntact,syntactic|syntactical,
structure,structure,NOUN,1,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
languages,language,NOUN,1,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
cavalli,cavalli,NOUN,1,caval,,NA
sforza,sforza,NOUN,1,sforza,,NA
solé,solé,NOUN,1,solé,,NA
approach,approach,NOUN,2,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing
words,word,NOUN,2,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
described,describe,VERB,2,describ,account|delineate|depict|describe|discover|distinguish|draw|identify|key|key out|line|name|report|trace,set forth|expound|exposit|inform|mark
as,as,ADV,2,a,as|equally|every bit,
vertices,vertice,NOUN,2,vertic,,NA
graph,graph,NOUN,2,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol
association,association,NOUN,2,associ,affiliation|association|connection|connexion|tie|tie-up,organization|organisation|social activity|union|unification|memory|remembering|relationship|relation|chemical process|chemical change|chemical action|group|grouping
speech,speech,NOUN,2,speech,actor's line|address|delivery|language|lecture|manner of speaking|oral communication|speech|speech communication|spoken communication|spoken language|talking to|voice communication|words,speech act|auditory communication|utterance|vocalization|speaking|speech production|expressive style|style|rebuke|reproof|reproval|reprehension|reprimand|line|faculty|mental faculty|module
writing,write,NOUN,2,write,,NA
represented,represent,VERB,2,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose
edge,edge,NOUN,2,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line
solé,solé,NOUN,2,solé,,NA
steyvers,steyver,NOUN,2,steyver,,NA
tenenbaum,tenenbaum,NOUN,2,tenenbaum,,NA
topology,topology,NOUN,3,topologi,analysis situs|network topology|regional anatomy|topographic anatomy|topology,topography|anatomy|general anatomy|pure mathematics|configuration|constellation
function,function,NOUN,3,function,affair|function|map|mapping|mathematical function|occasion|office|part|procedure|purpose|role|routine|single-valued function|social function|social occasion|subprogram|subroutine|use,mathematical relation|utility|usefulness|duty|relation|social gathering|social affair|social event|software|software program|computer software|software system|software package|package
connectivity,connectivity,NOUN,3,connect,connectivity,property
edges,edge,NOUN,3,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line
leading,lead,VERB,3,lead,chair|conduce|conduct|contribute|direct|extend|go|guide|head|lead|leave|moderate|pass|precede|result|run|take|top,produce|bring about|give rise|leave|result|lead|precede|induce|stimulate|cause|have|get|make|be|direct|promote|advance|boost|further|encourage|perform|execute|do|travel|go|move|locomote|pass|make pass|hash out|discuss|talk over
variety,variety,NOUN,3,varieti,assortment|change|diverseness|diversity|form|kind|miscellanea|miscellany|mixed bag|mixture|motley|multifariousness|potpourri|salmagundi|smorgasbord|sort|variety|variety show,collection|aggregation|accumulation|assemblage|heterogeneity|heterogeneousness|taxonomic group|taxonomic category|taxon|show|category|difference
