token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
degree,degree,NOUN,208,degre,academic degree|arcdegree|degree|grade|level|point|stage,property|state|award|accolade|honor|honour|laurels|angular unit|exponent|power|index|temperature unit|magnitude,S0020025508004520,S0020025508004520_208
also,also,ADV,208,also,also|as well|besides|likewise|too,NA,S0020025508004520,S0020025508004520_208
relevant,relevant,ADJ,208,relev,relevant,NA,S0020025508004520,S0020025508004520_208
cn,cn,NOUN,208,cn,NA,NA,S0020025508004520,S0020025508004520_208
ringslk,ringslk,NOUN,208,ringslk,NA,NA,S0020025508004520,S0020025508004520_208
instead,instead,ADV,208,instead,alternatively|instead|or else|rather,NA,S0020025508004520,S0020025508004520_208
node,node,NOUN,208,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_208
indeed,indeed,ADV,254,inde,indeed|so,NA,S0020025508004520,S0020025508004520_254
statistically,statistically,ADV,254,statist,statistically,NA,S0020025508004520,S0020025508004520_254
outperforms,outperform,NOUN,254,outperform,NA,NA,S0020025508004520,S0020025508004520_254
many,many,ADJ,254,mani,many,NA,S0020025508004520,S0020025508004520_254
other,other,ADJ,254,other,early(a)|former(a)|other|other(a),NA,S0020025508004520,S0020025508004520_254
cn,cn,NOUN,254,cn,NA,NA,S0020025508004520,S0020025508004520_254
summ,summ,NOUN,254,summ,NA,NA,S0020025508004520,S0020025508004520_254
strategies,strategy,NOUN,254,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_254
such,such,ADJ,254,such,such(a),NA,S0020025508004520,S0020025508004520_254
as,as,ADV,254,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_254
spwc,spwc,NOUN,254,spwc,NA,NA,S0020025508004520,S0020025508004520_254
along,along,ADV,72,along,along|on,NA,S0020025514004137,S0020025514004137_72
link,link,NOUN,72,link,connectedness|connection|connexion|contact|data link|inter-group communication|liaison|link|linkup|nexus|radio link|tie|tie-in,linkage|fastener|fastening|holdfast|fixing|union|unification|shape|form|linear unit|linear measure|instruction|command|statement|program line|channel|communication channel|line|communication system|circuit|electrical circuit|electric circuit,S0020025514004137,S0020025514004137_72
conditions,condition,NOUN,72,condit,circumstance|condition|consideration|experimental condition|precondition|shape|status|stipulation|strings|term,state|premise|premiss|assumption|information|good health|healthiness|illness|unwellness|malady|sickness|statement|procedure|process,S0020025514004137,S0020025514004137_72
assessment,assessment,NOUN,72,assess,appraisal|assessment|judgement|judgment,classification|categorization|categorisation|sorting|charge|monetary value|price|cost|act|deed|human action|human activity,S0020025514004137,S0020025514004137_72
lower,lower,ADJ,72,lower,NA,NA,S0020025514004137,S0020025514004137_72
