token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
several,several,ADJ,42,sever,respective(a)|several(a)|several(p)|various(a),NA,S0020025508004520,S0020025508004520_42
developments,development,NOUN,42,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision,S0020025508004520,S0020025508004520_42
summarization,summarization,NOUN,42,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_42
techniques,techniques,NOUN,42,techniqu,NA,NA,S0020025508004520,S0020025508004520_42
based,base,VERB,42,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025508004520,S0020025508004520_42
graphs,graph,NOUN,42,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol,S0020025508004520,S0020025508004520_42
reported,report,VERB,42,report,account|cover|describe|report,inform|announce|denote|complain|kick|plain|sound off|quetch|kvetch,S0020025508004520,S0020025508004520_42
literature,literature,NOUN,42,literatur,lit|literature,writing|written material|piece of writing|literary study|profession,S0020025508004520,S0020025508004520_42
established,establish,VERB,18,establish,base|build|constitute|demonstrate|establish|found|give|ground|instal|install|institute|launch|lay down|make|plant|prove|set up|shew|show,open|open up|initiate|pioneer|confirm|corroborate|sustain|substantiate|support|affirm|make|create,S0020025514004137,S0020025514004137_18
theoretical,theoretical,ADJ,18,theoret,theoretic|theoretical,NA,S0020025514004137,S0020025514004137_18
basis,basis,NOUN,18,basi,base|basis|cornerstone|footing|foundation|fundament|ground|groundwork,foundation|assumption|supposition|supposal|part|portion|component part|component|constituent,S0020025514004137,S0020025514004137_18
performance,performance,NOUN,18,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025514004137,S0020025514004137_18
evaluation,evaluation,NOUN,18,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal,S0020025514004137,S0020025514004137_18
systems,systems,NOUN,18,system,NA,NA,S0020025514004137,S0020025514004137_18
enumerate,enumerate,ADJ,83,enumer,NA,NA,S0020025514004137,S0020025514004137_83
fj,fj,PROPN,83,fj,NA,NA,S0020025514004137,S0020025514004137_83
do,do,VERB,83,do,act|answer|arrange|behave|cause|coif|coiffe|coiffure|come|do|dress|execute|exercise|fare|get along|make|make out|manage|perform|practice|practise|serve|set|suffice,NA,S0020025514004137,S0020025514004137_83
