token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
author,author,NOUN,55,author,author|generator|source|writer,communicator|maker|shaper,S0020025508004520,S0020025508004520_55
has,have,VERB,55,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025508004520,S0020025508004520_55
evaluated,evaluate,VERB,55,evalu,appraise|assess|evaluate|judge|measure|pass judgment|valuate|value,evaluate|pass judgment|judge|think|cogitate|cerebrate,S0020025508004520,S0020025508004520_55
proposal,proposal,NOUN,55,propos,marriage offer|marriage proposal|proposal|proposal of marriage|proposition,message|content|subject matter|substance|offer|offering|speech act,S0020025508004520,S0020025508004520_55
english,english,NOUN,55,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin,S0020025508004520,S0020025508004520_55
corpus,corpus,NOUN,55,corpu,corpus|principal|principal sum,capital|collection|aggregation|accumulation|assemblage|part|piece,S0020025508004520,S0020025508004520_55
duc,duc,NOUN,55,duc,NA,NA,S0020025508004520,S0020025508004520_55
document,document,NOUN,55,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file,S0020025508004520,S0020025508004520_55
understanding,understand,NOUN,55,understand,NA,NA,S0020025508004520,S0020025508004520_55
conference,conference,NOUN,55,confer,conference|group discussion|league,meeting|group meeting|association|discussion|give-and-take|word,S0020025508004520,S0020025508004520_55
brazilian,brazilian,ADJ,55,brazilian,Brazilian,NA,S0020025508004520,S0020025508004520_55
portuguese,portuguese,NOUN,55,portugues,Portuguese,Romance|Romance language|Latinian language|European,S0020025508004520,S0020025508004520_55
according,accord,VERB,55,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give,S0020025508004520,S0020025508004520_55
rouge,rouge,NOUN,55,roug,blusher|paint|rouge,makeup|make-up|war paint,S0020025508004520,S0020025508004520_55
argue,argue,VERB,77,argu,argue|contend|debate|fence|indicate|reason,present|represent|lay out|converse|discourse,S0020025508004520,S0020025508004520_77
sentences,sentences,NOUN,77,sentenc,NA,NA,S0020025508004520,S0020025508004520_77
complement,complement,NOUN,77,complement,accompaniment|complement|full complement,construction|grammatical construction|expression|count|work force|workforce|manpower|hands|men|adjunct|enzyme|counterpart|opposite number|vis-a-vis,S0020025508004520,S0020025508004520_77
most,most,ADJ,77,most,most(a),NA,S0020025508004520,S0020025508004520_77
cases,case,NOUN,77,case,case|caseful|casing|causa|cause|character|compositor's case|display case|eccentric|event|example|face|font|fount|grammatical case|guinea pig|instance|lawsuit|pillow slip|pillowcase|sheath|shell|showcase|slip|subject|suit|type|typeface|typesetter's case|vitrine,happening|occurrence|occurrent|natural event|circumstance|proceeding|legal proceeding|proceedings|fact|container|person|individual|someone|somebody|mortal|soul|problem|argument|statement|containerful|grammatical category|syntactic category|state of mind|frame of mind|adult|grownup|type|covering|natural covering|cover|housing|framework|frame|receptacle|bed linen,S0020025508004520,S0020025508004520_77
otherwise,otherwise,ADV,77,otherwis,differently|otherwise,NA,S0020025508004520,S0020025508004520_77
texts,texts,NOUN,77,text,NA,NA,S0020025508004520,S0020025508004520_77
extremely,extremely,ADV,77,extrem,deathly|exceedingly|extremely|highly|super,NA,S0020025508004520,S0020025508004520_77
repetitive,repetitive,ADJ,77,repetit,insistent|repetitious|repetitive,NA,S0020025508004520,S0020025508004520_77
first,first,ADV,145,first,first|first of all|first off|firstly|foremost,NA,S0020025508004520,S0020025508004520_145
experiment,experiment,NOUN,145,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_145
determines,determines,NOUN,145,determin,NA,NA,S0020025508004520,S0020025508004520_145
precision,precision,NOUN,145,precis,preciseness|precision,exactness|exactitude,S0020025508004520,S0020025508004520_145
recall,recall,VERB,145,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take,S0020025508004520,S0020025508004520_145
scores,score,NOUN,145,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_145
section,section,NOUN,145,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025508004520,S0020025508004520_145
whereas,whereas,NOUN,145,wherea,NA,NA,S0020025508004520,S0020025508004520_145
second,second,ADV,145,second,second|secondly,NA,S0020025508004520,S0020025508004520_145
employs,employ,NOUN,145,emploi,employ|employment,state,S0020025508004520,S0020025508004520_145
rouge,rouge,NOUN,145,roug,blusher|paint|rouge,makeup|make-up|war paint,S0020025508004520,S0020025508004520_145
uses,use,NOUN,156,us,consumption|economic consumption|employment|enjoyment|exercise|function|habit|manipulation|purpose|role|usage|usance|use|use of goods and services|utilisation|utilization,activity|utility|usefulness|demand|custom|usage|usance|influence|legal right,S0020025508004520,S0020025508004520_156
self,self,NOUN,156,self,ego|self,consciousness|person|individual|someone|somebody|mortal|soul,S0020025508004520,S0020025508004520_156
organizing,organize,VERB,156,organ,coordinate|devise|direct|engineer|form|get up|machinate|mastermind|orchestrate|organise|organize|prepare|unionise|unionize,make|create|manage|deal|care|handle|plan|arrange|set up|initiate|pioneer|join|fall in|get together,S0020025508004520,S0020025508004520_156
map,map,NOUN,156,map,function|map|mapping|mathematical function|single-valued function,representation|mathematical relation,S0020025508004520,S0020025508004520_156
neural,neural,ADJ,156,neural,nervous|neural|neuronal|neuronic,NA,S0020025508004520,S0020025508004520_156
network,network,NOUN,156,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_156
classify,classify,NOUN,156,classifi,NA,NA,S0020025508004520,S0020025508004520_156
text,text,NOUN,156,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_156
sentences,sentences,NOUN,156,sentenc,NA,NA,S0020025508004520,S0020025508004520_156
as,as,ADV,156,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_156
essential,essential,ADJ,156,essenti,all important(p)|all-important(a)|crucial|essential|indispensable|of the essence(p)|substantive,NA,S0020025508004520,S0020025508004520_156
complementary,complementary,ADJ,156,complementari,complemental|complementary|completing,NA,S0020025508004520,S0020025508004520_156
superfluous,superfluous,ADJ,156,superflu,excess|extra|otiose|pointless|purposeless|redundant|senseless|spare|supererogatory|superfluous|supernumerary|surplus|wasted,NA,S0020025508004520,S0020025508004520_156
second,second,ADV,161,second,second|secondly,NA,S0020025508004520,S0020025508004520_161
method,method,NOUN,161,method,method|method acting,know-how|acting|playing|playacting|performing,S0020025508004520,S0020025508004520_161
score,score,NOUN,161,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_161
sentence,sentence,NOUN,161,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term,S0020025508004520,S0020025508004520_161
size,size,NOUN,161,size,size|size of it|sizing,magnitude|property|filler|situation|state of affairs,S0020025508004520,S0020025508004520_161
avoiding,avoid,VERB,161,avoid,annul|avert|avoid|debar|deflect|fend off|forefend|forfend|head off|invalidate|keep off|nullify|obviate|quash|stave off|void|ward off,prevent|forestall|foreclose|preclude|forbid|abstain|refrain|desist|cancel|strike down,S0020025508004520,S0020025508004520_161
bias,bia,NOUN,161,bia,NA,NA,S0020025508004520,S0020025508004520_161
longer,longer,ADV,161,longer,longer,NA,S0020025508004520,S0020025508004520_161
sentences,sentences,NOUN,161,sentenc,NA,NA,S0020025508004520,S0020025508004520_161
summarization,summarization,NOUN,161,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_161
process,process,NOUN,161,process,appendage|cognitive operation|cognitive process|mental process|operation|outgrowth|physical process|procedure|process|summons|unconscious process,activity|cognition|knowledge|noesis|writ|judicial writ|body part|physical entity,S0020025508004520,S0020025508004520_161
statistical,statistical,ADJ,185,statist,statistical,NA,S0020025508004520,S0020025508004520_185
significance,significance,NOUN,185,signific,implication|import|meaning|significance|signification,importance|meaning|substance|message|content|subject matter,S0020025508004520,S0020025508004520_185
analysis,analysis,NOUN,185,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy,S0020025508004520,S0020025508004520_185
results,result,NOUN,185,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S0020025508004520,S0020025508004520_185
included,include,VERB,185,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_185
figure,figure,VERB,185,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend,S0020025508004520,S0020025508004520_185
p,p,NOUN,185,p,atomic number 15|p|P|phosphorus,chemical element|element|letter|letter of the alphabet|alphabetic character,S0020025508004520,S0020025508004520_185
values,value,NOUN,185,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0020025508004520,S0020025508004520_185
scale,scale,NOUN,185,scale,exfoliation|graduated table|musical scale|ordered series|plate|scale|scale leaf|scale of measurement|scurf|shell|weighing machine,standard|criterion|measure|touchstone|magnitude relation|quantitative relation|proportion|leaf|leafage|foliage|bit|chip|flake|fleck|scrap|musical notation|measuring instrument|measuring system|measuring device|indicator|shield|covering|natural covering|cover,S0020025508004520,S0020025508004520_185
corresponding,correspond,NOUN,185,correspond,NA,NA,S0020025508004520,S0020025508004520_185
t,t,NOUN,185,t,deoxythymidine monophosphate|liothyronine|metric ton|MT|t|T|tetraiodothyronine|thymine|thyroxin|thyroxine|tonne|triiodothyronine,pyrimidine|nucleotide|base|metric weight unit|weight unit|letter|letter of the alphabet|alphabetic character|thyroid hormone,S0020025508004520,S0020025508004520_185
tests,test,NOUN,185,test,exam|examination|mental test|mental testing|psychometric test|run|test|trial|trial run|tryout,experiment|experimentation|mental measurement|communication|communicating|attempt|effort|endeavor|endeavour|try|covering|natural covering|cover,S0020025508004520,S0020025508004520_185
performed,perform,VERB,185,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil,S0020025508004520,S0020025508004520_185
cn,cn,NOUN,185,cn,NA,NA,S0020025508004520,S0020025508004520_185
summ,summ,NOUN,185,summ,NA,NA,S0020025508004520,S0020025508004520_185
strategies,strategy,NOUN,185,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_185
subsection,subsection,NOUN,231,subsect,subdivision|subsection,section|segment,S0020025508004520,S0020025508004520_231
report,report,NOUN,231,report,account|composition|news report|paper|report|report card|reputation|story|study|theme|write up|written report,document|written document|papers|informing|making known|news|noise|information|info|essay|estimate|estimation,S0020025508004520,S0020025508004520_231
additional,additional,ADJ,231,addit,additional|extra,NA,S0020025508004520,S0020025508004520_231
experiments,experiment,NOUN,231,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_231
