token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
therefore,therefore,ADV,65,therefor,consequently|hence|so|thence|therefore|thus,NA,S0020025508004520,S0020025508004520_65
method,method,NOUN,65,method,method|method acting,know-how|acting|playing|playacting|performing,S0020025508004520,S0020025508004520_65
proposed,propose,VERB,65,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025508004520,S0020025508004520_65
paper,paper,NOUN,65,paper,composition|newspaper|newspaper publisher|paper|report|theme,material|stuff|essay|press|public press|medium|article|publisher|publishing house|publishing firm|publishing company|product|production,S0020025508004520,S0020025508004520_65
aims,aim,NOUN,65,aim,aim|bearing|design|heading|intent|intention|object|objective|purpose|target,goal|end|steering|guidance|direction|way,S0020025508004520,S0020025508004520_65
producing,produce,VERB,65,produc,acquire|bring about|bring forth|bring on|bring out|create|develop|farm|get|give rise|grow|make|produce|raise,make|create|expose|exhibit|display|cultivate|change,S0020025508004520,S0020025508004520_65
extracts,extract,NOUN,65,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_65
using,use,VERB,65,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_65
only,only,ADV,65,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0020025508004520,S0020025508004520_65
shallow,shallow,ADJ,65,shallow,shallow,NA,S0020025508004520,S0020025508004520_65
linguistic,linguistic,ADJ,65,linguist,lingual|linguistic,NA,S0020025508004520,S0020025508004520_65
knowledge,knowledge,NOUN,65,knowledg,cognition|knowledge|noesis,psychological feature,S0020025508004520,S0020025508004520_65
have,have,VERB,65,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025508004520,S0020025508004520_65
used,use,VERB,65,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_65
lemmatizer,lemmatizer,NOUN,65,lemmat,NA,NA,S0020025508004520,S0020025508004520_65
part,part,NOUN,65,part,character|component|component part|constituent|contribution|division|function|office|part|parting|percentage|persona|piece|portion|region|role|section|share|theatrical role|voice,relation|object|physical object|thing|concern|location|duty|portrayal|characterization|enactment|personation|assets|concept|conception|construct|line|tune|melody|air|strain|melodic line|melodic phrase|attempt|effort|endeavor|endeavour|try|item,S0020025508004520,S0020025508004520_65
speech,speech,NOUN,65,speech,actor's line|address|delivery|language|lecture|manner of speaking|oral communication|speech|speech communication|spoken communication|spoken language|talking to|voice communication|words,speech act|auditory communication|utterance|vocalization|speaking|speech production|expressive style|style|rebuke|reproof|reproval|reprehension|reprimand|line|faculty|mental faculty|module,S0020025508004520,S0020025508004520_65
tagger,tagger,NOUN,65,tagger,tagger|tagging program,person|individual|someone|somebody|mortal|soul|program|programme|computer program|computer programme,S0020025508004520,S0020025508004520_65
determine,determine,VERB,65,determin,ascertain|check|decide|define|determine|find|find out|fix|influence|learn|limit|make up one's mind|mold|regulate|see|set|settle|shape|specify|square off|square up|watch,cause|do|make|choose|take|select|pick out|specify|define|delineate|delimit|delimitate|conclude|resolve,S0020025508004520,S0020025508004520_65
connectivity,connectivity,NOUN,65,connect,connectivity,property,S0020025508004520,S0020025508004520_65
sentences,sentences,NOUN,65,sentenc,NA,NA,S0020025508004520,S0020025508004520_65
represented,represent,VERB,65,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose,S0020025508004520,S0020025508004520_65
as,as,ADV,65,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_65
nodes,node,NOUN,65,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_65
therefore,therefore,ADV,107,therefor,consequently|hence|so|thence|therefore|thus,NA,S0020025508004520,S0020025508004520_107
possible,possible,ADJ,107,possibl,possible|potential,NA,S0020025508004520,S0020025508004520_107
think,think,VERB,107,think,believe|call back|call up|cerebrate|cogitate|conceive|consider|guess|imagine|intend|mean|opine|recall|reckon|recollect|remember|retrieve|suppose|think,evaluate|pass judgment|judge|expect|anticipate|imagine|conceive of|ideate|envisage|concentrate|focus|center|centre|pore|rivet|think|cogitate|cerebrate|believe|consider|conceive|change|alter|modify,S0020025508004520,S0020025508004520_107
