token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
therefore,therefore,ADV,138,therefor,consequently|hence|so|thence|therefore|thus,NA,S0020025508004520,S0020025508004520_138
lower,lower,ADJ,138,lower,NA,NA,S0020025508004520,S0020025508004520_138
sum,sum,NOUN,138,sum,aggregate|amount|amount of money|center|centre|core|essence|gist|heart|heart and soul|inwardness|join|kernel|marrow|meat|nitty-gritty|nub|pith|substance|sum|sum of money|sum total|summation|total|totality|union,assets|quantity|collection|aggregation|accumulation|assemblage|content|cognitive content|mental object|whole|unit|set,S0020025508004520,S0020025508004520_138
σ,σ,NOUN,138,σ,NA,NA,S0020025508004520,S0020025508004520_138
selected,select,VERB,138,select,choose|pick out|select|take,decide|make up one's mind|determine,S0020025508004520,S0020025508004520_138
compose,compose,VERB,138,compos,compile|compose|draw up|frame|indite|pen|write,constitute|represent|make up|comprise|be|make|create|create verbally|calm|calm down|quiet|tranquilize|tranquillize|tranquillise|quieten|lull|still|plan,S0020025508004520,S0020025508004520_138
extract,extract,NOUN,138,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_138
where,where,ADV,138,where,NA,NA,S0020025508004520,S0020025508004520_138
defined,define,VERB,138,defin,define|delimit|delimitate|delineate|determine|fix|limit|set|specify,be|specify|set|determine|define|fix|limit|characterize|characterise|show|choose|take|select|pick out,S0020025508004520,S0020025508004520_138
compression,compression,NOUN,138,compress,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing,S0020025508004520,S0020025508004520_138
rate,rate,NOUN,138,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion,S0020025508004520,S0020025508004520_138
versions,version,NOUN,176,version,adaptation|edition|interlingual rendition|interpretation|reading|rendering|translation|variant|variation|version,interpretation|type|writing|written material|piece of writing|written record|written account|representation|mental representation|internal representation|turn|turning,S0020025508004520,S0020025508004520_176
based,base,VERB,176,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025508004520,S0020025508004520_176
locality,locality,NOUN,176,local,locality|neck of the woods|neighborhood|neighbourhood|vicinity,section,S0020025508004520,S0020025508004520_176
index,index,NOUN,176,index,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger,S0020025508004520,S0020025508004520_176
cn,cn,NOUN,176,cn,NA,NA,S0020025508004520,S0020025508004520_176
li,li,NOUN,176,li,atomic number 3|li|Li|lithium,metallic element|metal|linear unit|linear measure,S0020025508004520,S0020025508004520_176
communities,communities,NOUN,176,commun,NA,NA,S0020025508004520,S0020025508004520_176
achieved,achieve,VERB,176,achiev,accomplish|achieve|attain|reach,succeed|win|come through|bring home the bacon|deliver the goods,S0020025508004520,S0020025508004520_176
f,f,NOUN,176,f,atomic number 9|degree Fahrenheit|f|F|farad|fluorine,degree|chemical element|element|gas|halogen|capacitance unit|letter|letter of the alphabet|alphabetic character,S0020025508004520,S0020025508004520_176
measures,measure,NOUN,176,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container,S0020025508004520,S0020025508004520_176
close,close,ADJ,176,close,airless|cheeseparing|close|close-fitting|closelipped|closemouthed|confining|faithful|near|nigh|penny-pinching|secretive|skinny|snug|stuffy|tight|tightlipped|unaired,NA,S0020025508004520,S0020025508004520_176
score,score,NOUN,176,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_176
top,top,ADJ,176,top,top(a),NA,S0020025508004520,S0020025508004520_176
baseline,baseline,NOUN,176,baselin,baseline|service line,standard|criterion|measure|touchstone|line,S0020025508004520,S0020025508004520_176
system,system,NOUN,176,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness,S0020025508004520,S0020025508004520_176
type,type,NOUN,259,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block,S0020025508004520,S0020025508004520_259
analysis,analysis,NOUN,259,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy,S0020025508004520,S0020025508004520_259
depends,depend,VERB,259,depend,bank|bet|calculate|count|depend|look|reckon|rely|swear,be|trust,S0020025508004520,S0020025508004520_259
only,only,ADV,259,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0020025508004520,S0020025508004520_259
corpus,corpus,NOUN,259,corpu,corpus|principal|principal sum,capital|collection|aggregation|accumulation|assemblage|part|piece,S0020025508004520,S0020025508004520_259
employed,employ,VERB,259,emploi,apply|employ|engage|hire|use|utilise|utilize,NA,S0020025508004520,S0020025508004520_259
fixed,fix,VERB,259,fix,bushel|cook|define|deposit|desex|desexualise|desexualize|determine|doctor|fasten|fix|fixate|furbish up|gear up|get|limit|make|mend|pay back|pay off|posit|prepare|ready|repair|restore|secure|set|set up|situate|specify|sterilise|sterilize|touch on|unsex,better|improve|amend|ameliorate|meliorate|attach|choose|take|select|pick out|create from raw material|create from raw stuff|get even|get back|establish|found|plant|constitute|institute|fix|prepare|set up|ready|gear up|set|operate on|operate|influence|act upon|work|put|place|pose|position|lay|change|alter|modify,S0020025508004520,S0020025508004520_259
compression,compression,NOUN,259,compress,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing,S0020025508004520,S0020025508004520_259
rate,rate,NOUN,259,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion,S0020025508004520,S0020025508004520_259
specific,specific,ADJ,259,specif,specific,NA,S0020025508004520,S0020025508004520_259
informativeness,informativeness,NOUN,259,inform,NA,NA,S0020025508004520,S0020025508004520_259
score,score,NOUN,259,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_259
such,such,ADJ,279,such,such(a),NA,S0020025508004520,S0020025508004520_279
definition,definition,NOUN,279,definit,definition,explanation|account|distinctness|sharpness,S0020025508004520,S0020025508004520_279
improved,improve,VERB,279,improv,ameliorate|amend|better|improve|meliorate,change|alter|modify|change state|turn,S0020025508004520,S0020025508004520_279
future,future,NOUN,279,futur,future|future tense|futurity|hereafter|time to come,time|tense|commodity|trade good|good,S0020025508004520,S0020025508004520_279
research,research,NOUN,279,research,enquiry|inquiry|research,investigation|investigating|problem solving,S0020025508004520,S0020025508004520_279
using,use,VERB,279,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_279
more,more,ADJ,279,more,more than|more(a),NA,S0020025508004520,S0020025508004520_279
language,language,NOUN,279,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word,S0020025508004520,S0020025508004520_279
resources,resource,NOUN,279,resourc,imagination|resource|resourcefulness,assets|asset|plus|inventiveness|ingeniousness|ingenuity|cleverness,S0020025508004520,S0020025508004520_279
generate,generate,VERB,85,gener,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce,S0020025514004137,S0020025514004137_85
