token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
ranking,rank,NOUN,137,rank,membership|rank|rank and file|social rank|social station|social status,line|status|position|force|personnel|body,S0020025508004520,S0020025508004520_137
set,set,VERB,137,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025508004520,S0020025508004520_137
ordinal,ordinal,ADJ,137,ordin,ordinal,NA,S0020025508004520,S0020025508004520_137
positions,position,NOUN,137,posit,attitude|berth|billet|emplacement|lieu|locating|location|military position|office|perspective|place|placement|position|positioning|post|posture|side|situation|spatial relation|spot|stance|status|stead|view,point|orientation|bodily property|state|occupation|business|job|line of work|line|relation|role|activity|condition|status|attitude|mental attitude|opinion|view|item|function|office|part|assumption,S0020025508004520,S0020025508004520_137
assigned,assign,VERB,137,assign,allot|arrogate|ascribe|assign|attribute|delegate|depute|designate|impute|portion|put|set apart|specify,appoint|charge|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|evaluate|pass judgment|judge|choose|take|select|pick out|use|utilize|utilise|apply|employ|claim|lay claim|arrogate|transfer,S0020025508004520,S0020025508004520_137
sentences,sentences,NOUN,137,sentenc,NA,NA,S0020025508004520,S0020025508004520_137
strategy,strategy,NOUN,137,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_137
first,first,ADV,137,first,first|first of all|first off|firstly|foremost,NA,S0020025508004520,S0020025508004520_137
sentence,sentence,NOUN,137,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term,S0020025508004520,S0020025508004520_137
included,include,VERB,137,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_137
extract,extract,NOUN,137,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_137
has,have,VERB,137,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025508004520,S0020025508004520_137
position,position,NOUN,137,posit,attitude|berth|billet|emplacement|lieu|locating|location|military position|office|perspective|place|placement|position|positioning|post|posture|side|situation|spatial relation|spot|stance|status|stead|view,point|orientation|bodily property|state|occupation|business|job|line of work|line|relation|role|activity|condition|status|attitude|mental attitude|opinion|view|item|function|office|part|assumption,S0020025508004520,S0020025508004520_137
second,second,ADV,137,second,second|secondly,NA,S0020025508004520,S0020025508004520_137
so,so,ADV,137,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA,S0020025508004520,S0020025508004520_137
forth,forth,ADV,137,forth,away|forth|forward|off|onward,NA,S0020025508004520,S0020025508004520_137
total,total,ADJ,137,total,entire|full|total,NA,S0020025508004520,S0020025508004520_137
selected,select,VERB,137,select,choose|pick out|select|take,decide|make up one's mind|determine,S0020025508004520,S0020025508004520_137
numbered,number,VERB,137,number,add up|amount|come|count|enumerate|keep down|list|number|numerate|total,be|designate|denominate|name|identify|classify|class|sort|assort|sort out|separate|determine|find|find out|ascertain|limit|circumscribe|confine to,S0020025508004520,S0020025508004520_137
set,set,VERB,264,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025508004520,S0020025508004520_264
strategies,strategy,NOUN,264,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_264
includes,include,VERB,264,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_264
