token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
make,make,VERB,123,make,arrive at|attain|bring in|build|ca-ca|cause|clear|constitute|construct|cook|crap|create|defecate|do|draw|earn|establish|fix|form|gain|get|get to|give|have|hit|hold|induce|lay down|make|make believe|make up|make water|micturate|name|nominate|pass water|pee|pee-pee|piddle|piss|prepare|pretend|produce|progress to|puddle|pull in|reach|ready|realise|realize|relieve oneself|score|seduce|shit|spend a penny|stimulate|stool|take|take a crap|take a leak|take a shit|take in|throw|urinate|wee|wee-wee|work,change|alter|modify|make|create|create by mental act|create mentally|cause|do|get|acquire|constitute|represent|make up|comprise|be|achieve|accomplish|attain|reach|become|create from raw material|create from raw stuff|perform|execute|act|behave|appoint|charge|score|hit|tally|rack up|perpetrate|commit|pull|assemble|gather|get together|direct|tidy|tidy up|clean up|neaten|straighten|straighten out|square away|head|excrete|egest|eliminate|pass|total|number|add up|come|amount|look|appear|seem|arrive at|gain|persuade|guarantee|ensure|insure|assure|secure|play|see|consider|reckon|view|regard|estimate|gauge|approximate|guess|judge|develop|grow,S0020025508004520,S0020025508004520_123
definition,definition,NOUN,123,definit,definition,explanation|account|distinctness|sharpness,S0020025508004520,S0020025508004520_123
communities,communities,NOUN,123,commun,NA,NA,S0020025508004520,S0020025508004520_123
more,more,ADJ,123,more,more than|more(a),NA,S0020025508004520,S0020025508004520_123
accurate,accurate,ADJ,123,accur,accurate|exact|precise,NA,S0020025508004520,S0020025508004520_123
use,use,VERB,123,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_123
quantity,quantity,NOUN,123,quantiti,amount|measure|quantity,abstraction|abstract entity|amount|concept|conception|construct,S0020025508004520,S0020025508004520_123
q,q,NOUN,123,q,q|Q,letter|letter of the alphabet|alphabetic character,S0020025508004520,S0020025508004520_123
called,call,VERB,123,call,address|anticipate|be known as|bid|call|call in|call off|call up|cry|forebode|foretell|holler|hollo|know as|name|phone|predict|prognosticate|promise|ring|scream|send for|shout|shout out|squall|telephone|visit|yell,label|telecommunicate|utter|emit|let out|let loose|order|tell|enjoin|say|meet|get together|request|ask for|bespeak|call for|quest|read|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|address|turn to|stop|stop over|demand|exact|play|indicate|guess|venture|pretend|hazard|ask|require|expect|challenge|dispute|gainsay|declare|adjudge|hold|entice|lure|tempt|see|consider|reckon|view|regard|awaken|wake|waken|rouse|wake up|arouse,S0020025508004520,S0020025508004520_123
network,network,NOUN,123,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_123
modularity,modularity,NOUN,123,modular,NA,NA,S0020025508004520,S0020025508004520_123
thus,thus,ADV,135,thu,hence|so|thence|therefore|thus|thusly,NA,S0020025508004520,S0020025508004520_135
last,last,ADJ,135,last,concluding|final|last|last-place|last(a)|lowest|net|terminal|utmost,NA,S0020025508004520,S0020025508004520_135
strategy,strategy,NOUN,135,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_135
called,call,VERB,135,call,address|anticipate|be known as|bid|call|call in|call off|call up|cry|forebode|foretell|holler|hollo|know as|name|phone|predict|prognosticate|promise|ring|scream|send for|shout|shout out|squall|telephone|visit|yell,label|telecommunicate|utter|emit|let out|let loose|order|tell|enjoin|say|meet|get together|request|ask for|bespeak|call for|quest|read|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|address|turn to|stop|stop over|demand|exact|play|indicate|guess|venture|pretend|hazard|ask|require|expect|challenge|dispute|gainsay|declare|adjudge|hold|entice|lure|tempt|see|consider|reckon|view|regard|awaken|wake|waken|rouse|wake up|arouse,S0020025508004520,S0020025508004520_135
cn,cn,NOUN,135,cn,NA,NA,S0020025508004520,S0020025508004520_135
voting,voting,NOUN,135,vote,ballot|balloting|vote|voting,choice|selection|option|pick,S0020025508004520,S0020025508004520_135
joins,join,NOUN,135,join,articulation|join|joint|junction|juncture|sum|union,connection|connexion|link|set,S0020025508004520,S0020025508004520_135
previous,previous,ADJ,135,previou,former(a)|late(a)|old|premature|previous(a)|previous(p),NA,S0020025508004520,S0020025508004520_135
strategies,strategy,NOUN,135,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_135
integrated,integrate,VERB,135,integr,desegregate|incorporate|integrate|mix,compound|combine|change state|turn|calculate|cipher|cypher|compute|work out|reckon|figure,S0020025508004520,S0020025508004520_135
approach,approach,NOUN,135,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing,S0020025508004520,S0020025508004520_135
giving,give,VERB,135,give,afford|apply|break|cave in|chip in|collapse|commit|consecrate|contribute|dedicate|devote|ease up|establish|fall in|feed|founder|generate|gift|give|give way|grant|hand|have|hold|impart|kick in|leave|make|move over|open|pass|pass on|pay|present|reach|render|return|sacrifice|throw|turn over|yield,supply|provide|render|furnish|transfer|state|say|tell|communicate|intercommunicate|direct|make|create|think|cogitate|cerebrate|produce|pass|hand|reach|pass on|turn over|give|utter|emit|let out|let loose|release|relinquish|resign|free|give up|use|utilize|utilise|apply|employ|administer|dispense|distribute|mete out|deal|parcel out|lot|shell out|deal out|dish out|allot|dole out|move|ply|cater|change|estimate|gauge|approximate|guess|judge|execute|compensate|recompense|repair|indemnify|show|perform|stretch|toast|drink|pledge|salute|wassail|accord|grant|express|evince|submit|lead|permit|allow|let|countenance|inflict|bring down|visit|impose|happen|hap|go on|pass off|occur|fall out|come about|take place|accept|consent|go for|offer|proffer,S0020025508004520,S0020025508004520_135
priority,priority,NOUN,135,prioriti,antecedence|antecedency|anteriority|precedence|precedency|priority,high status|earliness,S0020025508004520,S0020025508004520_135
sentences,sentences,NOUN,135,sentenc,NA,NA,S0020025508004520,S0020025508004520_135
consistently,consistently,ADV,135,consist,consistently|systematically,NA,S0020025508004520,S0020025508004520_135
appear,appear,VERB,135,appear,appear|come along|come out|look|seem,be|happen|materialize|materialise|perform|execute|do,S0020025508004520,S0020025508004520_135
top,top,ADJ,135,top,top(a),NA,S0020025508004520,S0020025508004520_135
sentence,sentence,NOUN,135,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term,S0020025508004520,S0020025508004520_135
rankings,rankings,NOUN,135,rank,NA,NA,S0020025508004520,S0020025508004520_135
defined,define,VERB,135,defin,define|delimit|delimitate|delineate|determine|fix|limit|set|specify,be|specify|set|determine|define|fix|limit|characterize|characterise|show|choose|take|select|pick out,S0020025508004520,S0020025508004520_135
first,first,ADV,160,first,first|first of all|first off|firstly|foremost,NA,S0020025508004520,S0020025508004520_160
scores,score,NOUN,160,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_160
sentence,sentence,NOUN,160,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term,S0020025508004520,S0020025508004520_160
according,accord,VERB,160,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give,S0020025508004520,S0020025508004520_160
sum,sum,NOUN,160,sum,aggregate|amount|amount of money|center|centre|core|essence|gist|heart|heart and soul|inwardness|join|kernel|marrow|meat|nitty-gritty|nub|pith|substance|sum|sum of money|sum total|summation|total|totality|union,assets|quantity|collection|aggregation|accumulation|assemblage|content|cognitive content|mental object|whole|unit|set,S0020025508004520,S0020025508004520_160
frequencies,frequency,NOUN,160,frequenc,absolute frequency|frequence|frequency|oftenness|relative frequency,rate|ratio|cardinal number|cardinal,S0020025508004520,S0020025508004520_160
words,word,NOUN,160,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S0020025508004520,S0020025508004520_160
usual,usual,ADJ,38,usual,common|usual,NA,S0020025514004137,S0020025514004137_38
phenomenon,phenomenon,NOUN,38,phenomenon,phenomenon,process|physical process|development,S0020025514004137,S0020025514004137_38
practice,practice,NOUN,38,practic,drill|exercise|pattern|practice|practice session|praxis|recitation,activity|training|preparation|grooming|implementation|effectuation|use|usage|utilization|utilisation|employment|exercise|cognition|knowledge|noesis,S0020025514004137,S0020025514004137_38
given,give,VERB,62,give,afford|apply|break|cave in|chip in|collapse|commit|consecrate|contribute|dedicate|devote|ease up|establish|fall in|feed|founder|generate|gift|give|give way|grant|hand|have|hold|impart|kick in|leave|make|move over|open|pass|pass on|pay|present|reach|render|return|sacrifice|throw|turn over|yield,supply|provide|render|furnish|transfer|state|say|tell|communicate|intercommunicate|direct|make|create|think|cogitate|cerebrate|produce|pass|hand|reach|pass on|turn over|give|utter|emit|let out|let loose|release|relinquish|resign|free|give up|use|utilize|utilise|apply|employ|administer|dispense|distribute|mete out|deal|parcel out|lot|shell out|deal out|dish out|allot|dole out|move|ply|cater|change|estimate|gauge|approximate|guess|judge|execute|compensate|recompense|repair|indemnify|show|perform|stretch|toast|drink|pledge|salute|wassail|accord|grant|express|evince|submit|lead|permit|allow|let|countenance|inflict|bring down|visit|impose|happen|hap|go on|pass off|occur|fall out|come about|take place|accept|consent|go for|offer|proffer,S0020025514004137,S0020025514004137_62
anyff,anyff,NOUN,62,anyff,NA,NA,S0020025514004137,S0020025514004137_62
set,set,VERB,62,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025514004137,S0020025514004137_62
lower,lower,ADJ,62,lower,NA,NA,S0020025514004137,S0020025514004137_62
points,point,NOUN,62,point,breaker point|compass point|decimal point|degree|detail|distributor point|dot|full point|full stop|gunpoint|head|item|level|peak|percentage point|period|point|point in time|pointedness|power point|spot|stage|stop|tip,component|constituent|element|factor|ingredient|location|meaning|significance|signification|import|fact|state|measure|quantity|amount|aim|object|objective|target|convex shape|convexity|disk|disc|saucer|unit of measurement|unit|promontory|headland|head|foreland|part|portion|component part|relevance|relevancy|characteristic|end|terminal|direction|linear unit|linear measure|loan|punctuation|punctuation mark|mark|mathematical notation|taper|gun muzzle|muzzle|wall socket|wall plug|electric outlet|electrical outlet|outlet|electric receptacle|contact|tangency,S0020025514004137,S0020025514004137_62
