token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
generic,generic,ADJ,34,gener,generic,NA,S0020025508004520,S0020025508004520_34
summaries,summary,NOUN,34,summari,sum-up|summary,statement,S0020025508004520,S0020025508004520_34
user,user,NOUN,34,user,drug user|exploiter|substance abuser|user,person|individual|someone|somebody|mortal|soul|selfish person,S0020025508004520,S0020025508004520_34
specific,specific,ADJ,34,specif,specific,NA,S0020025508004520,S0020025508004520_34
oriented,oriented,ADJ,34,orient,orientated|oriented,NA,S0020025508004520,S0020025508004520_34
produced,produce,VERB,34,produc,acquire|bring about|bring forth|bring on|bring out|create|develop|farm|get|give rise|grow|make|produce|raise,make|create|expose|exhibit|display|cultivate|change,S0020025508004520,S0020025508004520_34
newspaper,newspaper,NOUN,34,newspap,newspaper|newspaper publisher|newsprint|paper,press|public press|publisher|publishing house|publishing firm|publishing company|product|production|paper,S0020025508004520,S0020025508004520_34
articles,article,NOUN,34,articl,article|clause,nonfiction|nonfictional prose|piece|artifact|artefact|section|subdivision|determiner|determinative,S0020025508004520,S0020025508004520_34
brazilian,brazilian,ADJ,34,brazilian,Brazilian,NA,S0020025508004520,S0020025508004520_34
portuguese,portuguese,NOUN,34,portugues,Portuguese,Romance|Romance language|Latinian language|European,S0020025508004520,S0020025508004520_34
using,use,VERB,34,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_34
network,network,NOUN,34,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_34
parameters,parameter,NOUN,34,paramet,argument|parameter|parametric quantity,constant|constant quantity|invariable|factor|address|computer address|reference|value|quantity,S0020025508004520,S0020025508004520_34
such,such,ADJ,34,such,such(a),NA,S0020025508004520,S0020025508004520_34
as,as,ADV,34,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_34
shortest,shortest,ADJ,34,shortest,NA,NA,S0020025508004520,S0020025508004520_34
paths,paths,NOUN,34,path,NA,NA,S0020025508004520,S0020025508004520_34
k,k,PROPN,34,k,NA,NA,S0020025508004520,S0020025508004520_34
cores,cor,NOUN,34,cor,NA,NA,S0020025508004520,S0020025508004520_34
communities,communities,NOUN,34,commun,NA,NA,S0020025508004520,S0020025508004520_34
simple,simple,ADJ,46,simpl,bare(a)|childlike|dewy-eyed|dim-witted|elementary|mere(a)|round-eyed|simple|simple-minded|simple(a)|uncomplicated|unproblematic|unsubdivided|wide-eyed,NA,S0020025508004520,S0020025508004520_46
approach,approach,NOUN,46,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing,S0020025508004520,S0020025508004520_46
based,base,VERB,46,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025508004520,S0020025508004520_46
paragraphs,paragraph,NOUN,46,paragraph,paragraph,writing|written material|piece of writing,S0020025508004520,S0020025508004520_46
limited,limit,ADJ,46,limit,NA,NA,S0020025508004520,S0020025508004520_46
