token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
various,various,ADJ,8,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,NA,S0020025508004520,S0020025508004520_8
approaches,approach,VERB,8,approach,approach|border on|come near|come on|draw close|draw near|go about|go up|near|set about,come|come up|approximate|come close|act|move|address|accost|come up to,S0020025508004520,S0020025508004520_8
exist,exist,VERB,8,exist,be|exist|live|subsist|survive,NA,S0020025508004520,S0020025508004520_8
extractive,extractive,ADJ,8,extract,NA,NA,S0020025508004520,S0020025508004520_8
summarization,summarization,NOUN,8,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_8
including,include,VERB,8,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_8
use,use,VERB,8,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_8
word,word,NOUN,8,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S0020025508004520,S0020025508004520_8
frequency,frequency,NOUN,8,frequenc,absolute frequency|frequence|frequency|oftenness|relative frequency,rate|ratio|cardinal number|cardinal,S0020025508004520,S0020025508004520_8
cue,cue,NOUN,8,cue,clew|clue|cue|cue stick|discriminative stimulus|pool cue|pool stick,actor's line|speech|words|evidence|stimulation|stimulus|stimulant|input|sports implement,S0020025508004520,S0020025508004520_8
words,word,NOUN,8,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S0020025508004520,S0020025508004520_8
phrases,phrase,NOUN,8,phrase,idiom|idiomatic expression|musical phrase|phrasal idiom|phrase|set phrase,construction|grammatical construction|expression|passage|musical passage|saying|locution|dancing|dance|terpsichore|saltation,S0020025508004520,S0020025508004520_8
machine,machine,NOUN,8,machin,auto|automobile|car|machine|motorcar|political machine|simple machine,device|person|individual|someone|somebody|mortal|soul|organization|organisation|mechanical device|motor vehicle|automotive vehicle,S0020025508004520,S0020025508004520_8
learning,learn,VERB,8,learn,acquire|ascertain|check|con|determine|discover|find out|get a line|get wind|get word|hear|instruct|larn|learn|memorise|memorize|pick up|read|see|study|take|teach|watch,study|hit the books|inform,S0020025508004520,S0020025508004520_8
lexical,lexical,ADJ,8,lexic,lexical,NA,S0020025508004520,S0020025508004520_8
chains,chain,NOUN,8,chain,chain|Chain|chain of mountains|chemical chain|concatenation|Ernst Boris Chain|mountain chain|mountain range|range|range of mountains|Sir Ernst Boris Chain|strand|string,series|unit|building block|ligament|business|concern|business concern|business organization|business organisation|restraint|constraint|linear unit|linear measure|geological formation|formation|necklace,S0020025508004520,S0020025508004520_8
sentence,sentence,NOUN,8,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term,S0020025508004520,S0020025508004520_8
compression,compression,NOUN,8,compress,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing,S0020025508004520,S0020025508004520_8
syntactical,syntactical,ADJ,8,syntact,syntactic|syntactical,NA,S0020025508004520,S0020025508004520_8
statistical,statistical,ADJ,8,statist,statistical,NA,S0020025508004520,S0020025508004520_8
restrictions,restriction,NOUN,8,restrict,confinement|limitation|restriction,rule|regulation|regulating|restraint,S0020025508004520,S0020025508004520_8
when,when,ADV,22,when,NA,NA,S0020025508004520,S0020025508004520_22
represented,represent,VERB,22,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose,S0020025508004520,S0020025508004520_22
