token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
underlying,underly,ADJ,67,underli,NA,NA,S0020025508004520,S0020025508004520_67
assumption,assumption,NOUN,67,assumpt,assumption|Assumption|Assumption of Mary|August 15|effrontery|laying claim|premise|premiss|presumption|presumptuousness|supposal|supposition,postulate|posit|hypothesis|possibility|theory|acquisition|holy day of obligation|miracle|audacity|audaciousness|act|deed|human action|human activity,S0020025508004520,S0020025508004520_67
measurement,measurement,NOUN,67,measur,measure|measurement|measuring|mensuration,activity,S0020025508004520,S0020025508004520_67
selected,select,VERB,67,select,choose|pick out|select|take,decide|make up one's mind|determine,S0020025508004520,S0020025508004520_67
reflects,reflect,VERB,67,reflect,chew over|contemplate|excogitate|meditate|mull|mull over|muse|ponder|reflect|reverberate|ruminate|shine|speculate|think over,indicate|point|designate|show|think|cogitate|cerebrate|emit|give out|give off|attest|certify|manifest|demonstrate|evidence,S0020025508004520,S0020025508004520_67
features,feature,NOUN,67,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product,S0020025508004520,S0020025508004520_67
source,source,NOUN,67,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication,S0020025508004520,S0020025508004520_67
text,text,NOUN,67,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_67
interesting,interesting,ADJ,67,interest,interesting,NA,S0020025508004520,S0020025508004520_67
summarization,summarization,NOUN,67,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_67
important,important,ADJ,114,import,authoritative|crucial|important|of import|significant,NA,S0020025508004520,S0020025508004520_114
assumption,assumption,NOUN,114,assumpt,assumption|Assumption|Assumption of Mary|August 15|effrontery|laying claim|premise|premiss|presumption|presumptuousness|supposal|supposition,postulate|posit|hypothesis|possibility|theory|acquisition|holy day of obligation|miracle|audacity|audaciousness|act|deed|human action|human activity,S0020025508004520,S0020025508004520_114
have,have,VERB,114,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025508004520,S0020025508004520_114
made,make,VERB,114,make,arrive at|attain|bring in|build|ca-ca|cause|clear|constitute|construct|cook|crap|create|defecate|do|draw|earn|establish|fix|form|gain|get|get to|give|have|hit|hold|induce|lay down|make|make believe|make up|make water|micturate|name|nominate|pass water|pee|pee-pee|piddle|piss|prepare|pretend|produce|progress to|puddle|pull in|reach|ready|realise|realize|relieve oneself|score|seduce|shit|spend a penny|stimulate|stool|take|take a crap|take a leak|take a shit|take in|throw|urinate|wee|wee-wee|work,change|alter|modify|make|create|create by mental act|create mentally|cause|do|get|acquire|constitute|represent|make up|comprise|be|achieve|accomplish|attain|reach|become|create from raw material|create from raw stuff|perform|execute|act|behave|appoint|charge|score|hit|tally|rack up|perpetrate|commit|pull|assemble|gather|get together|direct|tidy|tidy up|clean up|neaten|straighten|straighten out|square away|head|excrete|egest|eliminate|pass|total|number|add up|come|amount|look|appear|seem|arrive at|gain|persuade|guarantee|ensure|insure|assure|secure|play|see|consider|reckon|view|regard|estimate|gauge|approximate|guess|judge|develop|grow,S0020025508004520,S0020025508004520_114
design,design,NOUN,114,design,aim|blueprint|conception|design|designing|excogitation|figure|innovation|intent|intention|invention|pattern|plan|purpose,creating by mental acts|arrangement|organization|organisation|system|plan|program|programme|decoration|ornament|ornamentation|goal|end|sketch|study|creativity|creativeness|creative thinking,S0020025508004520,S0020025508004520_114
cn,cn,NOUN,114,cn,NA,NA,S0020025508004520,S0020025508004520_114
summ,summ,NOUN,114,summ,NA,NA,S0020025508004520,S0020025508004520_114
explained,explain,VERB,114,explain,excuse|explain|explicate,inform|state|say|tell|justify|vindicate,S0020025508004520,S0020025508004520_114
previously,previously,ADV,114,previous,antecedently|previously,NA,S0020025508004520,S0020025508004520_114
paper,paper,NOUN,114,paper,composition|newspaper|newspaper publisher|paper|report|theme,material|stuff|essay|press|public press|medium|article|publisher|publishing house|publishing firm|publishing company|product|production,S0020025508004520,S0020025508004520_114
section,section,NOUN,114,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025508004520,S0020025508004520_114
sentences,sentences,NOUN,114,sentenc,NA,NA,S0020025508004520,S0020025508004520_114
connected,connect,VERB,114,connect,associate|colligate|connect|get in touch|join|link|link up|plug in|plug into|relate|tie|tie in|touch base|unite,think|cogitate|cerebrate|join|hit|strike|impinge on|run into|collide with|be|relate|interact|insert|infix|enter|introduce,S0020025508004520,S0020025508004520_114
network,network,NOUN,114,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_114
probably,probably,ADV,114,probabl,believably|belike|credibly|in all likelihood|in all probability|likely|plausibly|probably,NA,S0020025508004520,S0020025508004520_114
complement,complement,NOUN,114,complement,accompaniment|complement|full complement,construction|grammatical construction|expression|count|work force|workforce|manpower|hands|men|adjunct|enzyme|counterpart|opposite number|vis-a-vis,S0020025508004520,S0020025508004520_114
other,other,ADJ,114,other,early(a)|former(a)|other|other(a),NA,S0020025508004520,S0020025508004520_114
rather,rather,ADV,114,rather,instead|kind of|kinda|preferably|quite|rather|sooner|sort of,NA,S0020025508004520,S0020025508004520_114
providing,provide,VERB,114,provid,allow|allow for|bring home the bacon|cater|furnish|leave|offer|ply|provide|put up|render|supply,give|stipulate|qualify|condition|specify|engage|wage|yield|afford|support|fix|prepare|set up|ready|gear up|set,S0020025508004520,S0020025508004520_114
same,same,ADJ,114,same,like|same|same(p),NA,S0020025508004520,S0020025508004520_114
meaning,mean,VERB,114,mean,entail|have in mind|imply|intend|mean|signify|stand for|think|think of,NA,S0020025508004520,S0020025508004520_114
respectively,respectivly,ADV,207,respectivli,NA,NA,S0020025508004520,S0020025508004520_207
general,general,ADJ,211,gener,cosmopolitan|ecumenical|general|oecumenical|universal|world-wide|worldwide,NA,S0020025508004520,S0020025508004520_211
variations,variation,NOUN,211,variat,edition|fluctuation|magnetic declination|magnetic variation|mutant|mutation|pas seul|sport|variance|variant|variation|version,change|alteration|modification|activity|theme|melodic theme|musical theme|idea|type|thing|angle|process|physical process|perturbation|organism|being|dancing|dance|terpsichore|saltation,S0020025508004520,S0020025508004520_211
strategies,strategy,NOUN,211,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_211
based,base,VERB,211,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025508004520,S0020025508004520_211
degrees,degrees,NOUN,211,degre,NA,NA,S0020025508004520,S0020025508004520_211
shortest,shortest,ADJ,211,shortest,NA,NA,S0020025508004520,S0020025508004520_211
paths,paths,NOUN,211,path,NA,NA,S0020025508004520,S0020025508004520_211
d,would,PROPN,211,would,NA,NA,S0020025508004520,S0020025508004520_211
rings,ring,NOUN,211,ring,anchor ring|annulus|band|closed chain|doughnut|gang|halo|hoop|mob|pack|ring|ringing|tintinnabulation,sound|toroid|band|chain|chemical chain|association|platform|jewelry|jewellery|strip|slip,S0020025508004520,S0020025508004520_211
k,k,PROPN,211,k,NA,NA,S0020025508004520,S0020025508004520_211
cores,cor,NOUN,211,cor,NA,NA,S0020025508004520,S0020025508004520_211
consistently,consistently,ADV,211,consist,consistently|systematically,NA,S0020025508004520,S0020025508004520_211
show,show,VERB,211,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S0020025508004520,S0020025508004520_211
good,good,ADJ,211,good,adept|beneficial|dear|dependable|effective|estimable|expert|full|good|honest|honorable|in effect(p)|in force(p)|just|near|practiced|proficient|respectable|right|ripe|safe|salutary|secure|serious|skilful|skillful|sound|unspoiled|unspoilt|upright|well(p),NA,S0020025508004520,S0020025508004520_211
performances,performance,NOUN,211,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025508004520,S0020025508004520_211
experiments,experiment,NOUN,211,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_211
lack,lack,NOUN,224,lack,deficiency|lack|want,need|demand,S0020025508004520,S0020025508004520_224
full,full,ADJ,224,full,broad(a)|entire|full|full(a)|good|replete(p)|total|wide|wide-cut,NA,S0020025508004520,S0020025508004520_224
data,data,NOUN,224,data,data|information,collection|aggregation|accumulation|assemblage,S0020025508004520,S0020025508004520_224
systems,systems,NOUN,224,system,NA,NA,S0020025508004520,S0020025508004520_224
scores,score,NOUN,224,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_224
text,text,NOUN,224,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_224
generated,generate,VERB,224,gener,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce,S0020025508004520,S0020025508004520_224
pagerank,pagerank,NOUN,224,pagerank,NA,NA,S0020025508004520,S0020025508004520_224
backward,backward,ADV,224,backward,back|backward|backwards|rearward|rearwards,NA,S0020025508004520,S0020025508004520_224
include,include,VERB,224,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_224
analysis,analysis,NOUN,224,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy,S0020025508004520,S0020025508004520_224
section,section,NOUN,250,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025508004520,S0020025508004520_250
have,have,VERB,250,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025508004520,S0020025508004520_250
restricted,restrict,VERB,250,restrict,bound|confine|control|curb|curtail|cut back|limit|restrict|throttle|trammel,limit|circumscribe|confine to|restrict|curtail|curb|cut back|prevent|keep,S0020025508004520,S0020025508004520_250
automatically,automatically,ADV,250,automat,automatically|mechanically,NA,S0020025508004520,S0020025508004520_250
