token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
step,step,NOUN,83,step,dance step|footfall|footmark|footprint|footstep|gradation|measure|pace|stair|step|stone's throw|stride|tone|whole step|whole tone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|indefinite quantity|locomotion|travel|support|rank|small indefinite quantity|small indefinite amount|sound|interval|musical interval|mark|print|block,S0020025508004520,S0020025508004520_83
resulting,result,VERB,83,result,ensue|lead|leave|result,prove|turn out|turn up|produce|bring about|give rise|happen|hap|go on|pass off|occur|pass|fall out|come about|take place,S0020025508004520,S0020025508004520_83
text,text,NOUN,83,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_83
mapped,map,VERB,83,map,map|map out|represent,represent|interpret|explore|situate|locate|plan|project|contrive|design|picture|depict|render|show|permute|commute|transpose,S0020025508004520,S0020025508004520_83
network,network,NOUN,83,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_83
representation,representation,NOUN,83,represent,agency|delegacy|histrionics|internal representation|mental representation|representation|theatrical|theatrical performance,content|cognitive content|mental object|creation|cooperation|state|body|statement|performance|public presentation|right|activity,S0020025508004520,S0020025508004520_83
according,accord,VERB,83,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give,S0020025508004520,S0020025508004520_83
adjacency,adjacency,NOUN,83,adjac,adjacency|contiguity|contiguousness,nearness|closeness,S0020025508004520,S0020025508004520_83
weight,weight,NOUN,83,weight,exercising weight|free weight|system of weights|weight|weight unit|weightiness|weighting,physical property|sports equipment|importance|artifact|artefact|oppression|oppressiveness|system of measurement|metric|unit of measurement|unit|coefficient,S0020025508004520,S0020025508004520_83
matrices,matrice,NOUN,83,matric,NA,NA,S0020025508004520,S0020025508004520_83
order,order,NOUN,83,order,club|decree|edict|fiat|gild|guild|Holy Order|lodge|monastic order|order|Order|order of magnitude|ordering|orderliness|ordination|parliamentary law|parliamentary procedure|purchase order|rescript|rules of order|social club|society,command|bid|bidding|dictation|magnitude|state|arrangement|condition|status|act|enactment|commercial document|commercial instrument|association|rule|prescript|position|sect|religious sect|religious order|taxonomic group|taxonomic category|taxon|request|asking|artistic style|idiom|organization|organisation,S0020025508004520,S0020025508004520_83
nn,nn,ADV,83,nn,NA,NA,S0020025508004520,S0020025508004520_83
where,where,ADV,83,where,NA,NA,S0020025508004520,S0020025508004520_83
number,number,NOUN,83,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S0020025508004520,S0020025508004520_83
nodes,node,NOUN,83,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_83
sentences,sentences,NOUN,83,sentenc,NA,NA,S0020025508004520,S0020025508004520_83
explained,explain,VERB,83,explain,excuse|explain|explicate,inform|state|say|tell|justify|vindicate,S0020025508004520,S0020025508004520_83
locality,locality,NOUN,105,local,locality|neck of the woods|neighborhood|neighbourhood|vicinity,section,S0020025508004520,S0020025508004520_105
index,index,NOUN,105,index,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger,S0020025508004520,S0020025508004520_105
useful,useful,ADJ,105,us,useful|utile|utilitarian,NA,S0020025508004520,S0020025508004520_105
pointing,point,VERB,105,point,aim|bespeak|betoken|channelise|channelize|charge|designate|direct|guide|head|indicate|level|luff|maneuver|manoeuver|manoeuvre|orient|place|point|repoint|sharpen|show|signal|steer|taper|target,inform|lie|aim|take|train|take aim|direct|control|command|tell|sail|tag|label|mark|be|indicate|point|designate|show|change shape|change form|deform|repair|mend|fix|bushel|doctor|furbish up|restore|touch on,S0020025508004520,S0020025508004520_105
out,out,ADV,105,out,away|out,NA,S0020025508004520,S0020025508004520_105
central,central,ADJ,105,central,cardinal|central|fundamental|key|primal,NA,S0020025508004520,S0020025508004520_105
nodes,node,NOUN,105,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_105
relatively,relatively,ADV,105,rel,comparatively|relatively,NA,S0020025508004520,S0020025508004520_105
isolated,isolate,VERB,105,isol,insulate|isolate|keep apart|sequester|sequestrate|set apart,discriminate|separate|single out|get|acquire|disunite|divide|part|classify|class|sort|assort|sort out,S0020025508004520,S0020025508004520_105
groups,group,NOUN,105,group,chemical group|group|grouping|mathematical group|radical,abstraction|abstract entity|unit|building block|set,S0020025508004520,S0020025508004520_105
represent,represent,VERB,105,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose,S0020025508004520,S0020025508004520_105
important,important,ADJ,105,import,authoritative|crucial|important|of import|significant,NA,S0020025508004520,S0020025508004520_105
sentences,sentences,NOUN,105,sentenc,NA,NA,S0020025508004520,S0020025508004520_105
summarize,summarize,NOUN,105,summar,NA,NA,S0020025508004520,S0020025508004520_105
meaning,mean,VERB,105,mean,entail|have in mind|imply|intend|mean|signify|stand for|think|think of,NA,S0020025508004520,S0020025508004520_105
neighbors,neighbor,NOUN,105,neighbor,neighbor|neighbour,person|individual|someone|somebody|mortal|soul|object|physical object,S0020025508004520,S0020025508004520_105
initially,initially,ADV,124,initi,ab initio|initially,NA,S0020025508004520,S0020025508004520_124
obtained,obtain,VERB,124,obtain,find|get|hold|incur|obtain|prevail|receive,get|acquire|change|exist|be,S0020025508004520,S0020025508004520_124
following,follow,VERB,124,follow,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on,S0020025508004520,S0020025508004520_124
fraction,fraction,NOUN,124,fraction,fraction,chemical|chemical substance|part|portion|rational number|rational,S0020025508004520,S0020025508004520_124
