token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
less,less,ADJ,9,less,less|less(a),NA,S0020025508004520,S0020025508004520_9
familiar,familiar,ADJ,9,familiar,conversant(p)|familiar|familiar(p)|intimate,NA,S0020025508004520,S0020025508004520_9
approaches,approach,VERB,9,approach,approach|border on|come near|come on|draw close|draw near|go about|go up|near|set about,come|come up|approximate|come close|act|move|address|accost|come up to,S0020025508004520,S0020025508004520_9
include,include,VERB,9,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_9
application,application,NOUN,9,applic,application|application program|applications programme|coating|covering|diligence|lotion|practical application,use|usage|utilization|utilisation|employment|exercise|request|petition|postulation|manual labor|manual labour|program|programme|computer program|computer programme|remedy|curative|cure|therapeutic|effort|elbow grease|exertion|travail|sweat|action,S0020025508004520,S0020025508004520_9
psychology,psychology,NOUN,9,psychologi,psychological science|psychology,science|scientific discipline,S0020025508004520,S0020025508004520_9
models,models,NOUN,9,model,NA,NA,S0020025508004520,S0020025508004520_9
extractive,extractive,ADJ,9,extract,NA,NA,S0020025508004520,S0020025508004520_9
summarization,summarization,NOUN,9,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_9
use,use,VERB,9,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_9
hierarchical,hierarchical,ADJ,9,hierarch,hierarchal|hierarchic|hierarchical,NA,S0020025508004520,S0020025508004520_9
fractal,fractal,ADJ,9,fractal,NA,NA,S0020025508004520,S0020025508004520_9
based,base,VERB,9,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025508004520,S0020025508004520_9
model,model,NOUN,9,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation,S0020025508004520,S0020025508004520_9
representing,represent,VERB,9,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose,S0020025508004520,S0020025508004520_9
condensing,condense,VERB,9,condens,concentrate|condense|contract|digest|distil|distill,liquefy|flux|liquify|abridge|foreshorten|abbreviate|shorten|cut|contract|reduce|remove|take|take away|withdraw|change integrity|intensify|deepen|arise|come up|change|alter|modify,S0020025508004520,S0020025508004520_9
texts,texts,NOUN,9,text,NA,NA,S0020025508004520,S0020025508004520_9
subsidiary,subsidiary,ADJ,71,subsidiari,auxiliary|subsidiary|supplemental|supplementary,NA,S0020025508004520,S0020025508004520_71
experiments,experiment,NOUN,71,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_71
observed,observ,ADJ,71,observ,NA,NA,S0020025508004520,S0020025508004520_71
including,include,VERB,71,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_71
verbs,verb,NOUN,71,verb,verb,major form class|content word|open-class word,S0020025508004520,S0020025508004520_71
analysis,analysis,NOUN,71,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy,S0020025508004520,S0020025508004520_71
improve,improve,VERB,71,improv,ameliorate|amend|better|improve|meliorate,change|alter|modify|change state|turn,S0020025508004520,S0020025508004520_71
performance,performance,NOUN,71,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025508004520,S0020025508004520_71
summarizers,summarizer,NOUN,71,summar,NA,NA,S0020025508004520,S0020025508004520_71
idea,idea,NOUN,266,idea,approximation|estimate|estimation|idea|melodic theme|mind|musical theme|theme|thought,content|cognitive content|mental object|purpose|intent|intention|aim|design|opinion|sentiment|persuasion|view|thought|calculation|computation|figuring|reckoning|tune|melody|air|strain|melodic line|line|melodic phrase,S0020025508004520,S0020025508004520_266
reinforced,reinforce,VERB,266,reinforc,reenforce|reinforce|reward,strengthen|beef up|fortify|teach|learn|instruct,S0020025508004520,S0020025508004520_266
fact,fact,NOUN,266,fact,fact,information|info|reality|realness|realism|concept|conception|construct,S0020025508004520,S0020025508004520_266
cn,cn,NOUN,266,cn,NA,NA,S0020025508004520,S0020025508004520_266
voting,voting,NOUN,266,vote,ballot|balloting|vote|voting,choice|selection|option|pick,S0020025508004520,S0020025508004520_266
highly,highly,ADV,266,highli,extremely|highly,NA,S0020025508004520,S0020025508004520_266
correlated,correlate,ADJ,266,correl,correlate|correlated|correlative,NA,S0020025508004520,S0020025508004520_266
strategies,strategy,NOUN,266,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_266
as,as,ADV,266,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_266
significantly,significantly,ADV,266,significantli,importantly|significantly,NA,S0020025508004520,S0020025508004520_266
better,better,ADJ,266,better,best(p)|better|better(p),NA,S0020025508004520,S0020025508004520_266
majority,majority,NOUN,266,major,absolute majority|bulk|legal age|majority,number|figure|relative quantity|age|eld,S0020025508004520,S0020025508004520_266
see,see,VERB,266,see,ascertain|assure|attend|catch|check|come across|consider|construe|control|date|determine|discover|encounter|ensure|envision|escort|examine|experience|fancy|figure|find|find out|get a line|get wind|get word|go out|go steady|go through|hear|image|insure|interpret|learn|look|meet|pick up|picture|project|realise|realize|reckon|regard|run across|run into|see|see to it|take care|take in|understand|view|visit|visualise|visualize|watch|witness,perceive|comprehend|experience|see|go through|imagine|conceive of|ideate|envisage|think|believe|consider|conceive|watch|verify|visit|call in|call|tour|care|give care|receive|take in|invite|consort|associate|affiliate|assort|debate|moot|turn over|deliberate|detect|observe|find|discover|notice|undergo|accompany|bet|wager|play|understand,S0020025508004520,S0020025508004520_266
