text,clique_id,index,v,e
plos_journal.pbio.0020013-hepple_clean,1,pairwise,0.07075873827791987,0.0016171529633974108
plos_journal.pbio.0020013-hepple_clean,2,pairwise,0.03516624040920716,0.0014825178944115993
plos_journal.pbio.0020013-hepple_clean,3,pairwise,0.04846547314578005,0.0018424921147397353
plos_journal.pbio.0020013-hepple_clean,4,pairwise,0.11731315714691673,0.003906864690617551
plos_journal.pbio.0020013-hepple_clean,5,pairwise,0.08325518613242398,0.0029882542435391668
plos_journal.pbio.0020013-hepple_clean,6,pairwise,0.08869434061249919,0.0018525771404411418
plos_journal.pbio.0020013-hepple_clean,7,pairwise,0.059681509170000216,0.003081088321909765
plos_journal.pbio.0020013-hepple_clean,8,pairwise,0.12206483485255865,0.004930630135233716
plos_journal.pbio.0020013-hepple_clean,9,pairwise,0.0834879882833847,0.0028835798761732523
plos_journal.pbio.0020013-hepple_clean,10,pairwise,0.09825179793210484,0.0093619717344851
plos_journal.pbio.0020013-hepple_clean,11,pairwise,0.08682044724244213,9.020351840717973e-4
plos_journal.pbio.0020013-hepple_clean,12,pairwise,0.05163648514032146,0.0036684313062919425
plos_journal.pbio.0020013-hepple_clean,13,pairwise,0.0988729159445272,0.001962667937320575
plos_journal.pbio.0020013-hepple_clean,14,pairwise,0.0354285526919798,6.66407867494824e-4
plos_journal.pbio.0020013-hepple_clean,15,pairwise,0.11256792014464649,0.0013122538592543528
plos_journal.pbio.0020013-hepple_clean,16,pairwise,0.058876811594202896,5.434782608695652e-4
plos_journal.pbio.0020013-hepple_clean,17,pairwise,0.08376661701469885,0.0023125851338206076
plos_journal.pbio.0020013-hepple_clean,18,pairwise,0.09614584406783895,0.002179443165186961
plos_journal.pbio.0020013-hepple_clean,19,pairwise,0.08967391304347826,0
plos_journal.pbio.0020013-hepple_clean,20,pairwise,0.0371395027724951,0.0023574805153378613
plos_journal.pbio.0020013-hepple_clean,21,pairwise,0.07095423639541287,9.085328024760205e-4
plos_journal.pbio.0020013-hepple_clean,22,pairwise,0.04766505636070854,0
plos_journal.pbio.0020013-hepple_clean,23,pairwise,0.013178459789712986,0.0018305260987841266
plos_journal.pbio.0020013-hepple_clean,24,pairwise,0.056989084237031466,0.001102235396517564
plos_journal.pbio.0020013-hepple_clean,25,pairwise,0.07675828655772121,0.003697265139866208
plos_journal.pbio.0020013-hepple_clean,26,pairwise,0.041132628233853163,0.0014399233128200687
plos_journal.pbio.0020013-hepple_clean,27,pairwise,0.09354777078562244,0.002139317073559649
plos_journal.pbio.0020013-hepple_clean,28,pairwise,0.036735104669887275,0
plos_journal.pbio.0020013-hepple_clean,29,pairwise,0.036735104669887275,0
plos_journal.pbio.0020013-hepple_clean,30,pairwise,0.038995811039491214,1.0376756066411238e-4
plos_journal.pbio.0020013-hepple_clean,31,pairwise,0.07472058846066115,0.001073340696488652
plos_journal.pbio.0020013-hepple_clean,32,pairwise,0.10320817495571837,0.0011422034439937253
plos_journal.pbio.0020013-hepple_clean,33,pairwise,0.06136415028762585,0.0023914819551008808
plos_journal.pbio.0020013-hepple_clean,34,pairwise,0.08391384711717192,0.004783101920827148
plos_journal.pbio.0020013-hepple_clean,35,pairwise,0.04869344802209252,0.0013947957151954997
plos_journal.pbio.0020013-hepple_clean,36,pairwise,0.06001823434687885,0
plos_journal.pbio.0020013-hepple_clean,37,pairwise,0.0689494385230689,7.177871148459385e-5
plos_journal.pbio.0020013-hepple_clean,38,pairwise,0.05276475324429288,0
plos_journal.pbio.0020013-hepple_clean,39,pairwise,0.07569916790706938,0.0021803967742182843
plos_journal.pbio.0020013-hepple_clean,40,pairwise,0.12648197773719377,Inf
plos_journal.pbio.0020013-hepple_clean,41,pairwise,0.04862396649481048,0
plos_journal.pbio.0020013-hepple_clean,42,pairwise,0.09820572525344365,0.0029482959338250243
plos_journal.pbio.0020013-hepple_clean,43,pairwise,0.06860257201655774,9.843209328649519e-4
plos_journal.pbio.0020013-hepple_clean,44,pairwise,0.07373245444823046,0.0022913953076971957
plos_journal.pbio.0020013-hepple_clean,45,pairwise,0.06936667339480639,0.0011888337374922268
plos_journal.pbio.0020013-hepple_clean,46,pairwise,0.11425347410002142,0.001833781628776814
plos_journal.pbio.0020013-hepple_clean,47,pairwise,0.06971745219827061,Inf
plos_journal.pbio.0020013-hepple_clean,48,pairwise,0.044698845721863625,0
plos_journal.pbio.0020013-hepple_clean,49,pairwise,0.09215315825895985,0.001678361059019198
plos_journal.pbio.0020013-hepple_clean,50,pairwise,0.07170580792703554,3.6231884057971015e-4
plos_journal.pbio.0020013-hepple_clean,51,pairwise,0.025588429209374156,0.0013250981281671818
plos_journal.pbio.0020013-hepple_clean,52,pairwise,0.054426627412560914,0.0016120756133151252
plos_journal.pbio.0020013-hepple_clean,53,pairwise,0.051867108141505774,0.00352551081184926
plos_journal.pbio.0020013-hepple_clean,54,pairwise,0.02491145983035874,0.0029321564546882744
plos_journal.pbio.0020013-hepple_clean,55,pairwise,0.06666510024128815,0.0023803333831533447
plos_journal.pbio.0020013-hepple_clean,56,pairwise,0.0710802562229403,0.002801084315438722
plos_journal.pbio.0020013-hepple_clean,57,pairwise,0.10007067591029094,0.0016518205649231688
plos_journal.pbio.0020013-hepple_clean,58,pairwise,0.06437753391919497,0.0012834980342536725
plos_journal.pbio.0020013-hepple_clean,59,pairwise,0.04808159863348987,0.0015511045500501237
plos_journal.pbio.0020013-hepple_clean,60,pairwise,0.08985488880831458,9.215792354948294e-4
plos_journal.pbio.0020013-hepple_clean,61,pairwise,0.1432167644527989,9.874193081171525e-4
plos_journal.pbio.0020013-hepple_clean,62,pairwise,0.051112530948309656,0.004500889853136543
plos_journal.pbio.0020013-hepple_clean,63,pairwise,0.04056594750328765,0.0016390614216701173
plos_journal.pbio.0020013-hepple_clean,64,pairwise,0.0829098375538004,4.492662816461443e-4
plos_journal.pbio.0020013-hepple_clean,65,pairwise,0.14859697642710162,0.0028332593918989207
plos_journal.pbio.0020013-hepple_clean,66,pairwise,0.03503862458466039,3.676470588235294e-4
plos_journal.pbio.0020013-hepple_clean,67,pairwise,0.031636853248106445,3.6231884057971015e-4
plos_journal.pbio.0020013-hepple_clean,68,pairwise,0.04368665340532348,0
plos_journal.pbio.0020013-hepple_clean,69,pairwise,0.03611150263963563,7.805365491460524e-4
plos_journal.pbio.0020013-hepple_clean,70,pairwise,0.11412847564584003,0.0034100629556517775
