lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
city,NN,1,citi,city|metropolis|urban center,municipality|administrative district|administrative division|territorial division,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_43
elect,VBD,1,elect,elect,choose|take|select|pick out|choose|take|select|pick out,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_43
first,JJ,1,first,1st|beginning(a)|first|foremost|inaugural|initiative|initiatory|maiden|world-class,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_43
mayor,NN,1,mayor,city manager|mayor,civil authority|civil officer|politician,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_43
1229,CD,1,1229,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_43
parliament,NN,1,parliament,fantan|parliament|sevens,legislature|legislative assembly|legislative body|general assembly|law-makers|card game|cards,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_43
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_43
hold,VBN,1,hold,accommodate|adjudge|admit|agree|apply|arrest|bear|bind|book|carry|check|concord|concur|confine|constrain|contain|control|curb|declare|deem|defend|defy|entertain|give|go for|guard|halt|harbor|harbour|have|have got|hold|hold back|hold in|hold up|keep|keep back|maintain|make|moderate|nurse|obligate|oblige|obtain|prevail|reserve|restrain|retain|support|sustain|take|take for|take hold|throw|view as|withstand,direct|see|consider|reckon|view|regard|feel|experience|disable|disenable|incapacitate|keep|hold on|have|have got|hold|include|continue|go on|proceed|go along|exist|be|affirm|verify|assert|avow|aver|swan|swear|request|ask for|bespeak|call for|quest|protect|relate|capture|enamour|trance|catch|becharm|enamor|captivate|beguile|charm|fascinate|bewitch|entrance|enchant|think|believe|conceive|resist|hold out|withstand|stand firm|refer|pertain|concern|come to|bear on|touch|touch on|have to do with|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|restrain|keep back|hold back|prevent|control|command|stop|cover|hit the bottle|drink|booze|fuddle|aim|take|train|take aim|evaluate|pass judgment|judge,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_43
first,JJ,1,first,1st|beginning(a)|first|foremost|inaugural|initiative|initiatory|maiden|world-class,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_43
time,NN,1,time,clip|clock time|fourth dimension|meter|metre|prison term|sentence|time,case|instance|example|time period|period of time|period|moment|minute|second|instant|attribute|experience|reading|meter reading|indication|dimension|rhythmicity|term,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_43
