lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
pearse,NNP,1,pears,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_100
read,VBD,1,read,interpret|learn|read|record|register|say|scan|show|study|take|translate|understand,interpret|construe|see|have|feature|talk|speak|utter|mouth|verbalize|verbalise|predict|foretell|prognosticate|call|forebode|anticipate|promise|indicate|audition|try out|understand,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_100
declaration,NNP,1,declar,announcement|annunciation|contract|declaration|proclamation|resolution|resolve,statement|testimony|bid|bidding|document|written document|papers,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_100
independence,NNP,1,independ,independence|Independence|independency,freedom|victory|triumph,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_100
general,NNP,1,gener,full general|general|superior general,general officer|head|chief|top dog|fact,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_100
post,NNP,1,post,berth|billet|C. W. Post|Charles William Post|Emily Post|Emily Price Post|mail|mail service|military post|office|place|position|post|Post|postal service|situation|spot|stake|station|Wiley Post,position|place|military installation|occupation|business|job|line of work|line|upright|vertical|collection|aggregation|accumulation|assemblage|visual signal|communication|communicating|delivery|bringing,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_100
office,NNP,1,offic,agency|authority|berth|billet|bureau|business office|federal agency|function|government agency|office|office staff|part|place|position|post|power|role|situation|spot,place of business|business establishment|administrative unit|administrative body|duty|state|staff|rite|religious rite|occupation|business|job|line of work|line,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_100
o,NNP,1,o,atomic number 8|group O|o|O|oxygen|type O,chemical element|element|gas|letter|letter of the alphabet|alphabetic character|blood group|blood type,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_100
connell,NNP,1,connel,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_100
street,NNP,1,street,street,thoroughfare|environment|opportunity|chance|neighborhood|neighbourhood,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_100
oath,NNP,2,oath,curse|curse word|cuss|expletive|oath|swearing|swearword,profanity|commitment|dedication|promise,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_36
fealty,NN,2,fealti,allegiance|fealty,loyalty|trueness,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_36
be,VBD,2,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_36
demand,VBN,2,demand,ask|call for|demand|exact|involve|necessitate|need|postulate|require|take,request|ask for|bespeak|call for|quest|claim|summon|summons|cite,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_36
scottish,NNP,2,scottish,Scots|Scots English|Scottish,English|English language,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_36
noble,NNS,2,nobl,Lord|noble|nobleman,male aristocrat,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_36
