lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
countess,NNP,1,countess,countess,Lady|noblewoman|peeress,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_101
constance,NNP,1,constanc,Bodensee|Constance|Council of Constance|Lake Constance,council,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_101
markievicz,NNP,1,markievicz,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_101
lead,VBD,1,lead,chair|conduce|conduct|contribute|direct|extend|go|guide|head|lead|leave|moderate|pass|precede|result|run|take|top,produce|bring about|give rise|leave|result|lead|precede|induce|stimulate|cause|have|get|make|be|direct|promote|advance|boost|further|encourage|perform|execute|do|travel|go|move|locomote|pass|make pass|hash out|discuss|talk over,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_101
band,NN,1,band,band|banding|circle|dance band|dance orchestra|isthmus|lot|ring|set|stria|striation|stripe,social group|musical organization|musical organisation|musical group|stripe|streak|bar|adornment|range|strip|slip|tissue|jewelry|jewellery|belt|loop|restraint|constraint,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_101
rebel,NNS,1,rebel,freedom fighter|greyback|insurgent|insurrectionist|Johnny|Johnny Reb|maverick|Reb|rebel|Rebel,Confederate soldier|revolutionist|revolutionary|subversive|subverter|reformer|reformist|crusader|social reformer|meliorist|nonconformist|recusant,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_101
occupy,VB,1,occupi,absorb|busy|concern|engage|engross|fill|interest|invade|lodge in|occupy|reside|take|use up|worry,work|populate|dwell|live|inhabit|be|attack|assail|use|expend|interest|do work,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_101
building,NNS,1,build,building|construction|edifice,structure|construction|creating from raw materials|commercial enterprise|business enterprise|business|gathering|assemblage,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_101
st,NNP,1,st,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_101
stephen,NNP,1,stephen,Sir Leslie Stephen|Stephen,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_101
s,VBZ,1,NA,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_101
green,NNP,1,green,cat valium|common|commons|green|Green|Green River|greenness|greens|honey oil|jet|K|leafy vegetable|park|putting green|putting surface|special K|super acid|super C|viridity|William Green,chromatic color|chromatic colour|spectral color|spectral colour|tract|piece of land|piece of ground|parcel of land|parcel|environmentalist|conservationist|site|land site|vegetable|veggie|veg|ketamine|ketamine hydrochloride|Ketalar,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_101
1286,CD,2,1286,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_26
macalpin,NNP,2,macalpin,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_26
dynasty,NN,2,dynasti,dynasty,family|family line|folk|kinfolk|kinsfolk|sept|phratry,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_26
