lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
1803,CD,1,1803,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_84
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_84
yet,RB,1,yet,all the same|as yet|at the same time|even|even so|heretofore|hitherto|however|in time|nevertheless|nonetheless|notwithstanding|so far|still|thus far|til now|until now|up to now|withal|yet,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_84
fail,VBN,1,fail,betray|bomb|break|break down|conk out|die|fail|flunk|flush it|give out|give way|go|go bad|go wrong|miscarry|neglect|run out,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_84
rebellion,NN,1,rebellion,insurrection|rebellion|revolt|rising|uprising,resistance|conflict|struggle|battle,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_84
lead,VBN,1,lead,chair|conduce|conduct|contribute|direct|extend|go|guide|head|lead|leave|moderate|pass|precede|result|run|take|top,produce|bring about|give rise|leave|result|lead|precede|induce|stimulate|cause|have|get|make|be|direct|promote|advance|boost|further|encourage|perform|execute|do|travel|go|move|locomote|pass|make pass|hash out|discuss|talk over,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_84
great,JJ,1,great,bang-up|big(p)|bully|capital|corking|cracking|dandy|enceinte|expectant|gravid|great|great(p)|groovy|heavy(p)|keen|large(p)|majuscule|neat|nifty|not bad(p)|old(a)|outstanding|peachy|slap-up|smashing|swell|with child(p),NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_84
irish,JJ,1,irish,Irish,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_84
hero,NN,1,hero,bomber|champion|Cuban sandwich|fighter|grinder|hero|Hero|Hero of Alexandria|hero sandwich|Heron|hoagie|hoagy|Italian sandwich|paladin|poor boy|sub|submarine|submarine sandwich|torpedo|wedge|zep,leader|character|role|theatrical role|part|persona|defender|guardian|protector|shielder|mythical being|sandwich,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_84
robert,NNP,1,robert,Henry M. Robert|Henry Martyn Robert|Robert,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_84
emmet,NNP,1,emmet,ant|emmet|pismire,hymenopterous insect|hymenopteran|hymenopteron|hymenopter,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_84
mary,NNP,2,mari,Blessed Virgin|Madonna|Mary|The Virgin|Virgin Mary,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_88
