lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
capital,NN,1,capit,cap|capital|Capital|capital letter|chapiter|Das Kapital|majuscule|upper-case letter|uppercase|Washington|working capital,assets|seat|character|graph|grapheme|graphic symbol|center|centre|top,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
europe,NNP,1,europ,Common Market|EC|EEC|EU|Europe|European Community|European Economic Community|European Union,world organization|world organisation|international organization|international organisation|global organization|collection|aggregation|accumulation|assemblage,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
s,VBZ,1,NA,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
fastest,JJS,1,fastest,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
grow,VBG,1,grow,acquire|arise|develop|farm|get|grow|maturate|mature|originate|produce|raise|rise|spring up|turn|uprise,change|increase|develop|make grow|become|cultivate,berlitz_HistoryDublin-hepple_clean,ing,berlitz_HistoryDublin-hepple_clean_123
economy,NN,1,economi,economic system|economy|saving|thriftiness,system|scheme|efficiency|frugality|frugalness|action,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
today,NN,1,todai,today,present|nowadays|day|twenty-four hours|twenty-four hour period|24-hour interval|solar day|mean solar day,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
new,JJ,1,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
self-assured,JJ,1,self-assur,self-assured|self-confident,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
dublin,NNP,1,dublin,capital of Ireland|Dublin|Irish capital,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
be,VBZ,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_123
now,RB,1,now,at once|at present|directly|forthwith|immediately|instantly|like a shot|now|nowadays|right away|straight off|straightaway|today,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
very,RB,1,veri,rattling|real|really|very,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
much,RB,1,much,a good deal|a great deal|a lot|lots|much|often|practically|very much,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
european,JJ,1,european,European,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
city,NN,1,citi,city|metropolis|urban center,municipality|administrative district|administrative division|territorial division,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_123
david,NNP,2,david,David|Jacques Louis David|Saint David|St. David,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_21
also,RB,2,also,also|as well|besides|likewise|too,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_21
found,VBD,2,found,base|constitute|establish|found|ground|institute|launch|plant|set up,open|open up|initiate|pioneer,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_21
abbey,NNP,2,abbei,abbey,church|church building|convent|monastery,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_21
holyrood,NNP,2,holyrood,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_21
create,VBN,2,creat,create|make|produce,act|move|appoint|charge|make|create,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_21
several,JJ,2,sever,respective(a)|several(a)|several(p)|various(a),NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_21
royal,JJ,2,royal,imperial|majestic|purple|regal|royal,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_21
burgh,NNS,2,burgh,burgh,borough,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_21
town,NNS,2,town,Ithiel Town|town|Town|townsfolk|township|townspeople,municipality|administrative district|administrative division|territorial division|architect|designer,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_21
special,JJ,2,special,especial(a)|exceptional|extra|limited|particular|particular(a)|peculiar(a)|special|special(a),NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_21
trading,NN,2,trade,trading,commerce|commercialism|mercantilism,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_21
privilege,NNS,2,privileg,exclusive right|perquisite|prerogative|privilege,advantage|vantage|right,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_21
include,VBG,2,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,berlitz_HistoryEdinburgh-hepple_clean,ing,berlitz_HistoryEdinburgh-hepple_clean_21
edinburgh,NNP,2,edinburgh,Edinburgh,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_21
canongate,NNP,2,canong,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_21
