lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
henry,NNP,1,henri,H|henry|Henry|Joseph Henry|Patrick Henry|William Henry,inductance unit,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
viius,NNP,1,viiu,NA,NA,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_48
elizabeth,NNP,1,elizabeth,Elizabeth|Elizabeth I|Elizabeth II,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_48
determine,VBN,1,determin,ascertain|check|decide|define|determine|find|find out|fix|influence|learn|limit|make up one's mind|mold|regulate|see|set|settle|shape|specify|square off|square up|watch,cause|do|make|choose|take|select|pick out|specify|define|delineate|delimit|delimitate|conclude|resolve,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_48
subdue,NN,1,subdu,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
ireland,NNP,1,ireland,Eire|Emerald Isle|Hibernia|Ireland|Irish Republic|Republic of Ireland,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
send,VBD,1,send,air|beam|broadcast|charge|commit|direct|get off|institutionalise|institutionalize|mail|place|post|send|send off|send out|ship|station|transmit|transport,move|displace|transmit|transfer|transport|channel|channelize|channelise|publicize|publicise|air|bare,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_48
massive,JJ,1,massiv,massive|monolithic|monumental,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
military,JJ,1,militari,military,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_48
expedition,NNS,1,expedit,despatch|dispatch|excursion|expedition|expeditiousness|hostile expedition|jaunt|junket|military expedition|outing|pleasure trip|sashay,campaign|military campaign|working group|working party|journey|journeying|celerity|quickness|rapidity|rapidness|speediness,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_48
be,VBD,2,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_91
bitterly,RB,2,bitterli,bitingly|bitter|bitterly|piercingly,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_91
ironic,JJ,2,iron,dry|ironic|ironical|wry,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_91
elizabeth,NNP,2,elizabeth,Elizabeth|Elizabeth I|Elizabeth II,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_91
die,VBD,2,die,become flat|break|break down|buy the farm|cash in one's chips|choke|conk|conk out|croak|decease|die|die out|drop dead|exit|expire|fail|give out|give way|give-up the ghost|go|go bad|kick the bucket|pall|pass|pass away|perish|pop off|snuff it,change state|turn|suffer|endure|break down|lose it|snap|change|feel|experience|ache|yearn|yen|pine|languish|cut out|play|disappear|vanish|go away,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_91
heir,NN,2,heir,heir|heritor|inheritor|successor,recipient|receiver|offspring|progeny|issue,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_91
jame,NNP,2,jame,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_91
mary,NNP,2,mari,Blessed Virgin|Madonna|Mary|The Virgin|Virgin Mary,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_91
s,VBZ,2,NA,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_91
catholic,NNP,2,cathol,Catholic,Christian,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_91
