lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
ironically,RB,1,iron,ironically,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_92
plenty,NN,1,plenti,batch|deal|flock|good deal|great deal|hatful|heap|lot|mass|mess|mickle|mint|mountain|muckle|passel|peck|pile|plenitude|plenteousness|plentifulness|plentitude|plenty|pot|quite a little|raft|sight|slew|spate|stack|tidy sum|wad,abundance|copiousness|teemingness|large indefinite quantity|large indefinite amount,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
food,NN,1,food,food|food for thought|intellectual nourishment|nutrient|solid food,substance|solid|content|cognitive content|mental object,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
—,NN,1,—,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
corn,NN,1,corn,clavus|corn|corn whiskey|corn whisky|edible corn|Indian corn|maize|Zea mays,cereal|cereal grass|kernel|grain|food grain|callosity|callus|whiskey|whisky|mawkishness|sentimentality|drippiness|mushiness|soupiness|sloppiness,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
cattle,NNS,1,cattl,Bos taurus|cattle|cows|kine|oxen,bovine,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
sheep,NN,1,sheep,sheep,bovid|simpleton|simple|follower,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
flour,NN,1,flour,flour,foodstuff|food product,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
—,NN,1,—,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_92
not,RB,1,not,non|not,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
available,JJ,1,avail,available|uncommitted|usable|useable,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
poor,JJ,1,poor,hapless|inadequate|jejune|miserable|misfortunate|pathetic|piteous|pitiable|pitiful|poor|short|wretched,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_92
coalfield,NNS,2,coalfield,coalfield,field,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_132
lothian,NNP,2,lothian,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_132
fife,NNP,2,fife,fife,flute|transverse flute,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_132
fuel,VBD,2,fuel,fire|fuel,supply|provide|render|furnish|take in|take up|stimulate|shake|shake up|excite|stir,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_132
growth,NN,2,growth,development|emergence|growing|growth|increase|increment|maturation|ontogenesis|ontogeny|outgrowth,organic process|biological process|development|evolution|process|physical process|vegetation|flora|botany|beginning|illness|unwellness|malady|sickness|object|physical object,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_132
bake,VBG,2,bake,bake|broil,cook|create from raw material|create from raw stuff|heat|heat up|be,berlitz_HistoryEdinburgh-hepple_clean,ing,berlitz_HistoryEdinburgh-hepple_clean_132
distill,VBG,2,distil,condense|distil|distill|extract|make pure|purify|sublimate,better|improve|amend|ameliorate|meliorate|change|make|create|liquefy|flux|liquify|exude|exudate|transude|ooze out|ooze,berlitz_HistoryEdinburgh-hepple_clean,ing,berlitz_HistoryEdinburgh-hepple_clean_132
printing,NN,2,print,impression|printing|printing process,writing|commercial enterprise|business enterprise|business|publication,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_132
machine-making,JJ,2,machine-mak,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_132
industry,NNS,2,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_132
