lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
last,VBD,1,last,endure|go|hold out|hold up|last|live|live on|survive,measure,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_90
1848,CD,1,1848,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_90
be,VBZ,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_90
estimate,VBN,1,estim,approximate|calculate|count on|estimate|figure|forecast|gauge|guess|judge|reckon,calculate|cipher|cypher|compute|work out|reckon|figure|evaluate|pass judgment|judge,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_90
more,JJR,1,more,more than|more(a),NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_90
one,CD,1,on,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_90
million,CD,1,million,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_90
people,NNS,1,peopl,citizenry|hoi polloi|mass|masses|multitude|people|the great unwashed,group|grouping|family|family line|folk|kinfolk|kinsfolk|sept|phratry,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_90
die,VBD,1,die,become flat|break|break down|buy the farm|cash in one's chips|choke|conk|conk out|croak|decease|die|die out|drop dead|exit|expire|fail|give out|give way|give-up the ghost|go|go bad|kick the bucket|pall|pass|pass away|perish|pop off|snuff it,change state|turn|suffer|endure|break down|lose it|snap|change|feel|experience|ache|yearn|yen|pine|languish|cut out|play|disappear|vanish|go away,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_90
many,JJ,1,mani,many,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_90
emigrate,VBD,1,emigr,emigrate,migrate|transmigrate,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_90
escape,VB,1,escap,break away|break loose|bunk|elude|escape|fly the coop|get away|get by|get off|get out|head for the hills|hightail it|lam|miss|run|run away|scarper|scat|take to the woods|turn tail,flee|fly|take flight|avoid|perplex|vex|stick|get|puzzle|mystify|baffle|beat|pose|bewilder|flummox|stupefy|nonplus|gravel|amaze|dumbfound|escape|get away|break loose|leave|go forth|go away|issue|emerge|come out|come forth|egress,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_90
ravages,NNS,1,ravag,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_90
catastrophe,NN,1,catastroph,calamity|cataclysm|catastrophe|disaster|tragedy,misfortune|bad luck|adversity|hardship|hard knocks|geological phenomenon,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_90
end,JJ,2,end,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_106
england,NNP,2,england,England,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_106
undergo,VBD,2,undergo,undergo,change,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_106
glorious,NNP,2,gloriou,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_106
revolution,NNP,2,revolut,gyration|revolution|rotation,change|alteration|modification|group action|turning|turn,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_106
1688,CD,2,1688,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_106
catholic,NNP,2,cathol,Catholic,Christian,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_106
jame,NNP,2,jame,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_106
ius,NNP,2,iu,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_106
scotland,NNP,2,scotland,Scotland,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_106
s,VBZ,2,NA,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_106
jame,NNP,2,jame,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_106
