lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
learning,NNP,1,learn,acquisition|encyclopaedism|encyclopedism|eruditeness|erudition|learnedness|learning|scholarship,basic cognitive process|education,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_7
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_7
revered,JJ,1,rever,august|revered|venerable,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_7
game,NNS,1,game,biz|game|plot|secret plan,activity|contest|competition|diversion|recreation|animal|animate being|beast|brute|creature|fauna|part|section|division|score|meat|scheme|strategy|game equipment|occupation|business|job|line of work|line|play|frolic|romp|gambol|caper,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_7
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_7
play,VBN,1,plai,act|act as|bet|bring|dally|diddle|encounter|fiddle|flirt|make for|meet|play|playact|recreate|represent|roleplay|run|spiel|take on|toy|trifle|wager|work|wreak,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_7
poet,NN,1,poet,poet,writer|author,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_7
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_7
hold,VBN,1,hold,accommodate|adjudge|admit|agree|apply|arrest|bear|bind|book|carry|check|concord|concur|confine|constrain|contain|control|curb|declare|deem|defend|defy|entertain|give|go for|guard|halt|harbor|harbour|have|have got|hold|hold back|hold in|hold up|keep|keep back|maintain|make|moderate|nurse|obligate|oblige|obtain|prevail|reserve|restrain|retain|support|sustain|take|take for|take hold|throw|view as|withstand,direct|see|consider|reckon|view|regard|feel|experience|disable|disenable|incapacitate|keep|hold on|have|have got|hold|include|continue|go on|proceed|go along|exist|be|affirm|verify|assert|avow|aver|swan|swear|request|ask for|bespeak|call for|quest|protect|relate|capture|enamour|trance|catch|becharm|enamor|captivate|beguile|charm|fascinate|bewitch|entrance|enchant|think|believe|conceive|resist|hold out|withstand|stand firm|refer|pertain|concern|come to|bear on|touch|touch on|have to do with|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|restrain|keep back|hold back|prevent|control|command|stop|cover|hit the bottle|drink|booze|fuddle|aim|take|train|take aim|evaluate|pass judgment|judge,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_7
awe,NN,1,aw,awe|fear|reverence|veneration,wonder|wonderment|admiration|emotion,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_7
next,JJ,2,next,adjacent|following|future(a)|next|side by side(p)|succeeding(a),NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
year,NN,2,year,class|twelvemonth|year|yr,time period|period of time|period|gathering|assemblage,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
large,JJ,2,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
group,NN,2,group,chemical group|group|grouping|mathematical group|radical,abstraction|abstract entity|unit|building block|set,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
scottish,NNP,2,scottish,Scots|Scots English|Scottish,English|English language,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
churchman,NN,2,churchman,churchman|cleric|divine|ecclesiastic,clergyman|reverend|man of the cloth,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_98
noble,NNS,2,nobl,Lord|noble|nobleman,male aristocrat,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_98
sign,VBD,2,sign,bless|contract|ratify|sign|sign on|sign up|signal|signalise|signalize|subscribe,write|validate|formalize|formalise|contract|undertake|hire|engage|employ|communicate|intercommunicate|put|set|place|pose|position|lay|gesticulate|gesture|motion,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_98
national,NNP,2,nation,national|subject,person|individual|someone|somebody|mortal|soul,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
covenant,NNP,2,coven,compact|concordat|covenant,written agreement|agreement|understanding,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
declaration,NN,2,declar,announcement|annunciation|contract|declaration|proclamation|resolution|resolve,statement|testimony|bid|bidding|document|written document|papers,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
condemn,VBG,2,condemn,condemn|decry|doom|excoriate|objurgate|reprobate|sentence,denounce|declare|compel|oblige|obligate|attest|certify|manifest|demonstrate|evidence|impound|attach|sequester|confiscate|seize,berlitz_HistoryEdinburgh-hepple_clean,ing,berlitz_HistoryEdinburgh-hepple_clean_98
new,JJ,2,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
liturgy,NN,2,liturgi,Eucharist|Eucharistic liturgy|Holy Eucharist|Holy Sacrament|liturgy|Liturgy|Lord's Supper|sacrament of the Eucharist,sacrament|rite|religious rite,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
pledge,VBG,2,pledg,drink|pledge|plight|salute|subscribe|toast|wassail,promise|assure|donate|honor|honour|reward|consign|charge|oblige|bind|hold|obligate,berlitz_HistoryEdinburgh-hepple_clean,ing,berlitz_HistoryEdinburgh-hepple_clean_98
allegiance,NN,2,allegi,allegiance|commitment|dedication|fealty|loyalty,cooperation|loyalty|trueness,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
presbyterian,NNP,2,presbyterian,Presbyterian,Protestant,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
faith,NN,2,faith,faith|organized religion|religion|religious belief|trust,belief|theological virtue|supernatural virtue|institution|establishment|commitment|allegiance|loyalty|dedication,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_98
1990,CD,3,1990,NA,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_114
s,VBZ,3,NA,NA,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_114
