lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
18,CD,1,18,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_64
th,NN,1,th,atomic number 90|Th|thorium|Thursday,weekday|metallic element|metal,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_64
century,NN,1,centuri,100|C|century|hundred|one C,time period|period of time|period|large integer,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_64
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_64
not,RB,1,not,non|not,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_64
good,JJ,1,good,adept|beneficial|dear|dependable|effective|estimable|expert|full|good|honest|honorable|in effect(p)|in force(p)|just|near|practiced|proficient|respectable|right|ripe|safe|salutary|secure|serious|skilful|skillful|sound|unspoiled|unspoilt|upright|well(p),NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_64
time,NN,1,time,clip|clock time|fourth dimension|meter|metre|prison term|sentence|time,case|instance|example|time period|period of time|period|moment|minute|second|instant|attribute|experience|reading|meter reading|indication|dimension|rhythmicity|term,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_64
native,JJ,1,nativ,aboriginal|native,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_64
irish,JJ,1,irish,Irish,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_64
protestant,JJ,1,protest,protestant|Protestant,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_64
ascendancy,NNP,1,ascend,ascendance|ascendancy|ascendence|ascendency|control|dominance,condition|status,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_64
flourish,VBD,1,flourish,boom|brandish|expand|flourish|fly high|prosper|thrive|wave,grow|change state|turn|move|displace,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_64
adam,NNP,2,adam,Adam|cristal|disco biscuit|ecstasy|go|hug drug|Robert Adam|X|XTC,methylenedioxymethamphetamine|MDMA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_127
smith,NNP,2,smith,Adam Smith|Bessie Smith|Captain John Smith|David Roland Smith|David Smith|Ian Douglas Smith|Ian Smith|John Smith|Joseph Smith|Julia Evelina Smith|Kate Smith|Kathryn Elizabeth Smith|metalworker|smith|Smith,skilled worker|trained worker|skilled workman,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_127
author,NN,2,author,author|generator|source|writer,communicator|maker|shaper,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_127
wealth,NNP,2,wealth,riches|wealth|wealthiness,financial condition|abundance|copiousness|teemingness|material resource|property|belongings|holding,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_127
nation,NNPS,2,nation,body politic|Carry Amelia Moore Nation|Carry Nation|commonwealth|country|land|nation|Nation|res publica|state,political unit|political entity|people|confederation|confederacy|federation,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_127
pioneer,NN,2,pioneer,groundbreaker|innovator|pioneer|trailblazer,originator|conceiver|mastermind|settler|colonist,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_127
study,NN,2,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_127
political,JJ,2,polit,political,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_127
economy,NN,2,economi,economic system|economy|saving|thriftiness,system|scheme|efficiency|frugality|frugalness|action,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_127
one,CD,3,on,NA,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_46
most,RBS,3,most,about|almost|most|near|nearly|nigh|to the highest degree|virtually|well-nigh,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_46
prolific,JJ,3,prolif,fecund|fertile|prolific,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_46
builder,NNS,3,builder,builder|constructor|detergent builder,material|stuff|creator|contractor,berlitz_HistoryEgypt-hepple_clean,s,berlitz_HistoryEgypt-hepple_clean_46
history,NN,3,histori,account|chronicle|history|story,past|past times|yesteryear|record|humanistic discipline|humanities|liberal arts|arts|continuum|cognition|knowledge|noesis,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_46
egypt,NNP,3,egypt,Arab Republic of Egypt|Egypt|Egyptian Empire|United Arab Republic,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_46
rule,VBD,3,rule,decree|dominate|find|govern|harness|predominate|prevail|reign|rein|rule,control|command|decide|make up one's mind|determine|pronounce|label|judge|attach to|accompany|come with|go with|draw|restrain|keep|keep back|hold back,berlitz_HistoryEgypt-hepple_clean,ed,berlitz_HistoryEgypt-hepple_clean_46
60,CD,3,60,NA,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_46
