lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
united,NNP,1,unit,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
irishman,NNPS,1,irishman,Irishman,Irish person|Irelander,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_70
lead,VBN,1,lead,chair|conduce|conduct|contribute|direct|extend|go|guide|head|lead|leave|moderate|pass|precede|result|run|take|top,produce|bring about|give rise|leave|result|lead|precede|induce|stimulate|cause|have|get|make|be|direct|promote|advance|boost|further|encourage|perform|execute|do|travel|go|move|locomote|pass|make pass|hash out|discuss|talk over,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_70
wolfe,NNP,1,wolf,Thomas Clayton Wolfe|Thomas Kennerly Wolfe Jr.|Thomas Wolfe|Tom Wolfe|Wolfe,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
tone,NNP,1,tone,feel|feeling|flavor|flavour|look|musical note|note|pure tone|quality|shade|smell|spirit|step|timber|timbre|tincture|tint|tone|tone of voice|tonicity|tonus|whole step|whole tone,manner of speaking|speech|delivery|pitch|sound property|atmosphere|ambiance|ambience|color|colour|coloring|colouring|musical notation|sound|auditory sensation|tension|tensity|tenseness|tautness|interval|musical interval|quality,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_70
found,VBN,1,found,base|constitute|establish|found|ground|institute|launch|plant|set up,open|open up|initiate|pioneer,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_70
1791,CD,1,1791,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
nonsectarian,NN,1,nonsectarian,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
movement,NN,1,movement,apparent motion|apparent movement|bm|bowel movement|campaign|cause|crusade|drift|drive|effort|front|motility|motion|move|movement|social movement|trend,change|happening|occurrence|occurrent|natural event|social group|musical composition|opus|composition|piece|piece of music|venture|optical illusion|defecation|laxation|shitting|inclination|disposition|tendency|action|action mechanism,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
seek,VBD,1,seek,assay|attempt|essay|look for|search|seek|try,desire|want|act|move|travel|go|locomote|request,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_70
freedom,NN,1,freedom,exemption|freedom,state|unsusceptibility|immunity,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
irish,JJ,1,irish,Irish,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
people,NNS,1,peopl,citizenry|hoi polloi|mass|masses|multitude|people|the great unwashed,group|grouping|family|family line|folk|kinfolk|kinsfolk|sept|phratry,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
catholic,NNP,1,cathol,Catholic,Christian,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
protestant,JJ,1,protest,protestant|Protestant,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_70
edinburgh,NNP,2,edinburgh,Edinburgh,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_136
international,NNP,2,intern,International,socialism|socialist economy,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_136
festival,NNP,2,festiv,festival|fete,time period|period of time|period|celebration|festivity,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_136
hold,VBN,2,hold,accommodate|adjudge|admit|agree|apply|arrest|bear|bind|book|carry|check|concord|concur|confine|constrain|contain|control|curb|declare|deem|defend|defy|entertain|give|go for|guard|halt|harbor|harbour|have|have got|hold|hold back|hold in|hold up|keep|keep back|maintain|make|moderate|nurse|obligate|oblige|obtain|prevail|reserve|restrain|retain|support|sustain|take|take for|take hold|throw|view as|withstand,direct|see|consider|reckon|view|regard|feel|experience|disable|disenable|incapacitate|keep|hold on|have|have got|hold|include|continue|go on|proceed|go along|exist|be|affirm|verify|assert|avow|aver|swan|swear|request|ask for|bespeak|call for|quest|protect|relate|capture|enamour|trance|catch|becharm|enamor|captivate|beguile|charm|fascinate|bewitch|entrance|enchant|think|believe|conceive|resist|hold out|withstand|stand firm|refer|pertain|concern|come to|bear on|touch|touch on|have to do with|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|restrain|keep back|hold back|prevent|control|command|stop|cover|hit the bottle|drink|booze|fuddle|aim|take|train|take aim|evaluate|pass judgment|judge,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_136
annually,RB,2,annual,annually|each year|every year|p.a.|per annum|per year|yearly,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_136
1947,CD,2,1947,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_136
be,VBZ,2,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_136
acknowledge,VBN,2,acknowledg,acknowledge|admit|know|notice|receipt|recognise|recognize,declare|adjudge|hold|communicate|pass on|pass|pass along|put across|react|respond|thank|give thanks|accept,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_136
one,CD,2,on,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_136
world,NN,2,world,cosmos|creation|domain|earth|Earth|earthly concern|existence|globe|human beings|human race|humanity|humankind|humans|macrocosm|man|mankind|populace|public|reality|universe|world|worldly concern,natural object|class|stratum|social class|socio-economic class|experience|people|part|piece|concern|homo|man|human being|human|group|grouping,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_136
s,VBZ,2,NA,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_136
most,RBS,2,most,about|almost|most|near|nearly|nigh|to the highest degree|virtually|well-nigh,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_136
important,JJ,2,import,authoritative|crucial|important|of import|significant,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_136
art,NNS,2,art,art|artistic creation|artistic production|artistry|artwork|fine art|graphics|nontextual matter|prowess,creation|creative activity|superior skill|visual communication,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_136
festival,NNS,2,festiv,festival|fete,time period|period of time|period|celebration|festivity,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_136
karnak,NNP,3,karnak,NA,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_25
temple,NN,3,templ,synagogue|tabernacle|temple,place of worship|house of prayer|house of God|house of worship|feature|lineament|building|edifice,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_25
