lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
leader,NNS,1,leader,drawing card|leader|loss leader,person|individual|someone|somebody|mortal|soul|feature,berlitz_HistoryDublin-hepple_clean,s,berlitz_HistoryDublin-hepple_clean_105
eamon,NNP,1,eamon,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
de,NNP,1,de,DE|Del.|Delaware|Diamond State|First State,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
valera,NNP,1,valera,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_105
spare,VBN,1,spare,dispense with|give up|part with|save|spare,refrain|forbear|exempt|relieve|free|give|use|expend,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_105
probably,RB,1,probabl,believably|belike|credibly|in all likelihood|in all probability|likely|plausibly|probably,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_105
american,JJ,1,american,American,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
citizen,NN,1,citizen,citizen,national|subject,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
markievicz,NNP,1,markievicz,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
british,JJ,1,british,British,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
do,VBD,1,do,act|answer|arrange|behave|cause|coif|coiffe|coiffure|come|do|dress|execute|exercise|fare|get along|make|make out|manage|perform|practice|practise|serve|set|suffice,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_105
not,RB,1,not,non|not,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
want,VB,1,want,desire|need|require|want,be|search|seek|look for|demand|miss|lack,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
execute,VB,1,execut,accomplish|action|carry out|carry through|do|execute|fulfil|fulfill|perform|put to death|run,kill|punish|penalize|penalise|murder|slay|hit|dispatch|bump off|off|polish off|remove|complete|finish|effect|effectuate|set up|enforce|implement|apply|sign,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
woman,NN,1,woman,adult female|char|charwoman|cleaning lady|cleaning woman|fair sex|woman|womanhood,female|female person|adult|grownup|cleaner|class|stratum|social class|socio-economic class,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_105
clash,VBD,2,clash,clash|collide|jar,hit|strike|impinge on|run into|collide with|conflict|disagree|differ|dissent|take issue,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_84
early,RB,2,earli,ahead of time|betimes|early|early on|too soon,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_84
edinburgh,NNP,2,edinburgh,Edinburgh,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_84
s,VBZ,2,NA,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_84
famous,JJ,2,famou,celebrated|famed|famous|far-famed|illustrious|notable|noted|renowned,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_84
protestant,JJ,2,protest,protestant|Protestant,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_84
reformer,NN,2,reform,crusader|meliorist|reformer|reformist|social reformer,disputant|controversialist|eristic|apparatus|setup,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_84
john,NNP,2,john,bathroom|can|Gospel According to John|john|John|John Lackland|John the Divine|John the Evangelist|King John|lav|lavatory|privy|Saint John|Saint John the Apostle|St. John|St. John the Apostle|toilet|trick|whoremaster|whoremonger,room|customer|client,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_84
knox,NNP,2,knox,John Knox|Knox,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_84
