lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
elizabeth,NNP,1,elizabeth,Elizabeth|Elizabeth I|Elizabeth II,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
leave,VBD,1,leav,allow|allow for|bequeath|depart|entrust|exit|forget|get out|give|go away|go forth|go out|impart|lead|leave|leave alone|leave behind|let alone|pass on|provide|pull up stakes|result|will,make|get|refrain|forbear|move|yield|give|afford|produce|bring about|give rise|change|pass|hand|reach|pass on|turn over|gift|present|have|tell|lose,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_50
dublin,NNP,1,dublin,capital of Ireland|Dublin|Irish capital,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
trinity,NNP,1,triniti,3|Blessed Trinity|deuce-ace|Holy Trinity|III|leash|Sacred Trinity|tercet|ternary|ternion|terzetto|three|threesome|tierce|trey|triad|trine|trinity|Trinity|trio|triplet|troika,digit|figure|Godhead|Lord|Creator|Maker|Divine|God Almighty|Almighty|Jehovah|gathering|assemblage,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
college,NNP,1,colleg,college,body|educational institution|building complex|complex,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
legacy,NN,1,legaci,bequest|legacy,gift|inheritance|heritage,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
—,NN,1,—,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
found,VBD,1,found,base|constitute|establish|found|ground|institute|launch|plant|set up,open|open up|initiate|pioneer,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_50
seat,NN,1,seat,arse|ass|backside|behind|bottom|bum|buns|butt|buttocks|can|derriere|fanny|fundament|hind end|hindquarters|keister|nates|place|posterior|prat|rear|rear end|rump|seat|stern|tail|tail end|tooshie|tush,space|body part|furniture|piece of furniture|article of furniture|support|center|centre|middle|heart|eye|location|legal right|part|portion|cloth covering,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
protestant,JJ,1,protest,protestant|Protestant,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
learning,NN,1,learn,acquisition|encyclopaedism|encyclopedism|eruditeness|erudition|learnedness|learning|scholarship,basic cognitive process|education,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
remain,VBD,1,remain,continue|persist|remain|rest|stay|stay on,be,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_50
just,RB,1,just,barely|but|exactly|hardly|just|just now|merely|only|precisely|properly|scarce|scarcely|simply,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
well,RB,1,well,advantageously|comfortably|considerably|easily|good|intimately|substantially|well,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
mid-,NN,1,mid-,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
20,CD,1,20,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
th,NN,1,th,atomic number 90|Th|thorium|Thursday,weekday|metallic element|metal,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
century,NN,1,centuri,100|C|century|hundred|one C,time period|period of time|period|large integer,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_50
oath,NNP,2,oath,curse|curse word|cuss|expletive|oath|swearing|swearword,profanity|commitment|dedication|promise,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_36
fealty,NN,2,fealti,allegiance|fealty,loyalty|trueness,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_36
be,VBD,2,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_36
demand,VBN,2,demand,ask|call for|demand|exact|involve|necessitate|need|postulate|require|take,request|ask for|bespeak|call for|quest|claim|summon|summons|cite,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_36
scottish,NNP,2,scottish,Scots|Scots English|Scottish,English|English language,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_36
noble,NNS,2,nobl,Lord|noble|nobleman,male aristocrat,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_36
english,NNP,2,english,English|English language|English people|side,West Germanic|West Germanic language|nation|land|country|humanistic discipline|humanities|liberal arts|arts|spin,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_36
official,NNS,2,offici,functionary|official,skilled worker|trained worker|skilled workman|adjudicator,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_36
be,VBD,2,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_36
install,VBN,2,instal,establish|instal|install|put in|set up,put|set|place|pose|position|lay,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_36
oversee,VB,2,overse,manage|oversee|superintend|supervise,administer|administrate,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_36
running,NN,2,run,run|running|running game|running play|track,football play|locomotion|travel|operation|administration|disposal|track and field,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_36
country,NN,2,countri,area|body politic|commonwealth|country|land|nation|res publica|rural area|state,political unit|political entity|administrative district|administrative division|territorial division|people|geographical area|geographic area|geographical region|geographic region|region,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_36
scholar,NNS,3,scholar,assimilator|bookman|learner|scholar|scholarly person|student,intellectual|intellect|person|individual|someone|somebody|mortal|soul|student|pupil|educatee,berlitz_HistoryEgypt-hepple_clean,s,berlitz_HistoryEgypt-hepple_clean_47
now,RB,3,now,at once|at present|directly|forthwith|immediately|instantly|like a shot|now|nowadays|right away|straight off|straightaway|today,NA,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_47
postulate,NN,3,postul,posit|postulate,proposition,berlitz_HistoryEgypt-hepple_clean,NA,berlitz_HistoryEgypt-hepple_clean_47
ramse,NNP,3,rams,NA,NA,berlitz_HistoryEgypt-hepple_clean,s,berlitz_HistoryEgypt-hepple_clean_47
ius,NNP,3,iu,NA,NA,berlitz_HistoryEgypt-hepple_clean,s,berlitz_HistoryEgypt-hepple_clean_47
