lemma,upos,clique_id,stem,synonyms,hypernyms,text,affix,text_clique_id
independent,JJ,1,independ,autonomous|independent|main(a)|self-governing|sovereign,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
parliament,NN,1,parliament,fantan|parliament|sevens,legislature|legislative assembly|legislative body|general assembly|law-makers|card game|cards,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
be,VBD,1,be,be|comprise|constitute|cost|embody|equal|exist|follow|live|make up|personify|represent,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_68
short-lived,JJ,1,short-liv,ephemeral|fugacious|passing|short-lived|transient|transitory,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
—,NN,1,—,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
grattan,NNP,1,grattan,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
s,VBZ,1,NA,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
opposition,NN,1,opposit,confrontation|enemy|foe|foeman|opponent|opposite|oppositeness|opposition|Opposition|resistance,action|relation|resistance|contestant|body|direction|adversary|antagonist|opponent|opposer|resister|party|political party,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
bribery,NN,1,briberi,bribery|graft,felony,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
corruption,NN,1,corrupt,corruption|corruptness|degeneracy|depravation|depravity|putrefaction|putrescence|putridness|rottenness|subversion,dishonesty|putrefaction|rot|decay|immorality|degradation|debasement|inducement|inducing,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
vote,VBD,1,vote,vote,NA,berlitz_HistoryDublin-hepple_clean,ed,berlitz_HistoryDublin-hepple_clean_68
dissolve,VB,1,dissolv,break up|dethaw|disband|dismiss|dissolve|fade away|fade out|melt|resolve|thaw|unfreeze|unthaw,change state|turn|change integrity|end|terminate|break up|upset|discompose|untune|disconcert|discomfit|break down|lose it|snap|change|alter|modify|disintegrate|liquefy|flux|liquify,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
1800,CD,1,1800,NA,NA,berlitz_HistoryDublin-hepple_clean,NA,berlitz_HistoryDublin-hepple_clean_68
order,NN,2,order,club|decree|edict|fiat|gild|guild|Holy Order|lodge|monastic order|order|Order|order of magnitude|ordering|orderliness|ordination|parliamentary law|parliamentary procedure|purchase order|rescript|rules of order|social club|society,command|bid|bidding|dictation|magnitude|state|arrangement|condition|status|act|enactment|commercial document|commercial instrument|association|rule|prescript|position|sect|religious sect|religious order|taxonomic group|taxonomic category|taxon|request|asking|artistic style|idiom|organization|organisation,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_74
divorce,NN,2,divorc,divorce|divorcement,separation,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_74
catherine,NNP,2,catherin,Catherine|Catherine II|Catherine of Aragon|Catherine the Great,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_74
aragon,NNP,2,aragon,Aragon|Louis Aragon,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_74
marry,VB,2,marri,conjoin|espouse|get hitched with|get married|hook up with|marry|splice|tie|wed,unite|unify|officiate,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_74
anne,NNP,2,ann,Anne,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_74
boleyn,NNP,2,boleyn,Anne Boleyn|Boleyn,NA,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_74
henry,NNP,2,henri,H|henry|Henry|Joseph Henry|Patrick Henry|William Henry,inductance unit,berlitz_HistoryEdinburgh-hepple_clean,NA,berlitz_HistoryEdinburgh-hepple_clean_74
viius,NNP,2,viiu,NA,NA,berlitz_HistoryEdinburgh-hepple_clean,s,berlitz_HistoryEdinburgh-hepple_clean_74
have,VBD,2,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,berlitz_HistoryEdinburgh-hepple_clean,ed,berlitz_HistoryEdinburgh-hepple_clean_74
